Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0009119,ribonucleoside metabolic process,19_GO:0008152 metabolic process,-3,9.1,5.4,30211,36,367,4,1.1,0.54,132|7498|22978|57379,ADK|XDH|NT5C2|AICDA,-1.2,MyList
Reactome Gene Sets,6,R-HSA-8956319,Nucleotide catabolism,,-3,9.1,5.4,30211,36,367,4,1.1,0.54,7498|10591|11164|22978,XDH|DNPH1|NUDT5|NT5C2,-1.2,MyList
GO Biological Processes,19,GO:0048645,animal organ formation,19_GO:0032502 developmental process,-3,9.1,5.4,30211,36,367,4,1.1,0.54,652|4036|7481|157506,BMP4|LRP2|WNT11|RDH10,-1.2,MyList
Reactome Gene Sets,6,R-HSA-1222556,ROS and RNS production in phagocytes,,-3,9.1,5.4,30211,36,367,4,1.1,0.54,523|4688|84329|245973,ATP6V1A|NCF2|HVCN1|ATP6V1C2,-1.2,MyList
GO Biological Processes,19,GO:0048565,digestive tract development,19_GO:0032502 developmental process,-3,4.5,4.4,30211,127,367,7,1.9,0.71,445|652|1543|1910|2735|3572|7481,ASS1|BMP4|CYP1A1|EDNRB|GLI1|IL6ST|WNT11,-1.2,MyList
GO Biological Processes,19,GO:0090068,positive regulation of cell cycle process,19_GO:0048518 positive regulation of biological process,-3,3.3,4.1,30211,247,367,10,2.7,0.85,994|1543|1950|2735|6491|9585|9787|28984|51514|81610,CDC25B|CYP1A1|EGF|GLI1|STIL|KIF20B|DLGAP5|RGCC|DTL|FAM83D,-1.2,MyList
KEGG Pathway,24,hsa05323,Rheumatoid arthritis,,-3,5.3,4.6,30211,93,367,6,1.6,0.66,523|1493|2321|3606|7422|245973,ATP6V1A|CTLA4|FLT1|IL18|VEGFA|ATP6V1C2,-1.2,MyList
GO Biological Processes,19,GO:0072073,kidney epithelium development,19_GO:0032502 developmental process,-3,4.5,4.4,30211,128,367,7,1.9,0.71,652|1910|4643|6385|7481|26249|80000,BMP4|EDNRB|MYO1E|SDC4|WNT11|KLHL3|GREB1L,-1.2,MyList
GO Biological Processes,19,GO:0072006,nephron development,19_GO:0032502 developmental process,-3,4.5,4.4,30211,128,367,7,1.9,0.71,652|1910|4643|4854|7481|26249|80000,BMP4|EDNRB|MYO1E|NOTCH3|WNT11|KLHL3|GREB1L,-1.2,MyList
WikiPathways,27,WP3624,Lung fibrosis,,-3,6.5,4.9,30211,63,367,5,1.4,0.61,1232|1950|2006|7076|10144,CCR3|EGF|ELN|TIMP1|FAM13A,-1.2,MyList
GO Biological Processes,19,GO:0070542,response to fatty acid,19_GO:0050896 response to stimulus,-3,6.5,4.9,30211,63,367,5,1.4,0.61,445|2731|5327|5743|9076,ASS1|GLDC|PLAT|PTGS2|CLDN1,-1.2,MyList
GO Biological Processes,19,GO:0009116,nucleoside metabolic process,19_GO:0008152 metabolic process,-3,6.5,4.9,30211,63,367,5,1.4,0.61,132|7498|10591|22978|57379,ADK|XDH|DNPH1|NT5C2|AICDA,-1.2,MyList
GO Biological Processes,19,GO:0048569,post-embryonic animal organ development,19_GO:0032502 developmental process,-3,15,6.2,30211,17,367,3,0.82,0.47,3791|4643|7422,KDR|MYO1E|VEGFA,-1.2,MyList
GO Biological Processes,19,GO:0060055,angiogenesis involved in wound healing,19_GO:0032502 developmental process,-3,15,6.2,30211,17,367,3,0.82,0.47,3791|7422|10855,KDR|VEGFA|HPSE,-1.2,MyList
GO Biological Processes,19,GO:0038083,peptidyl-tyrosine autophosphorylation,19_GO:0008152 metabolic process,-3,15,6.2,30211,17,367,3,0.82,0.47,660|3791|7294,BMX|KDR|TXK,-1.2,MyList
GO Biological Processes,19,GO:0048771,tissue remodeling,19_GO:0032501 multicellular organismal process,-3,5.2,4.5,30211,95,367,6,1.6,0.66,1999|2034|4286|5340|7076|23154,ELF3|EPAS1|MITF|PLG|TIMP1|NCDN,-1.2,MyList
GO Biological Processes,19,GO:0014020,primary neural tube formation,19_GO:0032502 developmental process,-3,5.2,4.5,30211,95,367,6,1.6,0.66,652|4036|6385|6491|9585|57216,BMP4|LRP2|SDC4|STIL|KIF20B|VANGL2,-1.2,MyList
GO Biological Processes,19,GO:0006749,glutathione metabolic process,19_GO:0008152 metabolic process,-3,6.4,4.8,30211,64,367,5,1.4,0.61,1800|2952|25774|53405|221357,DPEP1|GSTT1|GSTT4|CLIC5|GSTA5,-1.2,MyList
GO Biological Processes,19,GO:0050679,positive regulation of epithelial cell proliferation,19_GO:0048518 positive regulation of biological process,-3,3.5,4.1,30211,209,367,9,2.5,0.81,652|1232|1950|3791|4321|6369|7422|9076|57142,BMP4|CCR3|EGF|KDR|MMP12|CCL24|VEGFA|CLDN1|RTN4,-1.2,MyList
GO Biological Processes,19,GO:0032970,regulation of actin filament-based process,19_GO:0050789 regulation of biological process,-3,2.7,3.8,30211,392,367,13,3.5,0.96,477|822|2006|6369|6385|7429|7481|9168|23075|26999|28984|80206|93663,ATP1A2|CAPG|ELN|CCL24|SDC4|VIL1|WNT11|TMSB10|SWAP70|CYFIP2|RGCC|FHOD3|ARHGAP18,-1.2,MyList
GO Biological Processes,19,GO:0015698,inorganic anion transport,19_GO:0051179 localization,-2.9,3.9,4.2,30211,169,367,8,2.2,0.76,368|5172|6559|9498|10316|53405|83959|219855,ABCC6|SLC26A4|SLC12A3|SLC4A8|NMUR1|CLIC5|SLC4A11|SLC37A2,-1.2,MyList
GO Biological Processes,19,GO:0035337,fatty-acyl-CoA metabolic process,19_GO:0008152 metabolic process,-2.9,8.7,5.2,30211,38,367,4,1.1,0.54,60481|79071|284486|390916,ELOVL5|ELOVL6|THEM5|NUDT19,-1.1,MyList
Reactome Gene Sets,6,R-HSA-2129379,Molecules associated with elastic fibres,,-2.9,8.7,5.2,30211,38,367,4,1.1,0.54,652|2006|3694|10516,BMP4|ELN|ITGB6|FBLN5,-1.1,MyList
GO Biological Processes,19,GO:0060840,artery development,19_GO:0032502 developmental process,-2.9,5.1,4.5,30211,96,367,6,1.6,0.66,652|4036|4854|7422|7481|27329,BMP4|LRP2|NOTCH3|VEGFA|WNT11|ANGPTL3,-1.1,MyList
Reactome Gene Sets,6,R-HSA-194315,Signaling by Rho GTPases,,-2.9,2.2,3.6,30211,707,367,19,5.2,1.2,392|1362|2040|2245|2810|2889|4688|10144|10382|11004|23075|23229|26999|54443|54821|57216|79682|81624|93663,ARHGAP1|CPD|STOM|FGD1|SFN|RAPGEF1|NCF2|FAM13A|TUBB4A|KIF2C|SWAP70|ARHGEF9|CYFIP2|ANLN|ERCC6L|VANGL2|CENPU|DIAPH3|ARHGAP18,-1.1,MyList
GO Biological Processes,19,GO:0045682,regulation of epidermis development,19_GO:0032502 developmental process,-2.9,6.3,4.8,30211,65,367,5,1.4,0.61,652|2810|4610|8643|10626,BMP4|SFN|MYCL|PTCH2|TRIM16,-1.1,MyList
GO Biological Processes,19,GO:0030104,water homeostasis,19_GO:0065007 biological regulation,-2.9,6.3,4.8,30211,65,367,5,1.4,0.61,231|2810|6338|6340|9076,AKR1B1|SFN|SCNN1B|SCNN1G|CLDN1,-1.1,MyList
GO Biological Processes,19,GO:0016055,Wnt signaling pathway,19_GO:0023052 signaling,-2.9,3.2,4,30211,255,367,10,2.7,0.85,1910|2735|3087|4286|7481|8840|22943|57216|83999|129293,EDNRB|GLI1|HHEX|MITF|WNT11|CCN4|DKK1|VANGL2|KREMEN1|TRABD2A,-1.1,MyList
GO Biological Processes,19,GO:0198738,cell-cell signaling by wnt,19_GO:0023052 signaling,-2.9,3.2,4,30211,255,367,10,2.7,0.85,1910|2735|3087|4286|7481|8840|22943|57216|83999|129293,EDNRB|GLI1|HHEX|MITF|WNT11|CCN4|DKK1|VANGL2|KREMEN1|TRABD2A,-1.1,MyList
GO Biological Processes,19,GO:0048754,branching morphogenesis of an epithelial tube,19_GO:0032502 developmental process,-2.9,4.3,4.3,30211,133,367,7,1.9,0.71,652|1950|3791|7422|80000|157506|284217,BMP4|EGF|KDR|VEGFA|GREB1L|RDH10|LAMA1,-1.1,MyList
Canonical Pathways,11,M18,PID INTEGRIN1 PATHWAY,,-2.9,6.2,4.7,30211,66,367,5,1.4,0.61,2244|3910|5329|7422|284217,FGB|LAMA4|PLAUR|VEGFA|LAMA1,-1.1,MyList
GO Biological Processes,19,GO:1902808,positive regulation of cell cycle G1/S phase transition,19_GO:0048518 positive regulation of biological process,-2.9,6.2,4.7,30211,66,367,5,1.4,0.61,1543|2735|6491|28984|81610,CYP1A1|GLI1|STIL|RGCC|FAM83D,-1.1,MyList
WikiPathways,27,WP5087,Malignant pleural mesothelioma,,-2.9,2.6,3.7,30211,447,367,14,3.8,1,467|672|1950|2321|3791|3910|5281|7004|7005|7422|7481|22943|83999|284217,ATF3|BRCA1|EGF|FLT1|KDR|LAMA4|PIGF|TEAD4|TEAD3|VEGFA|WNT11|DKK1|KREMEN1|LAMA1,-1.1,MyList
GO Biological Processes,19,GO:0071634,regulation of transforming growth factor beta production,19_GO:0032501 multicellular organismal process,-2.9,8.4,5.2,30211,39,367,4,1.1,0.54,3694|5743|7481|10159,ITGB6|PTGS2|WNT11|ATP6AP2,-1.1,MyList
GO Biological Processes,19,GO:0030866,cortical actin cytoskeleton organization,19_GO:0009987 cellular process,-2.9,8.4,5.2,30211,39,367,4,1.1,0.54,7429|7430|54443|80206,VIL1|EZR|ANLN|FHOD3,-1.1,MyList
GO Biological Processes,19,GO:0009150,purine ribonucleotide metabolic process,19_GO:0008152 metabolic process,-2.9,3,3.9,30211,302,367,11,3,0.89,132|159|523|5214|7498|22978|60481|79071|284486|341392|390916,ADK|ADSS2|ATP6V1A|PFKP|XDH|NT5C2|ELOVL5|ELOVL6|THEM5|ACSM4|NUDT19,-1.1,MyList
GO Biological Processes,19,GO:0010092,specification of animal organ identity,19_GO:0032502 developmental process,-2.9,14,6,30211,18,367,3,0.82,0.47,652|4036|7481,BMP4|LRP2|WNT11,-1.1,MyList
Reactome Gene Sets,6,R-HSA-2022377,Metabolism of Angiotensinogen to Angiotensins,,-2.9,14,6,30211,18,367,3,0.82,0.47,290|10159|59272,ANPEP|ATP6AP2|ACE2,-1.1,MyList
GO Biological Processes,19,GO:0046040,IMP metabolic process,19_GO:0008152 metabolic process,-2.9,14,6,30211,18,367,3,0.82,0.47,159|7498|22978,ADSS2|XDH|NT5C2,-1.1,MyList
WikiPathways,27,WP5033,Genes associated with the development of rheumatoid arthritis,,-2.9,14,6,30211,18,367,3,0.82,0.47,1493|3572|6583,CTLA4|IL6ST|SLC22A4,-1.1,MyList
GO Biological Processes,19,GO:0070293,renal absorption,19_GO:0032501 multicellular organismal process,-2.9,14,6,30211,18,367,3,0.82,0.47,1910|6446|26249,EDNRB|SGK1|KLHL3,-1.1,MyList
GO Biological Processes,19,GO:0030903,notochord development,19_GO:0032502 developmental process,-2.9,14,6,30211,18,367,3,0.82,0.47,2735|6491|7481,GLI1|STIL|WNT11,-1.1,MyList
GO Biological Processes,19,GO:0009125,nucleoside monophosphate catabolic process,19_GO:0008152 metabolic process,-2.9,14,6,30211,18,367,3,0.82,0.47,7498|10591|22978,XDH|DNPH1|NT5C2,-1.1,MyList
GO Biological Processes,19,GO:0120162,positive regulation of cold-induced thermogenesis,19_GO:0048518 positive regulation of biological process,-2.9,5,4.4,30211,98,367,6,1.6,0.66,2034|2628|3606|7422|79071|338557,EPAS1|GATM|IL18|VEGFA|ELOVL6|FFAR4,-1.1,MyList
GO Biological Processes,19,GO:0014074,response to purine-containing compound,19_GO:0050896 response to stimulus,-2.9,4.3,4.2,30211,134,367,7,1.9,0.71,159|445|2889|5179|5327|5743|7430,ADSS2|ASS1|RAPGEF1|PENK|PLAT|PTGS2|EZR,-1.1,MyList
GO Biological Processes,19,GO:1903047,mitotic cell cycle process,19_GO:0009987 cellular process,-2.9,2.5,3.7,30211,500,367,15,4.1,1,672|899|994|3832|4171|4175|6491|9133|9787|9985|11004|51514|54443|79075|80258,BRCA1|CCNF|CDC25B|KIF11|MCM2|MCM6|STIL|CCNB2|DLGAP5|REC8|KIF2C|DTL|ANLN|DSCC1|EFHC2,-1.1,MyList
Reactome Gene Sets,6,R-HSA-9012999,RHO GTPase cycle,,-2.9,2.6,3.7,30211,449,367,14,3.8,1,392|1362|2040|2245|2889|4688|10144|23075|23229|26999|54443|57216|81624|93663,ARHGAP1|CPD|STOM|FGD1|RAPGEF1|NCF2|FAM13A|SWAP70|ARHGEF9|CYFIP2|ANLN|VANGL2|DIAPH3|ARHGAP18,-1.1,MyList
GO Biological Processes,19,GO:0032956,regulation of actin cytoskeleton organization,19_GO:0050789 regulation of biological process,-2.9,2.8,3.8,30211,351,367,12,3.3,0.93,822|2006|6369|6385|7429|7481|9168|23075|26999|28984|80206|93663,CAPG|ELN|CCL24|SDC4|VIL1|WNT11|TMSB10|SWAP70|CYFIP2|RGCC|FHOD3|ARHGAP18,-1.1,MyList
WikiPathways,27,WP2806,Complement system,,-2.9,5,4.4,30211,99,367,6,1.6,0.66,2244|4036|5329|5340|5627|7295,FGB|LRP2|PLAUR|PLG|PROS1|TXN,-1.1,MyList
GO Biological Processes,19,GO:0072009,nephron epithelium development,19_GO:0032502 developmental process,-2.9,5,4.4,30211,99,367,6,1.6,0.66,652|1910|4643|7481|26249|80000,BMP4|EDNRB|MYO1E|WNT11|KLHL3|GREB1L,-1.1,MyList
GO Biological Processes,19,GO:0008015,blood circulation,19_GO:0032501 multicellular organismal process,-2.9,2.7,3.7,30211,400,367,13,3.5,0.96,290|477|1910|2006|2244|4635|5743|6338|6446|7422|10159|59272|83988,ANPEP|ATP1A2|EDNRB|ELN|FGB|MYL4|PTGS2|SCNN1B|SGK1|VEGFA|ATP6AP2|ACE2|NCALD,-1.1,MyList
GO Biological Processes,19,GO:1901607,alpha-amino acid biosynthetic process,19_GO:0008152 metabolic process,-2.9,6.1,4.7,30211,67,367,5,1.4,0.61,445|4942|10955|26227|29968,ASS1|OAT|SERINC3|PHGDH|PSAT1,-1.1,MyList
GO Biological Processes,19,GO:0099518,vesicle cytoskeletal trafficking,19_GO:0051179 localization,-2.9,6.1,4.7,30211,67,367,5,1.4,0.61,4642|4643|6860|64005|282991,MYO1D|MYO1E|SYT4|MYO1G|BLOC1S2,-1.1,MyList
GO Biological Processes,19,GO:0062197,cellular response to chemical stress,19_GO:0050896 response to stimulus,-2.9,3.2,3.9,30211,259,367,10,2.7,0.85,231|825|1728|2034|4257|5179|5269|5743|83959|140809,AKR1B1|CAPN3|NQO1|EPAS1|MGST1|PENK|SERPINB6|PTGS2|SLC4A11|SRXN1,-1.1,MyList
GO Biological Processes,19,GO:0010634,positive regulation of epithelial cell migration,19_GO:0040011 locomotion,-2.9,3.8,4.1,30211,174,367,8,2.2,0.76,306|652|1950|3791|5743|7422|7429|57142,ANXA3|BMP4|EGF|KDR|PTGS2|VEGFA|VIL1|RTN4,-1.1,MyList
GO Biological Processes,19,GO:0007162,negative regulation of cell adhesion,19_GO:0022610 biological adhesion,-2.9,3,3.8,30211,305,367,11,3,0.89,445|652|928|1493|4321|5340|6385|7422|23075|28984|79679,ASS1|BMP4|CD9|CTLA4|MMP12|PLG|SDC4|VEGFA|SWAP70|RGCC|VTCN1,-1.1,MyList
GO Biological Processes,19,GO:0022604,regulation of cell morphogenesis,19_GO:0032502 developmental process,-2.9,3,3.8,30211,305,367,11,3,0.89,2244|2245|3791|6369|6860|7422|7429|7430|54873|84879|93663,FGB|FGD1|KDR|CCL24|SYT4|VEGFA|VIL1|EZR|PALMD|MFSD2A|ARHGAP18,-1.1,MyList
GO Biological Processes,19,GO:0043254,regulation of protein-containing complex assembly,19_GO:0050789 regulation of biological process,-2.9,2.7,3.7,30211,401,367,13,3.5,0.96,822|1410|2006|6369|7422|7429|9168|10382|22943|26999|80206|93663|129293,CAPG|CRYAB|ELN|CCL24|VEGFA|VIL1|TMSB10|TUBB4A|DKK1|CYFIP2|FHOD3|ARHGAP18|TRABD2A,-1.1,MyList
GO Biological Processes,19,GO:1901992,positive regulation of mitotic cell cycle phase transition,19_GO:0048518 positive regulation of biological process,-2.9,4.9,4.4,30211,100,367,6,1.6,0.66,994|1543|6491|9787|28984|51514,CDC25B|CYP1A1|STIL|DLGAP5|RGCC|DTL,-1.1,MyList
GO Biological Processes,19,GO:1905039,carboxylic acid transmembrane transport,19_GO:0051179 localization,-2.9,4.2,4.2,30211,136,367,7,1.9,0.71,4036|6583|9123|23428|51660|117247|153129,LRP2|SLC22A4|SLC16A3|SLC7A8|MPC1|SLC16A10|SLC38A9,-1.1,MyList
GO Biological Processes,19,GO:0008406,gonad development,19_GO:0022414 reproductive process,-2.8,3.4,4,30211,217,367,9,2.5,0.81,2|2175|2674|3791|4036|7422|9985|157506|259266,A2M|FANCA|GFRA1|KDR|LRP2|VEGFA|REC8|RDH10|ASPM,-1.1,MyList
GO Biological Processes,19,GO:0033555,multicellular organismal response to stress,19_GO:0032501 multicellular organismal process,-2.8,6.1,4.6,30211,68,367,5,1.4,0.61,477|1803|1910|2701|5179,ATP1A2|DPP4|EDNRB|GJA4|PENK,-1.1,MyList
GO Biological Processes,19,GO:0006641,triglyceride metabolic process,19_GO:0008152 metabolic process,-2.8,6.1,4.6,30211,68,367,5,1.4,0.61,6583|11343|84803|116255|200879,SLC22A4|MGLL|GPAT3|MOGAT1|LIPH,-1.1,MyList
GO Biological Processes,19,GO:0000280,nuclear division,19_GO:0009987 cellular process,-2.8,2.9,3.8,30211,307,367,11,3,0.89,994|2175|3832|9133|9787|9985|11004|55706|79075|164045|259266,CDC25B|FANCA|KIF11|CCNB2|DLGAP5|REC8|KIF2C|NDC1|DSCC1|HFM1|ASPM,-1.1,MyList
GO Biological Processes,19,GO:1903825,organic acid transmembrane transport,19_GO:0051179 localization,-2.8,4.2,4.2,30211,137,367,7,1.9,0.71,4036|6583|9123|23428|51660|117247|153129,LRP2|SLC22A4|SLC16A3|SLC7A8|MPC1|SLC16A10|SLC38A9,-1.1,MyList
GO Biological Processes,19,GO:0030050,vesicle transport along actin filament,19_GO:0051179 localization,-2.8,13,5.8,30211,19,367,3,0.82,0.47,4642|4643|64005,MYO1D|MYO1E|MYO1G,-1.1,MyList
GO Biological Processes,19,GO:1905517,macrophage migration,19_GO:0040011 locomotion,-2.8,13,5.8,30211,19,367,3,0.82,0.47,1910|151647|284340,EDNRB|TAFA4|CXCL17,-1.1,MyList
Reactome Gene Sets,6,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",,-2.8,2.2,3.5,30211,723,367,19,5.2,1.2,392|1362|2040|2245|2810|2889|4688|10144|10382|11004|23075|23229|26999|54443|54821|57216|79682|81624|93663,ARHGAP1|CPD|STOM|FGD1|SFN|RAPGEF1|NCF2|FAM13A|TUBB4A|KIF2C|SWAP70|ARHGEF9|CYFIP2|ANLN|ERCC6L|VANGL2|CENPU|DIAPH3|ARHGAP18,-1.1,MyList
GO Biological Processes,19,GO:0070482,response to oxygen levels,19_GO:0050896 response to stimulus,-2.8,2.9,3.8,30211,309,367,11,3,0.89,523|1410|1543|1803|2034|5179|5327|5743|7422|9124|28984,ATP6V1A|CRYAB|CYP1A1|DPP4|EPAS1|PENK|PLAT|PTGS2|VEGFA|PDLIM1|RGCC,-1.1,MyList
GO Biological Processes,19,GO:0071548,response to dexamethasone,19_GO:0050896 response to stimulus,-2.8,8,5,30211,41,367,4,1.1,0.54,445|2908|5327|9076,ASS1|NR3C1|PLAT|CLDN1,-1.1,MyList
KEGG Pathway,24,hsa05204,Chemical carcinogenesis - DNA adducts,,-2.8,6,4.6,30211,69,367,5,1.4,0.61,1543|2952|4257|5743|221357,CYP1A1|GSTT1|MGST1|PTGS2|GSTA5,-1.1,MyList
GO Biological Processes,19,GO:0140694,non-membrane-bounded organelle assembly,19_GO:0009987 cellular process,-2.8,2.9,3.8,30211,310,367,11,3,0.89,825|1040|3832|3880|7429|7430|9133|9787|54443|80206|259266,CAPN3|CDS1|KIF11|KRT19|VIL1|EZR|CCNB2|DLGAP5|ANLN|FHOD3|ASPM,-1.1,MyList
GO Biological Processes,19,GO:0046395,carboxylic acid catabolic process,19_GO:0008152 metabolic process,-2.8,3.4,3.9,30211,220,367,9,2.5,0.81,1610|2731|3030|3032|3081|4942|8659|11001|390916,DAO|GLDC|HADHA|HADHB|HGD|OAT|ALDH4A1|SLC27A2|NUDT19,-1.1,MyList
GO Biological Processes,19,GO:0009117,nucleotide metabolic process,19_GO:0008152 metabolic process,-2.8,2.6,3.7,30211,408,367,13,3.5,0.96,132|159|523|5214|7498|10591|11164|22978|60481|79071|284486|341392|390916,ADK|ADSS2|ATP6V1A|PFKP|XDH|DNPH1|NUDT5|NT5C2|ELOVL5|ELOVL6|THEM5|ACSM4|NUDT19,-1.1,MyList
GO Biological Processes,19,GO:0031333,negative regulation of protein-containing complex assembly,19_GO:0048519 negative regulation of biological process,-2.8,4.1,4.1,30211,139,367,7,1.9,0.71,822|1410|7429|9168|10382|22943|80206,CAPG|CRYAB|VIL1|TMSB10|TUBB4A|DKK1|FHOD3,-1.1,MyList
GO Biological Processes,19,GO:0055123,digestive system development,19_GO:0032502 developmental process,-2.8,4.1,4.1,30211,139,367,7,1.9,0.71,445|652|1543|1910|2735|3572|7481,ASS1|BMP4|CYP1A1|EDNRB|GLI1|IL6ST|WNT11,-1.1,MyList
GO Biological Processes,19,GO:0051384,response to glucocorticoid,19_GO:0050896 response to stimulus,-2.8,4.1,4.1,30211,139,367,7,1.9,0.71,2|306|445|2908|5327|5743|9076,A2M|ANXA3|ASS1|NR3C1|PLAT|PTGS2|CLDN1,-1.1,MyList
Canonical Pathways,11,M167,PID AP1 PATHWAY,,-2.8,5.9,4.5,30211,70,367,5,1.4,0.61,467|2355|2908|5179|7076,ATF3|FOSL2|NR3C1|PENK|TIMP1,-1.1,MyList
GO Biological Processes,19,GO:0001841,neural tube formation,19_GO:0032502 developmental process,-2.8,4.8,4.3,30211,103,367,6,1.6,0.66,652|4036|6385|6491|9585|57216,BMP4|LRP2|SDC4|STIL|KIF20B|VANGL2,-1.1,MyList
GO Biological Processes,19,GO:0033559,unsaturated fatty acid metabolic process,19_GO:0008152 metabolic process,-2.8,4.8,4.3,30211,103,367,6,1.6,0.66,231|1543|5743|11343|60481|79071,AKR1B1|CYP1A1|PTGS2|MGLL|ELOVL5|ELOVL6,-1.1,MyList
WikiPathways,27,WP466,DNA replication,,-2.8,7.8,4.9,30211,42,367,4,1.1,0.54,4171|4175|51053|55388,MCM2|MCM6|GMNN|MCM10,-1.1,MyList
GO Biological Processes,19,GO:0009167,purine ribonucleoside monophosphate metabolic process,19_GO:0008152 metabolic process,-2.8,7.8,4.9,30211,42,367,4,1.1,0.54,132|159|7498|22978,ADK|ADSS2|XDH|NT5C2,-1.1,MyList
Reactome Gene Sets,6,R-HSA-1474228,Degradation of the extracellular matrix,,-2.8,4.1,4.1,30211,140,367,7,1.9,0.71,2|825|2006|4321|4322|5340|7076,A2M|CAPN3|ELN|MMP12|MMP13|PLG|TIMP1,-1.1,MyList
GO Biological Processes,19,GO:0045137,development of primary sexual characteristics,19_GO:0022414 reproductive process,-2.8,3.3,3.9,30211,222,367,9,2.5,0.81,2|2175|2674|3791|4036|7422|9985|157506|259266,A2M|FANCA|GFRA1|KDR|LRP2|VEGFA|REC8|RDH10|ASPM,-1.1,MyList
GO Biological Processes,19,GO:0060322,head development,19_GO:0032502 developmental process,-2.8,2.1,3.4,30211,787,367,20,5.4,1.2,220|306|477|652|2735|4036|4854|4897|6491|10159|22943|23705|23767|26227|57142|59345|84879|129293|259266|282991,ALDH1A3|ANXA3|ATP1A2|BMP4|GLI1|LRP2|NOTCH3|NRCAM|STIL|ATP6AP2|DKK1|CADM1|FLRT3|PHGDH|RTN4|GNB4|MFSD2A|TRABD2A|ASPM|BLOC1S2,-1,MyList
Reactome Gene Sets,6,R-HSA-449147,Signaling by Interleukins,,-2.8,2.5,3.6,30211,462,367,14,3.8,1,302|1439|2889|3572|3598|3606|3929|5055|5292|5743|7076|7422|8878|84867,ANXA2|CSF2RB|RAPGEF1|IL6ST|IL13RA2|IL18|LBP|SERPINB2|PIM1|PTGS2|TIMP1|VEGFA|SQSTM1|PTPN5,-1,MyList
WikiPathways,27,WP516,Hypertrophy model,,-2.8,12,5.6,30211,20,367,3,0.82,0.47,467|3606|7422,ATF3|IL18|VEGFA,-1,MyList
GO Biological Processes,19,GO:0009064,glutamine family amino acid metabolic process,19_GO:0008152 metabolic process,-2.8,5.8,4.5,30211,71,367,5,1.4,0.61,445|1610|4942|8659|26227,ASS1|DAO|OAT|ALDH4A1|PHGDH,-1,MyList
WikiPathways,27,WP2880,Glucocorticoid receptor pathway,,-2.8,5.8,4.5,30211,71,367,5,1.4,0.61,2040|2908|5743|6286|8553,STOM|NR3C1|PTGS2|S100P|BHLHE40,-1,MyList
GO Biological Processes,19,GO:0016054,organic acid catabolic process,19_GO:0008152 metabolic process,-2.8,3.3,3.8,30211,224,367,9,2.5,0.81,1610|2731|3030|3032|3081|4942|8659|11001|390916,DAO|GLDC|HADHA|HADHB|HGD|OAT|ALDH4A1|SLC27A2|NUDT19,-1,MyList
GO Biological Processes,19,GO:0071383,cellular response to steroid hormone stimulus,19_GO:0050896 response to stimulus,-2.7,4.1,4.1,30211,142,367,7,1.9,0.71,445|477|652|2908|5327|6446|8611,ASS1|ATP1A2|BMP4|NR3C1|PLAT|SGK1|PLPP1,-1,MyList
GO Biological Processes,19,GO:0008652,cellular amino acid biosynthetic process,19_GO:0008152 metabolic process,-2.7,5.7,4.4,30211,72,367,5,1.4,0.61,445|4942|10955|26227|29968,ASS1|OAT|SERINC3|PHGDH|PSAT1,-1,MyList
GO Biological Processes,19,GO:1904018,positive regulation of vasculature development,19_GO:0032502 developmental process,-2.7,3.6,3.9,30211,183,367,8,2.2,0.76,306|672|1232|2321|3791|6369|7422|27329,ANXA3|BRCA1|CCR3|FLT1|KDR|CCL24|VEGFA|ANGPTL3,-1,MyList
GO Biological Processes,19,GO:0045766,positive regulation of angiogenesis,19_GO:0032502 developmental process,-2.7,3.6,3.9,30211,183,367,8,2.2,0.76,306|672|1232|2321|3791|6369|7422|27329,ANXA3|BRCA1|CCR3|FLT1|KDR|CCL24|VEGFA|ANGPTL3,-1,MyList
GO Biological Processes,19,GO:0008217,regulation of blood pressure,19_GO:0032501 multicellular organismal process,-2.7,3.6,3.9,30211,183,367,8,2.2,0.76,290|477|1910|5743|6446|10159|59272|83988,ANPEP|ATP1A2|EDNRB|PTGS2|SGK1|ATP6AP2|ACE2|NCALD,-1,MyList
GO Biological Processes,19,GO:0001667,ameboidal-type cell migration,19_GO:0040011 locomotion,-2.7,3.6,3.9,30211,183,367,8,2.2,0.76,1803|1910|3791|6286|7422|7481|9124|54443,DPP4|EDNRB|KDR|S100P|VEGFA|WNT11|PDLIM1|ANLN,-1,MyList
GO Biological Processes,19,GO:0001503,ossification,19_GO:0032501 multicellular organismal process,-2.7,3,3.7,30211,271,367,10,2.7,0.85,652|1591|2735|4322|5179|5743|7481|8840|54829|81621,BMP4|CYP24A1|GLI1|MMP13|PENK|PTGS2|WNT11|CCN4|ASPN|KAZALD1,-1,MyList
GO Biological Processes,19,GO:0032496,response to lipopolysaccharide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.7,2.8,3.7,30211,318,367,11,3,0.89,445|1439|1543|1910|3606|3929|5179|5732|5743|9076|57379,ASS1|CSF2RB|CYP1A1|EDNRB|IL18|LBP|PENK|PTGER2|PTGS2|CLDN1|AICDA,-1,MyList
