"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006520","BP","GO:0006520","cellular amino acid metabolic process","45/1639","289/18903",8.48727320527707e-05,0.00580193943881673,0.00490225731403947,"MAT1A/GLDC/CTH/OAT/ASS1/PHGDH/PSAT1/ABAT/HPD/ADSS2/DAO/DPEP1/SCLY/GCAT/FAH/SHMT2/PCBD2/TST/GCLC/ECHS1/HNMT/CTNS/GGT5/GOT1/KYAT3/HMGCL/GLUL/HMGCLL1/TARS1/ASNSD1/SERINC3/SLC25A13/ATP2B4/BCAT2/AADAT/PFAS/ALDH4A1/PLOD2/SLC39A8/THNSL2/WARS1/AASS/RIMKLB/SMS/SARDH",45
"GO:0006261","BP","GO:0006261","DNA-templated DNA replication","30/1639","166/18903",8.7758055811078e-05,0.00582557572040334,0.00492222841775514,"DSCC1/ORC1/CDC45/MCM2/MCM10/GINS3/POLE/BRCA1/DNA2/MCM6/ORC6/FAM111A/FANCM/PRIMPOL/POLQ/TIMELESS/GMNN/BARD1/CHTF18/FBXO5/ATAD5/POLG2/RFC4/RRM1/GEN1/TOPBP1/PNKP/WIZ/DDX11/AICDA",30
"GO:0043434","BP","GO:0043434","response to peptide hormone","60/1639","421/18903",8.81544530264467e-05,0.00582557572040334,0.00492222841775514,"SCNN1B/IGFBP1/PTGS2/GCNT1/CA2/SCNN1G/PCSK1/ASS1/STC2/CCNA2/TRIM16/KCNQ1/TIMP1/PLAT/HADHA/BRIP1/PPARG/GPLD1/MYO5A/C2CD5/GCLC/LTA4H/PTPN2/FBP1/PID1/PDPK1/POR/GAB1/GOT1/MSTN/BCAR3/PDK4/RANGAP1/SLC39A14/NFE2L2/RHOQ/SRC/SELENOS/SRSF5/ADCY6/STXBP4/PCK2/SESN3/FER/ERRFI1/RAB15/LPIN2/APPL2/SREBF1/CYFIP1/SOGA1/TNFRSF11A/SLC9A1/SORT1/ADCY8/PHEX/VPS13C/ENPP1/MGARP/ZBED3",60
"GO:0035335","BP","GO:0035335","peptidyl-tyrosine dephosphorylation","11/1639","34/18903",8.81912296506034e-05,0.00582557572040334,0.00492222841775514,"PTPN5/PTPRQ/PTPRR/DUSP1/DUSP6/PTPN2/PTPRF/PTPRZ1/PTPRS/UBASH3B/PTPN22",11
"GO:0046942","BP","GO:0046942","carboxylic acid transport","45/1639","290/18903",9.22069847212583e-05,0.00602316514640308,0.00508917849005401,"SLC26A4/SLC38A11/PTGS2/ACE2/MPC1/SLCO1A2/SLC16A10/ABAT/SLC5A8/SLC38A9/SLC6A14/PLA2G3/EMB/PLA2G5/SLC7A8/RGS2/SLC16A6/PLA2G12A/CTNS/SLC3A2/PLA2G4A/P2RX7/SLC16A5/SLC25A30/SFXN1/SERINC3/SLC25A13/SLC25A38/P2RX4/LRRC8A/PROCA1/SLC9A3R1/LRRC8E/SFXN5/SLC7A6/TNFRSF11A/SLC5A6/SLC7A9/SLC6A9/SV2A/SLC1A1/ATP1A2/SLC16A3/LRP2/ABCC6",45
"GO:0036294","BP","GO:0036294","cellular response to decreased oxygen levels","29/1639","159/18903",9.64658809224457e-05,0.00614088933565021,0.00518864768890759,"PTGS2/E2F1/STC2/VEGFA/CCNA2/EPAS1/BAD/BRIP1/RGCC/PTGIS/PPARG/MYC/TIGAR/HMOX1/NDRG1/CITED2/SLC29A1/AJUBA/NFE2L2/ERO1A/SRC/PHB2/LMNA/PINK1/RWDD3/SLC9A1/TERT/MGARP/NKX3-1",29
"GO:0006275","BP","GO:0006275","regulation of DNA replication","26/1639","136/18903",9.77332162168982e-05,0.00614088933565021,0.00518864768890759,"EGF/DSCC1/MCM2/CCNA2/GINS3/ESCO2/DNA2/MCM6/TIMELESS/GMNN/CHTF18/S100A11/FBXO5/BCAR3/ATAD5/TNFAIP1/POLG2/RFC4/GTPBP4/EGFR/INO80D/JADE2/WIZ/GLI2/GLI1/AICDA",26
"GO:0002028","BP","GO:0002028","regulation of sodium ion transport","20/1639","92/18903",9.81873783893723e-05,0.00614088933565021,0.00518864768890759,"GLRX/KCNQ1/TESC/ATP1B1/P2RX7/CHP1/CAMK2D/ATP2B4/P2RX4/SLC9A3R1/PER1/STK39/WNK1/SLC9A1/SCN5A/HECW1/ATP1A2/GPD1L/NKAIN2/WNK2",20
"GO:0030071","BP","GO:0030071","regulation of mitotic metaphase/anaphase transition","20/1639","92/18903",9.81873783893723e-05,0.00614088933565021,0.00518864768890759,"DLGAP5/BUB1/CENPE/TTK/NDC80/AURKB/BIRC5/CENPF/CDC20/ESPL1/DUSP1/CDCA8/SPC24/FBXO5/GEN1/ANAPC5/CDC16/ARID1B/SMARCD1/ARID1A",20
"GO:0071453","BP","GO:0071453","cellular response to oxygen levels","31/1639","175/18903",9.93149958921689e-05,0.00614603011421117,0.00519299130875507,"PTGS2/E2F1/ATP6V1A/STC2/VEGFA/CCNA2/EPAS1/BAD/BRIP1/RGCC/PTGIS/PPARG/MYC/TIGAR/HMOX1/NDRG1/CITED2/SLC29A1/AJUBA/NFE2L2/ERO1A/SRC/PHB2/LMNA/ATG7/PINK1/RWDD3/SLC9A1/TERT/MGARP/NKX3-1",31
"GO:0009410","BP","GO:0009410","response to xenobiotic stimulus","61/1639","432/18903",0.000100795957080744,0.0061727024133093,0.00521552764763191,"GSTA5/SCNN1B/PTGS2/CYP1A1/NQO1/PCSK1/ASS1/E2F1/FMO2/CENPF/UCHL1/ABAT/KCNQ1/PTPRM/DPEP1/HADHA/BAD/ABCA3/ACER2/VAV3/CXCR4/FZD1/NCEH1/TFRC/GPLD1/MYC/PDE4B/CDH1/GCLC/ITGA3/DUSP6/FBP1/POR/PRNP/TIGAR/HMOX1/BCAR3/OXSR1/P2RX7/NFE2L2/SRC/TP53I13/MMP2/UMPS/HSPA5/GNA12/PFAS/VAV2/TRAF3IP2/PDE4A/SREBF1/CYP2J2/NFATC2/ACACB/AOX1/SLC1A1/SHANK2/CYP2S1/NKX3-1/GABRG3/ABCC6",61
"GO:0071214","BP","GO:0071214","cellular response to abiotic stimulus","50/1639","335/18903",0.00010595756306872,0.00635637258450004,0.00537071686489032,"CRB1/CAPN3/SCNN1B/PTGS2/WNT11/AKR1B1/ITGB6/CRYAB/SCNN1G/PBK/SLC4A11/PIERCE1/PKD2L1/ECT2/AURKB/ADSS2/TIMP1/BRCA1/MAPK13/BAD/MICU1/GPLD1/BARD1/MYC/F11R/GCLC/HVCN1/FBP1/TMEM161A/OXSR1/BMP6/CHP1/CAB39/PTPRK/MMP2/HSPA5/NFATC4/SLC25A23/RAD9B/RAB11B/EP300/LRRC8E/MAP3K14/ERRFI1/CREBBP/STK39/RAB11FIP5/SLC9A1/ATP1A2/TLR5",50
"GO:0104004","BP","GO:0104004","cellular response to environmental stimulus","50/1639","335/18903",0.00010595756306872,0.00635637258450004,0.00537071686489032,"CRB1/CAPN3/SCNN1B/PTGS2/WNT11/AKR1B1/ITGB6/CRYAB/SCNN1G/PBK/SLC4A11/PIERCE1/PKD2L1/ECT2/AURKB/ADSS2/TIMP1/BRCA1/MAPK13/BAD/MICU1/GPLD1/BARD1/MYC/F11R/GCLC/HVCN1/FBP1/TMEM161A/OXSR1/BMP6/CHP1/CAB39/PTPRK/MMP2/HSPA5/NFATC4/SLC25A23/RAD9B/RAB11B/EP300/LRRC8E/MAP3K14/ERRFI1/CREBBP/STK39/RAB11FIP5/SLC9A1/ATP1A2/TLR5",50
"GO:0016485","BP","GO:0016485","protein processing","40/1639","250/18903",0.000113203693780256,0.00672246985590026,0.00568004498616724,"FGG/FGB/CTSE/ADAMTS3/ACE2/PCSK1/COMP/TMPRSS2/PLAUR/CPZ/PLAT/CPD/SPON1/DPP4/BAD/FAM111A/CPXM2/BACE2/TLL2/F3/LPCAT3/PRNP/INPP5B/P2RX7/ATP6AP2/ERO1A/SRC/CYCS/CAPN2/RNF139/HM13/PISD/DYNC2H1/DHCR24/IHH/TYSND1/PHEX/CYFIP2/MYRF/CTSG",40
"GO:0015804","BP","GO:0015804","neutral amino acid transport","14/1639","53/18903",0.000121582971473724,0.00714786289294024,0.0060394741303632,"ACE2/SLC38A9/SLC6A14/SLC7A8/RGS2/CTNS/SLC3A2/SFXN1/SERINC3/SLC25A13/SLC25A38/SLC7A9/SLC6A9/SLC1A1",14
"GO:0061564","BP","GO:0061564","axon development","67/1639","490/18903",0.000125165121111544,0.00723353123381803,0.00611185824520591,"FLRT3/NRCAM/LAMA1/FSTL4/CDH4/BMPR1B/XK/VEGFA/UCHL1/ETV1/SEMA4B/PAK3/PTPRM/L1CAM/ALCAM/NECTIN1/EMB/LAMC2/ARHGAP4/RTN4RL1/RTN4/MAP2K1/SEMA5A/RAPH1/CDH1/STMN1/SEMA7A/STK24/APLP2/PLXND1/RELN/MMP2/FLOT1/LAMA2/SMO/TRIM32/CRPPA/NEO1/KALRN/PTPRF/SEMA4C/SZT2/PLXNA1/NCAM1/NTN1/CNTN5/PLXNB1/SEMA4A/CYFIP1/NOTCH2/PTPRZ1/CHL1/MAP6/PTPRS/B4GALT6/EFNA4/PLXNB3/NCAM2/KIF5C/AUTS2/SEMA5B/PLPPR4/GLI2/KREMEN1/MGARP/TIAM1/DCC",67
"GO:0030879","BP","GO:0030879","mammary gland development","26/1639","138/18903",0.000125500967145678,0.00723353123381803,0.00611185824520591,"EGF/XDH/VEGFA/IQGAP3/ERBB4/ELF3/RTN4/NOTCH4/TGFB3/SLC29A1/BMP4/SRC/NR3C1/PHB2/UMPS/SMO/NTN1/TNFRSF11A/NCOR2/FASN/MSX1/RREB1/ESR1/PGR/GLI2/ATP2C2",26
"GO:0071470","BP","GO:0071470","cellular response to osmotic stress","13/1639","47/18903",0.000126874145754374,0.00724168061058219,0.00611874393270201,"CAPN3/PTGS2/AKR1B1/SLC4A11/BAD/MICU1/FBP1/OXSR1/CAB39/SLC25A23/LRRC8E/ERRFI1/STK39",13
"GO:0051256","BP","GO:0051256","mitotic spindle midzone assembly","6/1639","11/18903",0.00013266538232625,0.00749942098746177,0.00633651760321431,"PRC1/AURKB/BIRC5/KIF4A/CDCA8/MAP10",6
"GO:0090330","BP","GO:0090330","regulation of platelet aggregation","10/1639","30/18903",0.000139108689577373,0.00778876177167022,0.00658099154000622,"FGG/ABAT/IL6ST/F11R/PDPN/CD9/PRKG1/PRKCA/UBASH3B/CTSG",10
"GO:0051592","BP","GO:0051592","response to calcium ion","27/1639","147/18903",0.000146446451033705,0.00812225175119954,0.00686276864377411,"FGG/CAPN3/FGB/PCSK1/ECT2/PENK/DPEP1/BAD/PPIF/CPNE8/MEF2A/GPLD1/ITPR3/ADAM9/JUNB/P2RX7/HSPA5/CAMK2D/SLC25A13/SLC25A23/ITPKB/TRPM2/SYT17/RYR1/SCN5A/ADCY8/CPNE7",27
"GO:1905039","BP","GO:1905039","carboxylic acid transmembrane transport","28/1639","155/18903",0.000149672292713698,0.00822358326040963,0.00694838710591186,"SLC38A11/SLC22A4/ACE2/MPC1/SLC16A10/SLC5A8/SLC38A9/SLC6A14/SLC7A14/EMB/SLC7A8/RGS2/SLC3A2/SLC25A30/SFXN1/SLC25A13/SLC25A38/LRRC8A/LRRC8E/SLC7A6/SLC5A6/SLC7A9/SLC6A9/SLC7A4/SLC1A1/ATP1A2/SLC16A3/LRP2",28
"GO:0006658","BP","GO:0006658","phosphatidylserine metabolic process","9/1639","25/18903",0.000153496242028515,0.00835559636005222,0.00705992949446942,"MFSD2A/MBOAT1/MBOAT2/SERINC2/PLA2G3/LPCAT3/ABHD12/SERINC3/PTDSS1",9
"GO:0007091","BP","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","20/1639","95/18903",0.000156559080318255,0.00836737121082747,0.00706987846910857,"DLGAP5/BUB1/CENPE/TTK/NDC80/AURKB/BIRC5/CENPF/CDC20/ESPL1/DUSP1/CDCA8/SPC24/FBXO5/GEN1/ANAPC5/CDC16/ARID1B/SMARCD1/ARID1A",20
"GO:1902099","BP","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","20/1639","95/18903",0.000156559080318255,0.00836737121082747,0.00706987846910857,"DLGAP5/BUB1/CENPE/TTK/NDC80/AURKB/BIRC5/CENPF/CDC20/ESPL1/DUSP1/CDCA8/SPC24/FBXO5/GEN1/ANAPC5/CDC16/ARID1B/SMARCD1/ARID1A",20
"GO:0032147","BP","GO:0032147","activation of protein kinase activity","27/1639","148/18903",0.000164591328549542,0.00870938630047659,0.00735885873035139,"EGF/WNT11/GPRC5B/KIF14/TXN/TPX2/ECT2/VEGFA/GPRC5C/RGCC/CLSPN/MAP2K1/PDPK1/PRNP/GREM1/STRADA/SRC/CAB39/PHB2/PINK1/EGFR/MOB3C/WNK1/ADCY8/AGAP2/SLC1A1/CHRNA3",27
"GO:0071375","BP","GO:0071375","cellular response to peptide hormone stimulus","46/1639","306/18903",0.000165921290296543,0.00870938630047659,0.00735885873035139,"SCNN1B/IGFBP1/CA2/SCNN1G/ASS1/CCNA2/PLAT/BRIP1/PPARG/GPLD1/MYO5A/C2CD5/GCLC/PTPN2/FBP1/PID1/PDPK1/POR/GAB1/GOT1/MSTN/BCAR3/PDK4/RANGAP1/SLC39A14/NFE2L2/RHOQ/SRC/SELENOS/SRSF5/ADCY6/STXBP4/PCK2/SESN3/FER/ERRFI1/RAB15/LPIN2/APPL2/SREBF1/CYFIP1/SOGA1/SLC9A1/ADCY8/ENPP1/MGARP",46
"GO:0086065","BP","GO:0086065","cell communication involved in cardiac conduction","15/1639","61/18903",0.000169213050027676,0.00872822226134268,0.00737477387870764,"KCNQ1/ATP1B1/DSP/CAMK2D/NUP155/CACNB2/DSG2/HRC/CACNA1C/SCN5A/CACNA1D/CACNA1G/DSC2/ATP1A2/HCN4",15
"GO:0055067","BP","GO:0055067","monovalent inorganic cation homeostasis","29/1639","164/18903",0.00016924941959399,0.00872822226134268,0.00737477387870764,"ATP12A/SLC26A4/SCNN1B/SLC12A3/CA2/SCNN1G/ATP6V0D2/KLHL3/SLC9A2/ATP6V1A/AVPR2/SLC4A8/TACR1/KCNQ1/CLCN3/HVCN1/ATP6V1H/ATP6V1F/ATP1B1/PDK4/ATP6AP2/CHP1/TMEM106B/CLN6/WNK1/SLC9A1/ATP4A/UPK3A/ATP1A2",29
"GO:0030258","BP","GO:0030258","lipid modification","35/1639","213/18903",0.000174056203437491,0.00889805582616532,0.00751827207342354,"CYP24A1/CYP1A1/SLC27A2/MFSD2A/FA2H/FMO2/PLPP1/HADHB/MBOAT1/MBOAT2/HADHA/SCP2/HSD17B4/LPCAT3/ECHS1/POR/SACM1L/INPP5B/ECI2/ACADVL/PDK4/ADH4/ACOT8/DGKA/CROT/SYNJ2/APPL2/DGKE/DGKZ/RNF213/SGPP1/TYSND1/ACACB/SGPP2/DGKG",35
"GO:0007088","BP","GO:0007088","regulation of mitotic nuclear division","23/1639","118/18903",0.000178575397298438,0.00905038586825445,0.00764698094238955,"EGF/DLGAP5/BUB1/TTK/NDC80/AURKB/BIRC5/CENPF/CDCA2/CDC20/ESPL1/KIF20B/DUSP1/RGCC/AURKA/CDCA8/SPC24/FBXO5/BMP4/GEN1/ANAPC5/CDC16/TOM1L2",23
"GO:0001655","BP","GO:0001655","urogenital system development","52/1639","360/18903",0.000180860712055576,0.00908786432627974,0.00767864777499111,"WNT11/AKR1B1/GCNT1/SERPINB5/KLHL3/ASS1/RDH10/GFRA1/CRLF1/CENPF/VEGFA/ERBB4/TACSTD2/WWTR1/ID4/MYO1E/SDC4/PTCD2/MYC/ITGA3/C1GALT1/COL4A1/GREM1/TEK/PLXND1/BMP6/ADAMTS6/PKHD1/BMP4/MMP2/CEP290/GZF1/PTK7/DCHS1/FKBP4/DYNC2H1/SMO/PBX1/TRAF3IP2/FREM2/NOTCH2/FMN1/ESR1/SALL1/GLI2/GREB1L/GLI1/UPK3A/WNT6/NKX3-1/VANGL2/LRP2",52
"GO:0003333","BP","GO:0003333","amino acid transmembrane transport","21/1639","104/18903",0.000201306024656493,0.0100294755843688,0.00847424737157886,"SLC38A11/SLC22A4/ACE2/SLC16A10/SLC38A9/SLC6A14/SLC7A14/SLC7A8/RGS2/SLC3A2/SFXN1/SLC25A13/SLC25A38/LRRC8A/LRRC8E/SLC7A6/SLC7A9/SLC6A9/SLC7A4/SLC1A1/ATP1A2",21
"GO:1902305","BP","GO:1902305","regulation of sodium ion transmembrane transport","16/1639","69/18903",0.000217014581054877,0.0107212497648876,0.00905875106588202,"GLRX/KCNQ1/TESC/ATP1B1/CHP1/CAMK2D/ATP2B4/SLC9A3R1/STK39/WNK1/SLC9A1/SCN5A/HECW1/ATP1A2/GPD1L/WNK2",16
"GO:1904951","BP","GO:1904951","positive regulation of establishment of protein localization","46/1639","310/18903",0.000224668654335325,0.0110068918236448,0.00930009982288071,"FGG/FGB/PTGS2/SFN/PCSK1/ECT2/ABAT/WLS/CORO2B/KIF20B/BAD/RAB29/EZR/MCU/PDCD5/PPARG/GPLD1/C2CD5/CDH1/ADAM9/PRNP/EMD/P2RX7/GLUL/BMP6/TGFB3/CHP1/CCT3/SRC/CEP290/TOMM70/CCT8/CD2AP/IPO5/RAPGEF3/LRRC8A/PCK2/SMO/PINK1/AACS/TRPM2/MTCL1/ATG13/ADCY8/FRMD4A/TMEM30B",46
"GO:0045839","BP","GO:0045839","negative regulation of mitotic nuclear division","14/1639","56/18903",0.000229411964781031,0.0111463879417164,0.00941796486995813,"BUB1/TTK/NDC80/AURKB/BIRC5/CENPF/CDC20/DUSP1/CDCA8/SPC24/FBXO5/BMP4/GEN1/TOM1L2",14
"GO:0010965","BP","GO:0010965","regulation of mitotic sister chromatid separation","20/1639","98/18903",0.00024353648605864,0.0115515227740546,0.00976027716327759,"DLGAP5/BUB1/CENPE/TTK/NDC80/AURKB/BIRC5/CENPF/CDC20/ESPL1/DUSP1/CDCA8/SPC24/FBXO5/GEN1/ANAPC5/CDC16/ARID1B/SMARCD1/ARID1A",20
"GO:0044784","BP","GO:0044784","metaphase/anaphase transition of cell cycle","20/1639","98/18903",0.00024353648605864,0.0115515227740546,0.00976027716327759,"DLGAP5/BUB1/CENPE/TTK/NDC80/AURKB/BIRC5/CENPF/CDC20/ESPL1/DUSP1/CDCA8/SPC24/FBXO5/GEN1/ANAPC5/CDC16/ARID1B/SMARCD1/ARID1A",20
"GO:0008654","BP","GO:0008654","phospholipid biosynthetic process","40/1639","259/18903",0.000243644977714367,0.0115515227740546,0.00976027716327759,"BMX/SLC44A5/MFSD2A/GPAT3/ETNK1/SELENOI/MBOAT1/MBOAT2/SRD5A3/PIGF/LPCAT3/BPNT1/ABHD3/PGAP3/SACM1L/PMVK/PLA2G4A/PIGS/CHP1/IPMK/AJUBA/DHDDS/ABHD5/CAPN2/PIP5K1A/AGPAT3/PISD/SOCS6/DGKA/TTC7B/SYNJ2/ITPKB/DGKE/DGKZ/PTDSS1/LCLAT1/CDS1/ETNK2/DGKG/CWH43",40
"GO:0000022","BP","GO:0000022","mitotic spindle elongation","6/1639","12/18903",0.000245841719953429,0.0115624277728497,0.00976949117019143,"PRC1/AURKB/BIRC5/KIF4A/CDCA8/MAP10",6
"GO:0009063","BP","GO:0009063","cellular amino acid catabolic process","22/1639","113/18903",0.000248733995022559,0.0116056123550605,0.00980597930251842,"MAT1A/GLDC/OAT/ABAT/HPD/DAO/GCAT/FAH/SHMT2/ECHS1/HNMT/GOT1/KYAT3/HMGCL/GLUL/HMGCLL1/ATP2B4/BCAT2/AADAT/ALDH4A1/AASS/SARDH",22
"GO:0034508","BP","GO:0034508","centromere complex assembly","10/1639","32/18903",0.000254366588032812,0.0117749698507472,0.00994907525011885,"CENPT/DLGAP5/CENPE/CENPI/CENPF/CENPK/CENPH/MIS18A/CENPP/POGZ",10
"GO:0051017","BP","GO:0051017","actin filament bundle assembly","28/1639","160/18903",0.000259948854258255,0.0118197662746526,0.00998692528268958,"WNT11/VIL1/TACR1/PLS3/ID1/TACSTD2/CORO2B/ELN/SWAP70/PDLIM1/RGCC/EZR/FHDC1/SDC4/F11R/STMN1/RDX/NEDD9/TNFAIP1/TGFB3/SRC/CD47/CARMIL1/RAPGEF3/EVL/PLS1/SLC9A1/FAM171A1",28
"GO:1902600","BP","GO:1902600","proton transmembrane transport","28/1639","160/18903",0.000259948854258255,0.0118197662746526,0.00998692528268958,"ATP12A/SLC15A1/SLC47A2/ATP6V1C2/ATP6V0D2/SLC4A11/SLC9A2/ATP6V1A/NOX5/PPIF/TESC/ATP6V1E1/CLCN3/HVCN1/CTNS/ATP6V1H/ATP6V1F/UQCRC1/ATP1B1/COX5A/ATP6AP2/CHP1/COA8/PHB2/SLC9A3R1/SLC9A1/ATP4A/ATP1A2",28
"GO:0045446","BP","GO:0045446","endothelial cell differentiation","23/1639","121/18903",0.000262725382204675,0.0118197662746526,0.00998692528268958,"CLDN1/XDH/VEGFA/ID1/RAPGEF1/CXCR4/FZD1/KDR/EZR/F11R/PDPN/RDX/NOTCH4/BMP6/CDH5/BMP4/IKBKB/RAPGEF3/COL15A1/FASN/KDM6B/HPSE/COL22A1",23
"GO:0071526","BP","GO:0071526","semaphorin-plexin signaling pathway","12/1639","44/18903",0.000264968220528236,0.0118197662746526,0.00998692528268958,"SEMA4B/KDR/SEMA5A/SEMA7A/PLXND1/SEMA4C/PLXNA1/NCAM1/PLXNB1/SEMA4A/PLXNB3/SEMA5B",12
"GO:0071103","BP","GO:0071103","DNA conformation change","21/1639","106/18903",0.000265386825693849,0.0118197662746526,0.00998692528268958,"DSCC1/TOP2A/HHEX/CDC45/ERCC6L/MCM2/GINS3/DNA2/MCM6/FANCM/POLQ/PIF1/BRIP1/CHTF18/HMGB2/RFC4/SUPV3L1/CHD6/HFM1/NAV2/DDX11",21
"GO:0072337","BP","GO:0072337","modified amino acid transport","11/1639","38/18903",0.000268336344377661,0.0118612734480923,0.0100219961149045,"SLC22A4/SLC22A16/MGST1/SLC6A14/SLC22A5/CTNS/SLC25A13/SLC9A3R1/SLC5A6/SLC7A9/LRP2",11
"GO:0072330","BP","GO:0072330","monocarboxylic acid biosynthetic process","35/1639","218/18903",0.000275179952272655,0.0120730070105294,0.0102008970524325,"GATM/ACSM4/PTGS2/CYP1A1/SLC27A2/FA2H/ELOVL6/SLC45A3/RDH10/BRCA1/ACOT7/OSBPL3/PLA2G3/ALDH1A3/PTGIS/ELOVL5/MGLL/SCP2/ABHD2/HSD3B7/ABHD3/PLA2G4A/ACADVL/PDK4/ELOVL1/HACD2/ACLY/PRKAB2/ACOT8/OSBPL1A/ACSBG1/THNSL2/FASN/ACACB/MLXIPL",35
"GO:0032392","BP","GO:0032392","DNA geometric change","20/1639","99/18903",0.000280717461790062,0.0122247256138057,0.0103290892958074,"DSCC1/TOP2A/CDC45/ERCC6L/MCM2/GINS3/DNA2/MCM6/FANCM/POLQ/PIF1/BRIP1/CHTF18/HMGB2/RFC4/SUPV3L1/CHD6/HFM1/NAV2/DDX11",20
"GO:0051056","BP","GO:0051056","regulation of small GTPase mediated signal transduction","45/1639","305/18903",0.000297402294381782,0.0128560888872831,0.0108625497460343,"FAM13A/KIF14/ECT2/SWAP70/VAV3/EPS8L2/ARHGAP4/ARHGAP18/F11R/ITGA3/STMN1/RDX/FBP1/TNFAIP1/SQSTM1/RELN/SRC/ARHGEF3/FLOT1/CD2AP/ARHGEF17/AKAP13/KALRN/VAV2/ITPKB/ARHGEF11/PSD/IQSEC1/NOTCH2/ARHGAP27/RAP1GAP2/ARHGAP32/ARHGAP1/SRGAP3/RALGPS1/GMIP/ARHGDIB/ARHGEF19/FGD1/AUTS2/GPR17/PLEKHG4/TIAM1/IQSEC2/ARHGEF9",45
"GO:0071467","BP","GO:0071467","cellular response to pH","9/1639","27/18903",0.000300321236685821,0.0128875076677076,0.0108890965495228,"SCNN1B/SCNN1G/PKD2L1/GPLD1/HVCN1/CHP1/RAB11B/RAB11FIP5/SLC9A1",9
"GO:0007548","BP","GO:0007548","sex differentiation","43/1639","288/18903",0.000309425412225307,0.0131819710034245,0.0111378987055013,"CDKL2/FANCA/ASPM/A2M/RDH10/CENPI/GFRA1/BMPR1B/VEGFA/KIF18A/FST/TESC/BRIP1/ROR2/KDR/PTX3/BOK/NCOA4/HSD17B4/HMGB2/FZD4/BMP6/CITED2/PRDX4/SRC/MMP2/HSPA5/FKBP4/DHCR24/PBX1/NUPR1/FER/ACSBG1/TAF4/ESR1/SALL1/ATN1/PGR/GREB1L/REC8/DMRT2/NKX3-1/LRP2",43
"GO:0048640","BP","GO:0048640","negative regulation of developmental growth","22/1639","115/18903",0.00032225008584614,0.0133244256355681,0.0112582635024299,"FSTL4/STC2/SEMA4B/ARHGAP4/RTN4/RGS2/SEMA5A/TLL2/CDH1/SEMA7A/MSTN/CITED2/BMP4/WWC2/TOMM70/SEMA4C/RAI1/NTN1/SEMA4A/PTPRS/SEMA5B/DCC",22
"GO:0000076","BP","GO:0000076","DNA replication checkpoint signaling","7/1639","17/18903",0.00032429037327012,0.0133244256355681,0.0112582635024299,"ORC1/CDC45/DNA2/CLSPN/TIMELESS/TOPBP1/RAD9B",7
"GO:0055119","BP","GO:0055119","relaxation of cardiac muscle","7/1639","17/18903",0.00032429037327012,0.0133244256355681,0.0112582635024299,"RGS2/PDE4B/ATP1B1/CAMK2D/P2RX4/HRC/ATP1A2",7
"GO:0071468","BP","GO:0071468","cellular response to acidic pH","7/1639","17/18903",0.00032429037327012,0.0133244256355681,0.0112582635024299,"SCNN1B/SCNN1G/PKD2L1/CHP1/RAB11B/RAB11FIP5/SLC9A1",7
"GO:2000651","BP","GO:2000651","positive regulation of sodium ion transmembrane transporter activity","7/1639","17/18903",0.00032429037327012,0.0133244256355681,0.0112582635024299,"GLRX/TESC/ATP1B1/CHP1/WNK1/SLC9A1/WNK2",7
"GO:0045017","BP","GO:0045017","glycerolipid biosynthetic process","39/1639","254/18903",0.000326367969301209,0.0133244256355681,0.0112582635024299,"BMX/SLC44A5/MFSD2A/GPAT3/ETNK1/SELENOI/MOGAT1/PIGF/GPLD1/LPCAT3/BPNT1/ABHD3/PGAP3/SACM1L/PLA2G4A/PIGS/IPMK/AJUBA/ABHD5/CAPN2/PIP5K1A/AGPAT3/PISD/SOCS6/DGKA/PCK2/TTC7B/SYNJ2/ITPKB/LPIN2/DGKE/DGKZ/SREBF1/PTDSS1/LCLAT1/CDS1/ETNK2/DGKG/CWH43",39
"GO:0032508","BP","GO:0032508","DNA duplex unwinding","19/1639","93/18903",0.000339752272707995,0.0137751973189676,0.0116391359340038,"DSCC1/TOP2A/CDC45/ERCC6L/MCM2/GINS3/DNA2/MCM6/FANCM/POLQ/PIF1/BRIP1/CHTF18/RFC4/SUPV3L1/CHD6/HFM1/NAV2/DDX11",19
"GO:0006970","BP","GO:0006970","response to osmotic stress","18/1639","86/18903",0.000353398861914485,0.0141520568847411,0.0119575574863418,"CAPN3/PTGS2/AKR1B1/CLDN1/SLC4A11/MAPK13/BAD/MICU1/FBP1/PDPK1/OXSR1/CAB39/SLC25A23/LRRC8A/TSC22D4/LRRC8E/ERRFI1/STK39",18
"GO:0003158","BP","GO:0003158","endothelium development","25/1639","139/18903",0.000353861602663198,0.0141520568847411,0.0119575574863418,"CLDN1/XDH/VEGFA/ID1/GJA4/RAPGEF1/CXCR4/FZD1/KDR/EZR/F11R/PDPN/RDX/SLC40A1/NOTCH4/BMP6/CDH5/BMP4/IKBKB/RAPGEF3/COL15A1/FASN/KDM6B/HPSE/COL22A1",25
