Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0071214,cellular response to abiotic stimulus,19_GO:0050896 response to stimulus,-3.6,2.6,4.3,30211,307,680,18,2.6,0.62,231|598|664|3694|4311|5269|6340|6423|6513|7099|7100|8915|27347|54206|54407|79073|83695|90427,AKR1B1|BCL2L1|BNIP3|ITGB6|MME|SERPINB6|SCNN1G|SFRP2|SLC2A1|TLR4|TLR5|BCL10|STK39|ERRFI1|SLC38A2|TMEM109|RHNO1|BMF,-1.9,MyList
GO Biological Processes,19,GO:0104004,cellular response to environmental stimulus,19_GO:0050896 response to stimulus,-3.6,2.6,4.3,30211,307,680,18,2.6,0.62,231|598|664|3694|4311|5269|6340|6423|6513|7099|7100|8915|27347|54206|54407|79073|83695|90427,AKR1B1|BCL2L1|BNIP3|ITGB6|MME|SERPINB6|SCNN1G|SFRP2|SLC2A1|TLR4|TLR5|BCL10|STK39|ERRFI1|SLC38A2|TMEM109|RHNO1|BMF,-1.9,MyList
GO Biological Processes,19,GO:0070588,calcium ion transmembrane transport,19_GO:0051179 localization,-3.6,3.2,4.5,30211,180,680,13,1.9,0.53,489|1813|1906|1910|2149|2823|5027|9914|53373|55283|55503|80036|286097,ATP2A3|DRD2|EDN1|EDNRB|F2R|GPM6A|P2RX7|ATP2C2|TPCN1|MCOLN3|TRPV6|TRPM3|MICU3,-1.9,MyList
GO Biological Processes,19,GO:2000116,regulation of cysteine-type endopeptidase activity,19_GO:0008152 metabolic process,-3.6,2.9,4.4,30211,229,680,15,2.2,0.56,489|2149|2852|4217|4824|5076|6423|7057|7429|8837|8915|64065|112399|130399|340485,ATP2A3|F2R|GPER1|MAP3K5|NKX3-1|PAX2|SFRP2|THBS1|VIL1|CFLAR|BCL10|PERP|EGLN3|ACVR1C|ACER2,-1.9,MyList
GO Biological Processes,19,GO:0031960,response to corticosteroid,19_GO:0050896 response to stimulus,-3.6,3.4,4.6,30211,157,680,12,1.8,0.5,306|445|1906|2660|2852|4129|6382|6781|8837|9076|54206|133522,ANXA3|ASS1|EDN1|MSTN|GPER1|MAOB|SDC1|STC1|CFLAR|CLDN1|ERRFI1|PPARGC1B,-1.9,MyList
GO Biological Processes,19,GO:0030111,regulation of Wnt signaling pathway,19_GO:0023052 signaling,-3.6,2.5,4.2,30211,336,680,19,2.8,0.63,267|3484|4188|5218|5800|6299|6423|8549|22881|22943|55366|55612|55681|65125|65268|81029|252839|387914|102723796,AMFR|IGFBP1|MDFI|CDK14|PTPRO|SALL1|SFRP2|LGR5|ANKRD6|DKK1|LGR4|FERMT1|SCYL2|WNK1|WNK2|WNT5B|TMEM9|SHISA2|TLE7,-1.9,MyList
GO Biological Processes,19,GO:0007229,integrin-mediated signaling pathway,19_GO:0023052 signaling,-3.6,4.3,4.8,30211,93,680,9,1.3,0.44,3691|3693|3694|4739|7006|7294|8515|10451|55612,ITGB4|ITGB5|ITGB6|NEDD9|TEC|TXK|ITGA10|VAV3|FERMT1,-1.9,MyList
GO Biological Processes,19,GO:0006885,regulation of pH,19_GO:0065007 biological regulation,-3.6,4.3,4.8,30211,93,680,9,1.3,0.44,1080|1906|1910|2896|8671|23312|51458|84679|252839,CFTR|EDN1|EDNRB|GRN|SLC4A4|DMXL2|RHCG|SLC9A7|TMEM9,-1.9,MyList
GO Biological Processes,19,GO:0045745,positive regulation of G protein-coupled receptor signaling pathway,19_GO:0023052 signaling,-3.6,8.5,5.8,30211,26,680,5,0.74,0.33,55|1813|2852|5578|246176,ACP3|DRD2|GPER1|PRKCA|GAS2L2,-1.9,MyList
GO Biological Processes,19,GO:0070482,response to oxygen levels,19_GO:0050896 response to stimulus,-3.6,2.6,4.3,30211,309,680,18,2.6,0.62,18|134|664|1813|1906|3099|4540|4824|5154|5467|6513|6781|7057|7184|8837|64344|79625|112399,ABAT|ADORA1|BNIP3|DRD2|EDN1|HK2|ND5|NKX3-1|PDGFA|PPARD|SLC2A1|STC1|THBS1|HSP90B1|CFLAR|HIF3A|NDNF|EGLN3,-1.9,MyList
GO Biological Processes,19,GO:0009913,epidermal cell differentiation,19_GO:0032502 developmental process,-3.6,3.4,4.5,30211,158,680,12,1.8,0.5,182|2317|5357|5493|6647|7051|23022|23086|51057|55283|80736|728361,JAG1|FLNB|PLS1|PPL|SOD1|TGM1|PALLD|EXPH5|WDPCP|MCOLN3|SLC44A4|OVOL3,-1.9,MyList
GO Biological Processes,19,GO:0019233,sensory perception of pain,19_GO:0032501 multicellular organismal process,-3.6,4.8,5,30211,74,680,8,1.2,0.41,134|1906|1910|3736|4311|5027|6335|60675,ADORA1|EDN1|EDNRB|KCNA1|MME|P2RX7|SCN9A|PROK2,-1.9,MyList
GO Biological Processes,19,GO:0046661,male sex differentiation,19_GO:0022414 reproductive process,-3.6,3.4,4.5,30211,159,680,12,1.8,0.5,598|3625|4036|4824|5154|6382|6423|10549|26471|51804|55366|80000,BCL2L1|INHBB|LRP2|NKX3-1|PDGFA|SDC1|SFRP2|PRDX4|NUPR1|SIX4|LGR4|GREB1L,-1.8,MyList
GO Biological Processes,19,GO:0032868,response to insulin,19_GO:0050896 response to stimulus,-3.6,3,4.4,30211,207,680,14,2.1,0.54,2650|2888|3484|3625|5167|6272|6430|6513|6833|8837|9663|23191|54206|130399,GCNT1|GRB14|IGFBP1|INHBB|ENPP1|SORT1|SRSF5|SLC2A1|ABCC8|CFLAR|LPIN2|CYFIP1|ERRFI1|ACVR1C,-1.8,MyList
GO Biological Processes,19,GO:0051898,negative regulation of protein kinase B signaling,19_GO:0023052 signaling,-3.5,5.5,5.1,30211,57,680,7,1,0.39,1813|2660|2852|5291|5314|9863|23612,DRD2|MSTN|GPER1|PIK3CB|PKHD1|MAGI2|PHLDA3,-1.8,MyList
GO Biological Processes,19,GO:0001977,renal system process involved in regulation of blood volume,19_GO:0032501 multicellular organismal process,-3.5,12,6.4,30211,15,680,4,0.59,0.29,134|2149|2150|5800,ADORA1|F2R|F2RL1|PTPRO,-1.8,MyList
GO Biological Processes,19,GO:0015697,quaternary ammonium group transport,19_GO:0051179 localization,-3.5,12,6.4,30211,15,680,4,0.59,0.29,5174|6584|54407|80736,PDZK1|SLC22A5|SLC38A2|SLC44A4,-1.8,MyList
GO Biological Processes,19,GO:0032328,alanine transport,19_GO:0051179 localization,-3.5,12,6.4,30211,15,680,4,0.59,0.29,6509|6520|6533|54407,SLC1A4|SLC3A2|SLC6A6|SLC38A2,-1.8,MyList
GO Biological Processes,19,GO:0042692,muscle cell differentiation,19_GO:0032502 developmental process,-3.5,2.7,4.3,30211,259,680,16,2.4,0.58,928|1910|3880|4703|4814|6272|6382|7504|8538|8837|9456|9750|23493|51804|81029|85461,CD9|EDNRB|KRT19|NEB|NINJ1|SORT1|SDC1|XK|BARX2|CFLAR|HOMER1|RIPOR2|HEY2|SIX4|WNT5B|TANC1,-1.8,MyList
GO Biological Processes,19,GO:0062197,cellular response to chemical stress,19_GO:0050896 response to stimulus,-3.5,2.7,4.3,30211,259,680,16,2.4,0.58,231|664|1906|2539|4217|4248|4257|5076|5269|6513|6647|10105|27347|54206|80310|133522,AKR1B1|BNIP3|EDN1|G6PD|MAP3K5|MGAT3|MGST1|PAX2|SERPINB6|SLC2A1|SOD1|PPIF|STK39|ERRFI1|PDGFD|PPARGC1B,-1.8,MyList
GO Biological Processes,19,GO:0007268,chemical synaptic transmission,19_GO:0023052 signaling,-3.5,2.4,4.1,30211,396,680,21,3.1,0.66,40|134|321|1006|1136|1813|2744|2890|3736|4355|5027|6509|6571|7476|9456|9699|9899|22999|90019|415117|440279,ASIC2|ADORA1|APBA2|CDH8|CHRNA3|DRD2|GLS|GRIA1|KCNA1|MPP2|P2RX7|SLC1A4|SLC18A2|WNT7A|HOMER1|RIMS2|SV2B|RIMS1|SYT8|STX19|UNC13C,-1.8,MyList
GO Biological Processes,19,GO:0098916,anterograde trans-synaptic signaling,19_GO:0023052 signaling,-3.5,2.4,4.1,30211,396,680,21,3.1,0.66,40|134|321|1006|1136|1813|2744|2890|3736|4355|5027|6509|6571|7476|9456|9699|9899|22999|90019|415117|440279,ASIC2|ADORA1|APBA2|CDH8|CHRNA3|DRD2|GLS|GRIA1|KCNA1|MPP2|P2RX7|SLC1A4|SLC18A2|WNT7A|HOMER1|RIMS2|SV2B|RIMS1|SYT8|STX19|UNC13C,-1.8,MyList
GO Biological Processes,19,GO:0071548,response to dexamethasone,19_GO:0050896 response to stimulus,-3.5,6.5,5.3,30211,41,680,6,0.88,0.36,445|1906|2660|8837|9076|54206,ASS1|EDN1|MSTN|CFLAR|CLDN1|ERRFI1,-1.8,MyList
GO Biological Processes,19,GO:1901379,regulation of potassium ion transmembrane transport,19_GO:0051179 localization,-3.5,4.2,4.8,30211,95,680,9,1.3,0.44,3736|6833|9992|10008|27347|57628|65125|65268|81832,KCNA1|ABCC8|KCNE2|KCNE3|STK39|DPP10|WNK1|WNK2|NETO1,-1.8,MyList
GO Biological Processes,19,GO:0055067,monovalent inorganic cation homeostasis,19_GO:0065007 biological regulation,-3.5,3.5,4.5,30211,138,680,11,1.6,0.48,476|1080|1906|1910|2896|6340|8671|23312|51458|84679|252839,ATP1A1|CFTR|EDN1|EDNRB|GRN|SCNN1G|SLC4A4|DMXL2|RHCG|SLC9A7|TMEM9,-1.8,MyList
GO Biological Processes,19,GO:0001775,cell activation,19_GO:0009987 cellular process,-3.5,2,4,30211,636,680,29,4.3,0.77,306|928|972|1435|1514|1606|1608|1773|1880|1906|2149|2150|2151|2896|3694|3929|5027|5154|5291|7099|7476|10451|10673|23236|54567|56832|57379|84766|139818,ANXA3|CD9|CD74|CSF1|CTSL|DGKA|DGKG|DNASE1|GPR183|EDN1|F2R|F2RL1|F2RL2|GRN|ITGB6|LBP|P2RX7|PDGFA|PIK3CB|TLR4|WNT7A|VAV3|TNFSF13B|PLCB1|DLL4|IFNK|AICDA|CRACR2A|DOCK11,-1.8,MyList
GO Biological Processes,19,GO:0071624,positive regulation of granulocyte chemotaxis,19_GO:0040011 locomotion,-3.5,8.2,5.7,30211,27,680,5,0.74,0.33,972|1906|3929|9750|57402,CD74|EDN1|LBP|RIPOR2|S100A14,-1.8,MyList
Reactome Gene Sets,6,R-HSA-9013149,RAC1 GTPase cycle,,-3.5,3.1,4.4,30211,185,680,13,1.9,0.53,182|392|4688|5063|10451|10788|23191|23348|51291|80005|139818|201176|644150,JAG1|ARHGAP1|NCF2|PAK3|VAV3|IQGAP2|CYFIP1|DOCK9|GMIP|DOCK5|DOCK11|ARHGAP27|WIPF3,-1.8,MyList
GO Biological Processes,19,GO:0046903,secretion,19_GO:0051179 localization,-3.5,2.2,4,30211,485,680,24,3.5,0.71,306|540|1080|1813|1906|1910|2039|3099|3993|4828|5027|5270|5321|7476|9699|22999|55503|80736|90019|114902|115111|415117|440279|780776,ANXA3|ATP7B|CFTR|DRD2|EDN1|EDNRB|DMTN|HK2|LLGL2|NMB|P2RX7|SERPINE2|PLA2G4A|WNT7A|RIMS2|RIMS1|TRPV6|SLC44A4|SYT8|C1QTNF5|SLC26A7|STX19|UNC13C|TVP23A,-1.8,MyList
GO Biological Processes,19,GO:0070085,glycosylation,19_GO:0008152 metabolic process,-3.5,2.8,4.3,30211,235,680,15,2.2,0.56,2589|2650|2651|4248|8702|8706|9514|10164|26301|51809|55808|57171|84620|84899|91949,GALNT1|GCNT1|GCNT2|MGAT3|B4GALT4|B3GALNT1|GAL3ST1|CHST4|GBGT1|GALNT7|ST6GALNAC1|DOLPP1|ST6GAL2|TMTC4|COG7,-1.8,MyList
GO Biological Processes,19,GO:0035904,aorta development,19_GO:0032502 developmental process,-3.5,5.4,5,30211,58,680,7,1,0.39,182|4036|4824|11174|23493|51684|54567,JAG1|LRP2|NKX3-1|ADAMTS6|HEY2|SUFU|DLL4,-1.8,MyList
GO Biological Processes,19,GO:0006687,glycosphingolipid metabolic process,19_GO:0008152 metabolic process,-3.5,5.4,5,30211,58,680,7,1,0.39,2581|7368|8702|8706|9514|51228|53947,GALC|UGT8|B4GALT4|B3GALNT1|GAL3ST1|GLTP|A4GALT,-1.8,MyList
KEGG Pathway,24,hsa05418,Fluid shear stress and atherosclerosis,,-3.5,3.5,4.5,30211,139,680,11,1.6,0.48,445|1514|1906|4217|4257|4688|5154|5291|6382|6385|7184,ASS1|CTSL|EDN1|MAP3K5|MGST1|NCF2|PDGFA|PIK3CB|SDC1|SDC4|HSP90B1,-1.8,MyList
GO Biological Processes,19,GO:0051384,response to glucocorticoid,19_GO:0050896 response to stimulus,-3.5,3.5,4.5,30211,139,680,11,1.6,0.48,306|445|1906|2660|4129|6382|6781|8837|9076|54206|133522,ANXA3|ASS1|EDN1|MSTN|MAOB|SDC1|STC1|CFLAR|CLDN1|ERRFI1|PPARGC1B,-1.8,MyList
GO Biological Processes,19,GO:0006865,amino acid transport,19_GO:0051179 localization,-3.5,3.8,4.6,30211,117,680,10,1.5,0.46,3993|6509|6520|6533|6536|6545|7504|11136|54407|55244,LLGL2|SLC1A4|SLC3A2|SLC6A6|SLC6A9|SLC7A4|XK|SLC7A9|SLC38A2|SLC47A1,-1.8,MyList
GO Biological Processes,19,GO:0051480,regulation of cytosolic calcium ion concentration,19_GO:0065007 biological regulation,-3.5,2.5,4.2,30211,316,680,18,2.6,0.62,134|1813|1906|1910|2149|2150|2151|2852|2890|3827|4828|5027|5732|9170|53373|55283|55503|60675,ADORA1|DRD2|EDN1|EDNRB|F2R|F2RL1|F2RL2|GPER1|GRIA1|KNG1|NMB|P2RX7|PTGER2|LPAR2|TPCN1|MCOLN3|TRPV6|PROK2,-1.8,MyList
GO Biological Processes,19,GO:0035315,hair cell differentiation,19_GO:0032502 developmental process,-3.5,6.3,5.3,30211,42,680,6,0.88,0.36,182|5357|6647|51057|55283|80736,JAG1|PLS1|SOD1|WDPCP|MCOLN3|SLC44A4,-1.8,MyList
GO Biological Processes,19,GO:0071900,regulation of protein serine/threonine kinase activity,19_GO:0008152 metabolic process,-3.5,2.4,4.1,30211,372,680,20,2.9,0.65,1906|2321|4217|5027|5154|5291|5575|5899|6423|7039|7057|7099|9133|9693|10178|10595|22943|54956|80310|205428,EDN1|FLT1|MAP3K5|P2RX7|PDGFA|PIK3CB|PRKAR1B|RALB|SFRP2|TGFA|THBS1|TLR4|CCNB2|RAPGEF2|TENM1|ERN2|DKK1|PARP16|PDGFD|DIPK2A,-1.8,MyList
GO Biological Processes,19,GO:0034620,cellular response to unfolded protein,19_GO:0050896 response to stimulus,-3.5,4.6,4.8,30211,77,680,8,1.2,0.41,267|467|1491|10595|54956|79139|84899|148327,AMFR|ATF3|CTH|ERN2|PARP16|DERL1|TMTC4|CREB3L4,-1.8,MyList
GO Biological Processes,19,GO:0046328,regulation of JNK cascade,19_GO:0023052 signaling,-3.5,3.5,4.5,30211,140,680,11,1.6,0.48,2122|2150|4217|5187|6423|7099|7476|22881|23236|84766|153769,MECOM|F2RL1|MAP3K5|PER1|SFRP2|TLR4|WNT7A|ANKRD6|PLCB1|CRACR2A|SH3RF2,-1.8,MyList
KEGG Pathway,24,hsa04070,Phosphatidylinositol signaling system,,-3.5,4.1,4.7,30211,97,680,9,1.3,0.44,1040|1606|1608|3628|5291|5578|8395|23236|84812,CDS1|DGKA|DGKG|INPP1|PIK3CB|PRKCA|PIP5K1B|PLCB1|PLCD4,-1.8,MyList
GO Biological Processes,19,GO:0071384,cellular response to corticosteroid stimulus,19_GO:0050896 response to stimulus,-3.5,5.3,5,30211,59,680,7,1,0.39,445|1906|2660|2852|6781|8837|54206,ASS1|EDN1|MSTN|GPER1|STC1|CFLAR|ERRFI1,-1.8,MyList
GO Biological Processes,19,GO:0035296,regulation of tube diameter,19_GO:0065007 biological regulation,-3.4,3.5,4.5,30211,141,680,11,1.6,0.48,40|134|1906|1910|2149|2150|2852|3827|5467|6647|80005,ASIC2|ADORA1|EDN1|EDNRB|F2R|F2RL1|GPER1|KNG1|PPARD|SOD1|DOCK5,-1.8,MyList
GO Biological Processes,19,GO:0050806,positive regulation of synaptic transmission,19_GO:0023052 signaling,-3.4,3.5,4.5,30211,141,680,11,1.6,0.48,134|1813|2852|4311|4355|5270|9699|22941|22999|64084|152404,ADORA1|DRD2|GPER1|MME|MPP2|SERPINE2|RIMS2|SHANK2|RIMS1|CLSTN2|IGSF11,-1.8,MyList
GO Biological Processes,19,GO:0097746,blood vessel diameter maintenance,19_GO:0032501 multicellular organismal process,-3.4,3.5,4.5,30211,141,680,11,1.6,0.48,40|134|1906|1910|2149|2150|2852|3827|5467|6647|80005,ASIC2|ADORA1|EDN1|EDNRB|F2R|F2RL1|GPER1|KNG1|PPARD|SOD1|DOCK5,-1.8,MyList
GO Biological Processes,19,GO:0090330,regulation of platelet aggregation,19_GO:0022610 biological adhesion,-3.4,7.9,5.6,30211,28,680,5,0.74,0.33,18|928|2039|5270|5578,ABAT|CD9|DMTN|SERPINE2|PRKCA,-1.8,MyList
GO Biological Processes,19,GO:0061156,pulmonary artery morphogenesis,19_GO:0032502 developmental process,-3.4,19,7.2,30211,7,680,3,0.44,0.25,182|4036|23493,JAG1|LRP2|HEY2,-1.7,MyList
GO Biological Processes,19,GO:0015838,amino-acid betaine transport,19_GO:0051179 localization,-3.4,19,7.2,30211,7,680,3,0.44,0.25,5174|6584|54407,PDZK1|SLC22A5|SLC38A2,-1.7,MyList
GO Biological Processes,19,GO:0000052,citrulline metabolic process,19_GO:0008152 metabolic process,-3.4,19,7.2,30211,7,680,3,0.44,0.25,445|790|23564,ASS1|CAD|DDAH2,-1.7,MyList
GO Biological Processes,19,GO:0030002,cellular anion homeostasis,19_GO:0065007 biological regulation,-3.4,11,6.1,30211,16,680,4,0.59,0.29,5167|9213|10008|10568,ENPP1|XPR1|KCNE3|SLC34A2,-1.7,MyList
GO Biological Processes,19,GO:1901654,response to ketone,19_GO:0050896 response to stimulus,-3.4,3.1,4.3,30211,189,680,13,1.9,0.53,445|598|978|1080|1906|2660|4129|4824|5732|7057|8837|9076|54206,ASS1|BCL2L1|CDA|CFTR|EDN1|MSTN|MAOB|NKX3-1|PTGER2|THBS1|CFLAR|CLDN1|ERRFI1,-1.7,MyList
GO Biological Processes,19,GO:1901136,carbohydrate derivative catabolic process,19_GO:0008152 metabolic process,-3.4,3.2,4.4,30211,165,680,12,1.8,0.5,216|978|1514|2581|4321|4860|5144|22875|23171|51071|57379|390916,ALDH1A1|CDA|CTSL|GALC|MMP12|PNP|PDE4D|ENPP4|GPD1L|DERA|AICDA|NUDT19,-1.7,MyList
GO Biological Processes,19,GO:0035150,regulation of tube size,19_GO:0065007 biological regulation,-3.4,3.4,4.4,30211,142,680,11,1.6,0.48,40|134|1906|1910|2149|2150|2852|3827|5467|6647|80005,ASIC2|ADORA1|EDN1|EDNRB|F2R|F2RL1|GPER1|KNG1|PPARD|SOD1|DOCK5,-1.7,MyList
KEGG Pathway,24,hsa04978,Mineral absorption,,-3.4,5.2,4.9,30211,60,680,7,1,0.39,475|476|540|4490|10568|55503|55630,ATOX1|ATP1A1|ATP7B|MT1B|SLC34A2|TRPV6|SLC39A4,-1.7,MyList
GO Biological Processes,19,GO:0046888,negative regulation of hormone secretion,19_GO:0023052 signaling,-3.4,5.2,4.9,30211,60,680,7,1,0.39,134|1813|1906|3625|4828|6833|130399,ADORA1|DRD2|EDN1|INHBB|NMB|ABCC8|ACVR1C,-1.7,MyList
GO Biological Processes,19,GO:0007568,aging,19_GO:0032502 developmental process,-3.4,2.7,4.1,30211,267,680,16,2.4,0.58,18|267|445|1906|1910|3484|3625|4217|4311|5076|5549|6647|6870|9076|9992|22943,ABAT|AMFR|ASS1|EDN1|EDNRB|IGFBP1|INHBB|MAP3K5|MME|PAX2|PRELP|SOD1|TACR3|CLDN1|KCNE2|DKK1,-1.7,MyList
GO Biological Processes,19,GO:0014068,positive regulation of phosphatidylinositol 3-kinase signaling,19_GO:0023052 signaling,-3.4,4.5,4.7,30211,79,680,8,1.2,0.41,2149|2150|2321|2852|4824|5154|5467|80310,F2R|F2RL1|FLT1|GPER1|NKX3-1|PDGFA|PPARD|PDGFD,-1.7,MyList
GO Biological Processes,19,GO:1903531,negative regulation of secretion by cell,19_GO:0051179 localization,-3.4,3.4,4.4,30211,143,680,11,1.6,0.48,18|134|1813|1906|2149|3625|4129|4828|6833|55691|130399,ABAT|ADORA1|DRD2|EDN1|F2R|INHBB|MAOB|NMB|ABCC8|FRMD4A|ACVR1C,-1.7,MyList
GO Biological Processes,19,GO:2001056,positive regulation of cysteine-type endopeptidase activity,19_GO:0048518 positive regulation of biological process,-3.4,3.4,4.4,30211,143,680,11,1.6,0.48,489|2149|2852|4217|4824|8837|8915|64065|112399|130399|340485,ATP2A3|F2R|GPER1|MAP3K5|NKX3-1|CFLAR|BCL10|PERP|EGLN3|ACVR1C|ACER2,-1.7,MyList
WikiPathways,27,WP2882,Nuclear receptors meta-pathway,,-3.4,2.5,4.1,30211,322,680,18,2.6,0.62,1831|1839|2289|2539|3484|4257|5055|5265|5467|6513|6533|6536|7039|8884|10560|23054|55630|57181,TSC22D3|HBEGF|FKBP5|G6PD|IGFBP1|MGST1|SERPINB2|SERPINA1|PPARD|SLC2A1|SLC6A6|SLC6A9|TGFA|SLC5A6|SLC19A2|NCOA6|SLC39A4|SLC39A10,-1.7,MyList
GO Biological Processes,19,GO:0010876,lipid localization,19_GO:0051179 localization,-3.4,2.4,4,30211,350,680,19,2.8,0.63,1040|1080|1813|3929|4828|5027|5167|5321|5467|6513|9388|23120|51228|54677|57488|81537|81671|84879|130399,CDS1|CFTR|DRD2|LBP|NMB|P2RX7|ENPP1|PLA2G4A|PPARD|SLC2A1|LIPG|ATP10B|GLTP|CROT|ESYT2|SGPP1|VMP1|MFSD2A|ACVR1C,-1.7,MyList
GO Biological Processes,19,GO:0097190,apoptotic signaling pathway,19_GO:0023052 signaling,-3.4,2.7,4.1,30211,268,680,16,2.4,0.58,134|489|598|664|4217|5027|5467|5578|6272|8837|10595|23612|26471|64065|79073|81537,ADORA1|ATP2A3|BCL2L1|BNIP3|MAP3K5|P2RX7|PPARD|PRKCA|SORT1|CFLAR|ERN2|PHLDA3|NUPR1|PERP|TMEM109|SGPP1,-1.7,MyList
GO Biological Processes,19,GO:0006986,response to unfolded protein,19_GO:0050896 response to stimulus,-3.4,3.7,4.5,30211,121,680,10,1.5,0.46,267|467|1491|7057|10595|11153|54956|79139|84899|148327,AMFR|ATF3|CTH|THBS1|ERN2|FICD|PARP16|DERL1|TMTC4|CREB3L4,-1.7,MyList
KEGG Pathway,24,hsa04919,Thyroid hormone signaling pathway,,-3.4,3.7,4.5,30211,121,680,10,1.5,0.46,476|489|5214|5291|5578|6009|6513|23236|84812|116931,ATP1A1|ATP2A3|PFKP|PIK3CB|PRKCA|RHEB|SLC2A1|PLCB1|PLCD4|MED12L,-1.7,MyList
GO Biological Processes,19,GO:0050865,regulation of cell activation,19_GO:0050789 regulation of biological process,-3.4,2,3.8,30211,681,680,30,4.4,0.79,18|928|972|1880|1948|2039|2150|2852|2896|3108|3929|4860|5154|5270|5321|5578|6385|6647|7006|7057|7099|7294|8915|9750|10451|10673|51293|55626|57181|79679,ABAT|CD9|CD74|GPR183|EFNB2|DMTN|F2RL1|GPER1|GRN|HLA-DMA|LBP|PNP|PDGFA|SERPINE2|PLA2G4A|PRKCA|SDC4|SOD1|TEC|THBS1|TLR4|TXK|BCL10|RIPOR2|VAV3|TNFSF13B|CD320|AMBRA1|SLC39A10|VTCN1,-1.7,MyList
KEGG Pathway,24,hsa00561,Glycerolipid metabolism,,-3.4,5.1,4.9,30211,61,680,7,1,0.39,231|1606|1608|9388|9663|129642|253558,AKR1B1|DGKA|DGKG|LIPG|LPIN2|MBOAT2|LCLAT1,-1.7,MyList
GO Biological Processes,19,GO:0042490,mechanoreceptor differentiation,19_GO:0032502 developmental process,-3.4,5.1,4.9,30211,61,680,7,1,0.39,182|5357|6385|6647|51057|55283|80736,JAG1|PLS1|SDC4|SOD1|WDPCP|MCOLN3|SLC44A4,-1.7,MyList
GO Biological Processes,19,GO:0032535,regulation of cellular component size,19_GO:0065007 biological regulation,-3.4,2.4,4,30211,351,680,19,2.8,0.63,1906|2039|2150|4703|5027|5063|5357|7429|7476|7504|10178|10451|10677|23108|23191|56920|79822|93663|375611,EDN1|DMTN|F2RL1|NEB|P2RX7|PAK3|PLS1|VIL1|WNT7A|XK|TENM1|VAV3|AVIL|RAP1GAP2|CYFIP1|SEMA3G|ARHGAP28|ARHGAP18|SLC26A5,-1.7,MyList
GO Biological Processes,19,GO:0070633,transepithelial transport,19_GO:0051179 localization,-3.4,7.7,5.4,30211,29,680,5,0.74,0.33,1080|1906|1910|10768|51458,CFTR|EDN1|EDNRB|AHCYL1|RHCG,-1.7,MyList
GO Biological Processes,19,GO:0034656,nucleobase-containing small molecule catabolic process,19_GO:0008152 metabolic process,-3.4,7.7,5.4,30211,29,680,5,0.74,0.33,978|4860|22875|51071|57379,CDA|PNP|ENPP4|DERA|AICDA,-1.7,MyList
GO Biological Processes,19,GO:0006766,vitamin metabolic process,19_GO:0008152 metabolic process,-3.4,4,4.6,30211,100,680,9,1.3,0.44,55|1592|4036|5467|6513|8566|10560|51293|56922,ACP3|CYP26A1|LRP2|PPARD|SLC2A1|PDXK|SLC19A2|CD320|MCCC1,-1.7,MyList
Reactome Gene Sets,6,R-HSA-500792,GPCR ligand binding,,-3.4,2.2,3.9,30211,467,680,23,3.4,0.69,134|1813|1880|1906|1910|2149|2150|2151|2852|2863|3827|4828|5732|6751|6870|7433|7476|7504|9170|10267|10316|60675|170589,ADORA1|DRD2|GPR183|EDN1|EDNRB|F2R|F2RL1|F2RL2|GPER1|GPR39|KNG1|NMB|PTGER2|SSTR1|TACR3|VIPR1|WNT7A|XK|LPAR2|RAMP1|NMUR1|PROK2|GPHA2,-1.7,MyList
GO Biological Processes,19,GO:0042886,amide transport,19_GO:0051179 localization,-3.3,3.6,4.4,30211,122,680,10,1.5,0.46,1906|4036|4257|6565|8884|9699|10560|51228|55244|81537,EDN1|LRP2|MGST1|SLC15A2|SLC5A6|RIMS2|SLC19A2|GLTP|SLC47A1|SGPP1,-1.7,MyList
GO Biological Processes,19,GO:0034976,response to endoplasmic reticulum stress,19_GO:0050896 response to stimulus,-3.3,2.9,4.2,30211,218,680,14,2.1,0.54,267|467|489|1080|1491|4217|7057|7184|10595|11153|54956|79139|84899|148327,AMFR|ATF3|ATP2A3|CFTR|CTH|MAP3K5|THBS1|HSP90B1|ERN2|FICD|PARP16|DERL1|TMTC4|CREB3L4,-1.7,MyList
GO Biological Processes,19,GO:0043065,positive regulation of apoptotic process,19_GO:0048518 positive regulation of biological process,-3.3,2.1,3.9,30211,529,680,25,3.7,0.72,467|664|2852|2896|3625|3827|4217|4824|5027|5063|5291|5654|6423|6647|7057|8915|9693|22822|23612|25803|26471|54507|81618|90427|130399,ATF3|BNIP3|GPER1|GRN|INHBB|KNG1|MAP3K5|NKX3-1|P2RX7|PAK3|PIK3CB|HTRA1|SFRP2|SOD1|THBS1|BCL10|RAPGEF2|PHLDA1|PHLDA3|SPDEF|NUPR1|ADAMTSL4|ITM2C|BMF|ACVR1C,-1.7,MyList
