_MEMBER_MyList,_LogP_MyList,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-4.4,GO:0050817,coagulation,M1,1,0
1,-2.2,M44,PID HIF2PATHWAY,M1,1,0
1,-3.3,M83,PID CDC42 REG PATHWAY,M1,1,0
1,-2.3,GO:0198738,cell-cell signaling by wnt,M1,1,0
1,-2.1,R-HSA-446193,"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",M1,1,0
1,-5.3,GO:0051047,positive regulation of secretion,M1,1,0
1,-2.7,GO:0051224,negative regulation of protein transport,M1,1,0
1,-4,GO:0072311,glomerular epithelial cell differentiation,M1,1,0
1,-2.2,GO:0032869,cellular response to insulin stimulus,M1,1,0
1,-5,GO:1901184,regulation of ERBB signaling pathway,M1,1,0
1,-3.7,GO:0061097,regulation of protein tyrosine kinase activity,M1,1,0
1,-3.5,GO:0098916,anterograde trans-synaptic signaling,M1,1,0
1,-10,GO:0009725,response to hormone,M1,1,0
1,-2.2,GO:0030048,actin filament-based movement,M1,1,0
1,-2.8,GO:0072521,purine-containing compound metabolic process,M1,1,0
1,-3,GO:1901658,glycosyl compound catabolic process,M1,1,0
1,-2,GO:0042069,regulation of catecholamine metabolic process,M1,1,0
1,-2.2,GO:0048015,phosphatidylinositol-mediated signaling,M1,1,0
1,-2.2,R-HSA-112310,Neurotransmitter release cycle,M1,1,0
1,-4.1,GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway,M1,1,0
1,-6.8,GO:0032412,regulation of ion transmembrane transporter activity,M1,1,0
1,-2.5,GO:0048148,behavioral response to cocaine,M1,1,0
1,-2.3,GO:0045986,negative regulation of smooth muscle contraction,M1,1,0
1,-6.6,GO:0043087,regulation of GTPase activity,M1,1,0
1,-5.2,GO:0042246,tissue regeneration,M1,1,0
1,-4.7,R-HSA-388396,GPCR downstream signalling,M1,1,0
1,-8.6,GO:0001822,kidney development,M1,1,0
1,-2.1,WP5052,Nephrogenesis,M1,1,0
1,-2.1,R-HSA-5603041,IRAK4 deficiency (TLR2/4),M1,1,0
1,-2.1,GO:0002791,regulation of peptide secretion,M1,1,0
1,-2.5,GO:0042133,neurotransmitter metabolic process,M1,1,0
1,-4.1,GO:0008016,regulation of heart contraction,M1,1,0
1,-3.4,GO:0006766,vitamin metabolic process,M1,1,0
1,-4.6,GO:0044089,positive regulation of cellular component biogenesis,M1,1,0
1,-3,GO:0030100,regulation of endocytosis,M1,1,0
1,-2.1,hsa04971,Gastric acid secretion,M1,1,0
1,-4.7,GO:0030968,endoplasmic reticulum unfolded protein response,M1,1,0
1,-2.2,hsa05215,Prostate cancer,M1,1,0
1,-2.8,GO:0045598,regulation of fat cell differentiation,M1,1,0
1,-4.1,GO:0099536,synaptic signaling,M1,1,0
1,-2.7,GO:0030178,negative regulation of Wnt signaling pathway,M1,1,0
1,-3.2,GO:0071560,cellular response to transforming growth factor beta stimulus,M1,1,0
1,-2.3,GO:0051209,release of sequestered calcium ion into cytosol,M1,1,0
1,-3.7,R-HSA-446728,Cell junction organization,M1,1,0
1,-5.3,GO:0042058,regulation of epidermal growth factor receptor signaling pathway,M1,1,0
1,-2,GO:0014821,phasic smooth muscle contraction,M1,1,0
1,-2.8,GO:0043954,cellular component maintenance,M1,1,0
1,-2,GO:0009150,purine ribonucleotide metabolic process,M1,1,0
1,-5.2,GO:0060249,anatomical structure homeostasis,M1,1,0
1,-2.8,R-HSA-936837,Ion transport by P-type ATPases,M1,1,0
1,-2.4,hsa04724,Glutamatergic synapse,M1,1,0
1,-2.7,GO:0007200,phospholipase C-activating G protein-coupled receptor signaling pathway,M1,1,0
1,-4.3,GO:0006897,endocytosis,M1,1,0
1,-2.1,GO:0019751,polyol metabolic process,M1,1,0
1,-2.6,GO:0090200,positive regulation of release of cytochrome c from mitochondria,M1,1,0
1,-2.1,GO:0051017,actin filament bundle assembly,M1,1,0
1,-3.4,GO:1901654,response to ketone,M1,1,0
1,-2.4,GO:0060606,tube closure,M1,1,0
1,-2.6,GO:0010632,regulation of epithelial cell migration,M1,1,0
1,-2,GO:0034766,negative regulation of ion transmembrane transport,M1,1,0
1,-2,GO:0050732,negative regulation of peptidyl-tyrosine phosphorylation,M1,1,0
1,-2.6,GO:0044409,entry into host,M1,1,0
1,-2.7,GO:1905523,positive regulation of macrophage migration,M1,1,0
1,-2.5,hsa04911,Insulin secretion,M1,1,0
1,-2.5,GO:0040014,regulation of multicellular organism growth,M1,1,0
1,-3,WP2877,Vitamin D receptor pathway,M1,1,0
1,-5,GO:1901615,organic hydroxy compound metabolic process,M1,1,0
1,-2.3,GO:0006739,NADP metabolic process,M1,1,0
1,-2.5,GO:0070665,positive regulation of leukocyte proliferation,M1,1,0
1,-11,GO:0061041,regulation of wound healing,M1,1,0
1,-4.9,WP4172,PI3K-Akt signaling pathway,M1,1,0
1,-2.1,GO:0045777,positive regulation of blood pressure,M1,1,0
1,-2.6,R-HSA-75205,Dissolution of Fibrin Clot,M1,1,0
1,-4.4,GO:0043266,regulation of potassium ion transport,M1,1,0
1,-8.3,GO:0043549,regulation of kinase activity,M1,1,0
1,-3.7,GO:0072010,glomerular epithelium development,M1,1,0
1,-3.5,GO:0006687,glycosphingolipid metabolic process,M1,1,0
1,-7.3,GO:0051046,regulation of secretion,M1,1,0
1,-2,GO:0042733,embryonic digit morphogenesis,M1,1,0
1,-2.5,GO:0007015,actin filament organization,M1,1,0
1,-2.3,GO:2000107,negative regulation of leukocyte apoptotic process,M1,1,0
1,-3.2,GO:0007204,positive regulation of cytosolic calcium ion concentration,M1,1,0
1,-4.5,GO:0044070,regulation of anion transport,M1,1,0
1,-2.2,GO:0017157,regulation of exocytosis,M1,1,0
1,-5,GO:0061005,cell differentiation involved in kidney development,M1,1,0
1,-2.2,GO:0006672,ceramide metabolic process,M1,1,0
1,-2.2,M212,PID INTEGRIN5 PATHWAY,M1,1,0
1,-3.2,GO:0010759,positive regulation of macrophage chemotaxis,M1,1,0
1,-2.8,GO:0030866,cortical actin cytoskeleton organization,M1,1,0
1,-4.7,GO:0042908,xenobiotic transport,M1,1,0
1,-5,GO:0001885,endothelial cell development,M1,1,0
1,-4.1,GO:0050890,cognition,M1,1,0
1,-3.3,GO:0010927,cellular component assembly involved in morphogenesis,M1,1,0
1,-8.8,GO:0034762,regulation of transmembrane transport,M1,1,0
1,-2.6,M47,PID INTEGRIN CS PATHWAY,M1,1,0
1,-3.1,R-HSA-9013148,CDC42 GTPase cycle,M1,1,0
1,-2.2,hsa00562,Inositol phosphate metabolism,M1,1,0
1,-7.6,M3468,NABA ECM REGULATORS,M1,1,0
1,-2.8,GO:0098815,modulation of excitatory postsynaptic potential,M1,1,0
1,-7.3,GO:0052548,regulation of endopeptidase activity,M1,1,0
1,-4.3,GO:0042045,epithelial fluid transport,M1,1,0
1,-5.1,GO:0007264,small GTPase mediated signal transduction,M1,1,0
1,-5.5,GO:1903530,regulation of secretion by cell,M1,1,0
1,-2.4,GO:0015701,bicarbonate transport,M1,1,0
1,-2.4,GO:0099587,inorganic ion import across plasma membrane,M1,1,0
1,-2.1,GO:0010827,regulation of glucose transmembrane transport,M1,1,0
1,-5.8,GO:0048839,inner ear development,M1,1,0
1,-4.7,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,M1,1,0
1,-2.9,GO:1901653,cellular response to peptide,M1,1,0
1,-2.3,GO:0070303,negative regulation of stress-activated protein kinase signaling cascade,M1,1,0
1,-2.8,GO:0006693,prostaglandin metabolic process,M1,1,0
1,-3,GO:0003333,amino acid transmembrane transport,M1,1,0
1,-4.8,GO:0030162,regulation of proteolysis,M1,1,0
1,-3.1,GO:0072502,cellular trivalent inorganic anion homeostasis,M1,1,0
1,-2.4,GO:0070301,cellular response to hydrogen peroxide,M1,1,0
1,-2.4,GO:2000052,positive regulation of non-canonical Wnt signaling pathway,M1,1,0
1,-15,GO:0050801,ion homeostasis,M1,1,0
1,-4.3,GO:0007548,sex differentiation,M1,1,0
1,-5.2,GO:0009100,glycoprotein metabolic process,M1,1,0
1,-3.8,R-HSA-1500931,Cell-Cell communication,M1,1,0
1,-3.1,GO:1901214,regulation of neuron death,M1,1,0
1,-3,GO:0021987,cerebral cortex development,M1,1,0
1,-3.7,GO:0009164,nucleoside catabolic process,M1,1,0
1,-2.7,GO:2000649,regulation of sodium ion transmembrane transporter activity,M1,1,0
1,-2.8,GO:0042594,response to starvation,M1,1,0
1,-3.6,GO:0009913,epidermal cell differentiation,M1,1,0
1,-2.8,GO:0043616,keratinocyte proliferation,M1,1,0
1,-2.1,GO:0090087,regulation of peptide transport,M1,1,0
1,-2.6,GO:0060395,SMAD protein signal transduction,M1,1,0
1,-3.1,GO:0007517,muscle organ development,M1,1,0
1,-2.7,GO:0010634,positive regulation of epithelial cell migration,M1,1,0
1,-3.1,GO:0010765,positive regulation of sodium ion transport,M1,1,0
1,-2.6,GO:0071549,cellular response to dexamethasone stimulus,M1,1,0
1,-2.5,GO:0032308,positive regulation of prostaglandin secretion,M1,1,0
1,-2.6,WP5053,Development of ureteric collection system,M1,1,0
1,-2.6,GO:0010563,negative regulation of phosphorus metabolic process,M1,1,0
1,-3.5,GO:0051384,response to glucocorticoid,M1,1,0
1,-2.4,GO:1901657,glycosyl compound metabolic process,M1,1,0
1,-4.7,GO:1901699,cellular response to nitrogen compound,M1,1,0
1,-3.8,R-HSA-425393,Transport of inorganic cations/anions and amino acids/oligopeptides,M1,1,0
1,-8.5,GO:0015711,organic anion transport,M1,1,0
1,-3.2,R-HSA-375276,Peptide ligand-binding receptors,M1,1,0
1,-4,WP2197,Endothelin pathways,M1,1,0
1,-3,GO:0006066,alcohol metabolic process,M1,1,0
1,-2.6,GO:0046883,regulation of hormone secretion,M1,1,0
1,-5.2,hsa04151,PI3K-Akt signaling pathway,M1,1,0
1,-2.3,GO:0035094,response to nicotine,M1,1,0
1,-5.6,GO:0050954,sensory perception of mechanical stimulus,M1,1,0
1,-3,GO:0050679,positive regulation of epithelial cell proliferation,M1,1,0
1,-2.5,GO:0032526,response to retinoic acid,M1,1,0
1,-5.5,GO:0072348,sulfur compound transport,M1,1,0
1,-2.3,GO:0045862,positive regulation of proteolysis,M1,1,0
1,-6.3,GO:0010232,vascular transport,M1,1,0
1,-3.1,GO:0040013,negative regulation of locomotion,M1,1,0
1,-8.6,GO:0043410,positive regulation of MAPK cascade,M1,1,0
1,-3.5,hsa04070,Phosphatidylinositol signaling system,M1,1,0
1,-3.5,GO:0034620,cellular response to unfolded protein,M1,1,0
1,-2.9,hsa04020,Calcium signaling pathway,M1,1,0
1,-2.4,GO:0110110,positive regulation of animal organ morphogenesis,M1,1,0
1,-2.5,R-HSA-194138,Signaling by VEGF,M1,1,0
1,-2.7,WP558,Complement and coagulation cascades,M1,1,0
1,-2.5,R-HSA-446219,Synthesis of substrates in N-glycan biosythesis,M1,1,0
1,-5.5,GO:0006650,glycerophospholipid metabolic process,M1,1,0
1,-3.8,GO:0032787,monocarboxylic acid metabolic process,M1,1,0
1,-2.4,GO:0090199,regulation of release of cytochrome c from mitochondria,M1,1,0
1,-2.1,GO:0007249,I-kappaB kinase/NF-kappaB signaling,M1,1,0
1,-2.2,R-HSA-5619102,SLC transporter disorders,M1,1,0
1,-3.2,GO:0030888,regulation of B cell proliferation,M1,1,0
1,-10,GO:0043269,regulation of ion transport,M1,1,0
1,-2.1,R-HSA-9662361,Sensory processing of sound by outer hair cells of the cochlea,M1,1,0
1,-4.8,GO:0098656,anion transmembrane transport,M1,1,0
1,-2.3,GO:0035113,embryonic appendage morphogenesis,M1,1,0
1,-9.4,GO:0006875,cellular metal ion homeostasis,M1,1,0
1,-2.2,GO:0022411,cellular component disassembly,M1,1,0
1,-3.3,GO:0010660,regulation of muscle cell apoptotic process,M1,1,0
1,-3.9,GO:0014902,myotube differentiation,M1,1,0
1,-2.7,WP4917,Proximal tubule transport,M1,1,0
1,-2.5,GO:0099170,postsynaptic modulation of chemical synaptic transmission,M1,1,0
1,-4.4,hsa04810,Regulation of actin cytoskeleton,M1,1,0
1,-3.9,GO:0009101,glycoprotein biosynthetic process,M1,1,0
1,-3.8,GO:0005975,carbohydrate metabolic process,M1,1,0
1,-2.2,GO:0006895,Golgi to endosome transport,M1,1,0
1,-2.7,GO:0038180,nerve growth factor signaling pathway,M1,1,0
1,-3.6,GO:0070588,calcium ion transmembrane transport,M1,1,0
1,-2.4,M5884,NABA CORE MATRISOME,M1,1,0
1,-3.1,GO:0019374,galactolipid metabolic process,M1,1,0
1,-3.3,GO:0019693,ribose phosphate metabolic process,M1,1,0
1,-2.8,GO:0001508,action potential,M1,1,0
1,-3.7,GO:0098828,modulation of inhibitory postsynaptic potential,M1,1,0
1,-2.5,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,M1,1,0
1,-3.8,GO:0003071,renal system process involved in regulation of systemic arterial blood pressure,M1,1,0
1,-5.3,GO:0090303,positive regulation of wound healing,M1,1,0
1,-2.3,hsa00052,Galactose metabolism,M1,1,0
1,-3,GO:0046546,development of primary male sexual characteristics,M1,1,0
1,-2.2,GO:0034032,purine nucleoside bisphosphate metabolic process,M1,1,0
1,-3.3,GO:0043065,positive regulation of apoptotic process,M1,1,0
1,-2.8,hsa04071,Sphingolipid signaling pathway,M1,1,0
1,-2.4,GO:0001975,response to amphetamine,M1,1,0
1,-8.1,GO:0045860,positive regulation of protein kinase activity,M1,1,0
1,-9.8,R-HSA-382551,Transport of small molecules,M1,1,0
1,-3.1,GO:0070304,positive regulation of stress-activated protein kinase signaling cascade,M1,1,0
1,-3.6,GO:0006885,regulation of pH,M1,1,0
1,-4.7,GO:0010811,positive regulation of cell-substrate adhesion,M1,1,0
1,-4,GO:0036293,response to decreased oxygen levels,M1,1,0
1,-2.2,WP4963,p53 transcriptional gene network,M1,1,0
1,-5.2,GO:0001894,tissue homeostasis,M1,1,0
1,-3.6,GO:0071214,cellular response to abiotic stimulus,M1,1,0
1,-3.5,GO:0071624,positive regulation of granulocyte chemotaxis,M1,1,0
1,-8.3,GO:0072503,cellular divalent inorganic cation homeostasis,M1,1,0
1,-9.7,GO:0006820,anion transport,M1,1,0
1,-2.2,GO:0016053,organic acid biosynthetic process,M1,1,0
1,-2.3,GO:0043254,regulation of protein-containing complex assembly,M1,1,0
1,-3.5,GO:0032328,alanine transport,M1,1,0
1,-4,GO:0001505,regulation of neurotransmitter levels,M1,1,0
1,-8.3,GO:0051345,positive regulation of hydrolase activity,M1,1,0
1,-2.3,GO:0006688,glycosphingolipid biosynthetic process,M1,1,0
1,-4.2,WP4142,Metabolism of spingolipids in ER and Golgi apparatus,M1,1,0
1,-6.5,GO:0009636,response to toxic substance,M1,1,0
1,-2.2,GO:0030010,establishment of cell polarity,M1,1,0
1,-2.6,GO:0003334,keratinocyte development,M1,1,0
1,-3.5,GO:0071384,cellular response to corticosteroid stimulus,M1,1,0
1,-2.4,GO:0061333,renal tubule morphogenesis,M1,1,0
1,-2.5,GO:0036151,phosphatidylcholine acyl-chain remodeling,M1,1,0
1,-2.3,GO:0000302,response to reactive oxygen species,M1,1,0
1,-2.7,WP4540,Hippo signaling regulation pathways,M1,1,0
1,-5.9,R-HSA-983712,Ion channel transport,M1,1,0
1,-3.2,GO:0072006,nephron development,M1,1,0
1,-3.3,GO:0021543,pallium development,M1,1,0
1,-9.5,GO:0008610,lipid biosynthetic process,M1,1,0
1,-13,GO:0055082,cellular chemical homeostasis,M1,1,0
1,-3.8,GO:0010950,positive regulation of endopeptidase activity,M1,1,0
1,-2.6,GO:0035303,regulation of dephosphorylation,M1,1,0
1,-4,GO:0007043,cell-cell junction assembly,M1,1,0
1,-2.4,GO:0070201,regulation of establishment of protein localization,M1,1,0
1,-2.5,GO:0010758,regulation of macrophage chemotaxis,M1,1,0
1,-4.1,GO:0072112,glomerular visceral epithelial cell differentiation,M1,1,0
1,-5.9,WP5087,Malignant pleural mesothelioma,M1,1,0
1,-2.3,GO:0060560,developmental growth involved in morphogenesis,M1,1,0
1,-4.1,GO:0031644,regulation of nervous system process,M1,1,0
1,-2.7,GO:1903828,negative regulation of protein localization,M1,1,0
1,-3.1,GO:0010656,negative regulation of muscle cell apoptotic process,M1,1,0
1,-4.9,GO:0043406,positive regulation of MAP kinase activity,M1,1,0
1,-3,R-HSA-428157,Sphingolipid metabolism,M1,1,0
1,-5,GO:0000904,cell morphogenesis involved in differentiation,M1,1,0
1,-3.3,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),M1,1,0
1,-3.9,GO:0043413,macromolecule glycosylation,M1,1,0
1,-3.4,R-HSA-500792,GPCR ligand binding,M1,1,0
1,-7,GO:0008283,cell population proliferation,M1,1,0
1,-2.1,GO:0034121,regulation of toll-like receptor signaling pathway,M1,1,0
1,-3.8,WP3614,Photodynamic therapy-induced HIF-1 survival signaling,M1,1,0
1,-5.7,GO:1904062,regulation of cation transmembrane transport,M1,1,0
1,-2.7,GO:0032940,secretion by cell,M1,1,0
1,-4.1,GO:0099537,trans-synaptic signaling,M1,1,0
1,-2,GO:1901021,positive regulation of calcium ion transmembrane transporter activity,M1,1,0
1,-2.9,GO:0002934,desmosome organization,M1,1,0
1,-2.4,GO:0007215,glutamate receptor signaling pathway,M1,1,0
1,-2.4,WP2840,Hair follicle development: cytodifferentiation - part 3 of 3,M1,1,0
1,-4.2,GO:0071675,regulation of mononuclear cell migration,M1,1,0
1,-2.5,GO:0034123,positive regulation of toll-like receptor signaling pathway,M1,1,0
1,-2.4,WP4719,Eicosanoid metabolism via cyclooxygenases (COX),M1,1,0
1,-2.9,GO:0034097,response to cytokine,M1,1,0
1,-3.5,GO:0035315,hair cell differentiation,M1,1,0
1,-4.8,GO:0046474,glycerophospholipid biosynthetic process,M1,1,0
1,-2.7,GO:0009792,embryo development ending in birth or egg hatching,M1,1,0
1,-2.8,R-HSA-5173214,O-glycosylation of TSR domain-containing proteins,M1,1,0
1,-5.8,GO:0140352,export from cell,M1,1,0
1,-2.9,GO:0090288,negative regulation of cellular response to growth factor stimulus,M1,1,0
1,-2.3,GO:0010664,negative regulation of striated muscle cell apoptotic process,M1,1,0
1,-3.8,GO:1901605,alpha-amino acid metabolic process,M1,1,0
1,-2.1,WP4241,Type 2 papillary renal cell carcinoma,M1,1,0
1,-2.6,GO:0043030,regulation of macrophage activation,M1,1,0
1,-5.2,GO:0007420,brain development,M1,1,0
1,-3.1,GO:2001257,regulation of cation channel activity,M1,1,0
1,-3.2,GO:0070474,positive regulation of uterine smooth muscle contraction,M1,1,0
1,-2.9,GO:0071320,cellular response to cAMP,M1,1,0
1,-2.7,GO:0034331,cell junction maintenance,M1,1,0
1,-2.1,GO:2000341,regulation of chemokine (C-X-C motif) ligand 2 production,M1,1,0
1,-2,GO:0002090,regulation of receptor internalization,M1,1,0
1,-4,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,M1,1,0
1,-2.4,GO:0010667,negative regulation of cardiac muscle cell apoptotic process,M1,1,0
1,-2.2,GO:0046676,negative regulation of insulin secretion,M1,1,0
1,-3.7,GO:0006790,sulfur compound metabolic process,M1,1,0
1,-3.1,GO:0042491,inner ear auditory receptor cell differentiation,M1,1,0
1,-2.8,WP2447,Amyotrophic lateral sclerosis (ALS),M1,1,0
1,-2.9,GO:0009617,response to bacterium,M1,1,0
1,-2.7,GO:0061326,renal tubule development,M1,1,0
1,-2.1,R-HSA-112040,G-protein mediated events,M1,1,0
1,-5.6,GO:1990961,xenobiotic detoxification by transmembrane export across the plasma membrane,M1,1,0
1,-2.9,GO:0071248,cellular response to metal ion,M1,1,0
1,-3.1,GO:0071474,cellular hyperosmotic response,M1,1,0
1,-3.2,GO:0048568,embryonic organ development,M1,1,0
1,-4.1,GO:0045927,positive regulation of growth,M1,1,0
1,-2.1,GO:1905332,positive regulation of morphogenesis of an epithelium,M1,1,0
1,-4.4,GO:0030198,extracellular matrix organization,M1,1,0
1,-2,GO:1902475,L-alpha-amino acid transmembrane transport,M1,1,0
1,-9.8,GO:0043270,positive regulation of ion transport,M1,1,0
1,-2.4,GO:0010763,positive regulation of fibroblast migration,M1,1,0
1,-2.1,R-HSA-71387,Metabolism of carbohydrates,M1,1,0
1,-2.1,hsa04916,Melanogenesis,M1,1,0
1,-3.7,GO:0097151,positive regulation of inhibitory postsynaptic potential,M1,1,0
1,-2.8,GO:0072593,reactive oxygen species metabolic process,M1,1,0
1,-7,GO:0000902,cell morphogenesis,M1,1,0
1,-2.1,R-HSA-4420097,VEGFA-VEGFR2 Pathway,M1,1,0
1,-5.5,GO:1903509,liposaccharide metabolic process,M1,1,0
1,-2.6,GO:0055062,phosphate ion homeostasis,M1,1,0
1,-2.8,GO:0030177,positive regulation of Wnt signaling pathway,M1,1,0
1,-2.2,WP3611,Photodynamic therapy-induced AP-1 survival signaling,M1,1,0
1,-2.9,hsa05143,African trypanosomiasis,M1,1,0
1,-2.5,GO:0030104,water homeostasis,M1,1,0
1,-2.8,GO:0032835,glomerulus development,M1,1,0
1,-2.7,GO:0006040,amino sugar metabolic process,M1,1,0
1,-2.3,GO:1902041,regulation of extrinsic apoptotic signaling pathway via death domain receptors,M1,1,0
1,-4.2,GO:0051180,vitamin transport,M1,1,0
1,-4.8,hsa00250,"Alanine, aspartate and glutamate metabolism",M1,1,0
1,-2.1,GO:0003002,regionalization,M1,1,0
1,-2.5,GO:0042059,negative regulation of epidermal growth factor receptor signaling pathway,M1,1,0
1,-14,GO:0006873,cellular ion homeostasis,M1,1,0
1,-4.5,hsa04512,ECM-receptor interaction,M1,1,0
1,-4.1,GO:0015804,neutral amino acid transport,M1,1,0
1,-2.1,GO:2001236,regulation of extrinsic apoptotic signaling pathway,M1,1,0
1,-2.1,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,M1,1,0
1,-4.6,GO:0002688,regulation of leukocyte chemotaxis,M1,1,0
1,-2.8,GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,M1,1,0
1,-6.3,GO:0043583,ear development,M1,1,0
1,-4.8,GO:0010951,negative regulation of endopeptidase activity,M1,1,0
1,-4.2,GO:0061028,establishment of endothelial barrier,M1,1,0
1,-2.5,GO:0031668,cellular response to extracellular stimulus,M1,1,0
1,-4,R-HSA-196849,Metabolism of water-soluble vitamins and cofactors,M1,1,0
1,-4.6,R-HSA-1483257,Phospholipid metabolism,M1,1,0
1,-5.2,GO:0031099,regeneration,M1,1,0
1,-2,GO:1903169,regulation of calcium ion transmembrane transport,M1,1,0
