stableID	namegene	nametrans	descript	transtype
ENSNVIG00000011824				protein_coding
ENSNVIG00000011825	ZNF782	ZNF782-201	zinc finger protein 782 [Source:HGNC Symbol;Acc:HGNC:33110]	protein_coding
ENSNVIG00000011826				protein_coding
ENSNVIG00000011826				protein_coding
ENSNVIG00000011827	TFAP2E	TFAP2E-201	transcription factor AP-2 epsilon [Source:HGNC Symbol;Acc:HGNC:30774]	protein_coding
ENSNVIG00000011828	TNNI3	TNNI3-201	"troponin I3, cardiac type [Source:HGNC Symbol;Acc:HGNC:11947]"	protein_coding
ENSNVIG00000011829	7SK	7SK-201	7SK RNA [Source:RFAM;Acc:RF00100]	misc_RNA
ENSNVIG00000011830	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000011831	TRIM13	TRIM13-201	tripartite motif containing 13 [Source:HGNC Symbol;Acc:HGNC:9976]	protein_coding
ENSNVIG00000011832				protein_coding
ENSNVIG00000011833	FBXO3	FBXO3-201	F-box protein 3 [Source:HGNC Symbol;Acc:HGNC:13582]	protein_coding
ENSNVIG00000011834	ABHD17C	ABHD17C-201	abhydrolase domain containing 17C [Source:HGNC Symbol;Acc:HGNC:26925]	protein_coding
ENSNVIG00000011835				protein_coding
ENSNVIG00000011835				protein_coding
ENSNVIG00000011835				protein_coding
ENSNVIG00000011835				protein_coding
ENSNVIG00000011836	CK049	CK049-201	chromosome 11 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:28720]	protein_coding
ENSNVIG00000011836	CK049	CK049-203	chromosome 11 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:28720]	protein_coding
ENSNVIG00000011836	CK049	CK049-202	chromosome 11 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:28720]	protein_coding
ENSNVIG00000011837	U2	U2-201	U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]	snRNA
ENSNVIG00000011838	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000011839	IFNK	IFNK-201	interferon kappa [Source:HGNC Symbol;Acc:HGNC:21714]	protein_coding
ENSNVIG00000011840	KCNRG	KCNRG-201	potassium channel regulator [Source:HGNC Symbol;Acc:HGNC:18893]	protein_coding
ENSNVIG00000011841	TOX2	TOX2-201	TOX high mobility group box family member 2 [Source:HGNC Symbol;Acc:HGNC:16095]	protein_coding
ENSNVIG00000011841	TOX2	TOX2-202	TOX high mobility group box family member 2 [Source:HGNC Symbol;Acc:HGNC:16095]	protein_coding
ENSNVIG00000011842	UTP18	UTP18-201	UTP18 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24274]	protein_coding
ENSNVIG00000011843	KLHDC3	KLHDC3-201	kelch domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20704]	protein_coding
ENSNVIG00000011843	KLHDC3	KLHDC3-202	kelch domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20704]	protein_coding
ENSNVIG00000011843	KLHDC3	KLHDC3-203	kelch domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20704]	protein_coding
ENSNVIG00000011843	KLHDC3	KLHDC3-204	kelch domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20704]	protein_coding
ENSNVIG00000011844	5S_rRNA	5S_rRNA-201	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	rRNA
ENSNVIG00000011845			complement component 4 binding protein alpha [Source:HGNC Symbol;Acc:HGNC:1325]	protein_coding
ENSNVIG00000011846				lncRNA
ENSNVIG00000011847	ZBTB17	ZBTB17-201	zinc finger and BTB domain containing 17 [Source:HGNC Symbol;Acc:HGNC:12936]	protein_coding
ENSNVIG00000011847	ZBTB17	ZBTB17-202	zinc finger and BTB domain containing 17 [Source:HGNC Symbol;Acc:HGNC:12936]	protein_coding
ENSNVIG00000011848				protein_coding
ENSNVIG00000011849	U4	U4-201	U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]	snRNA
ENSNVIG00000011850	TSR1	TSR1-201	TSR1 ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:25542]	protein_coding
ENSNVIG00000011851	CDH11	CDH11-201	cadherin 11 [Source:HGNC Symbol;Acc:HGNC:1750]	protein_coding
ENSNVIG00000011852			cathepsin V [Source:HGNC Symbol;Acc:HGNC:2538]	protein_coding
ENSNVIG00000011853				lncRNA
ENSNVIG00000011853				lncRNA
ENSNVIG00000011854	TAPT1	TAPT1-201	transmembrane anterior posterior transformation 1 [Source:HGNC Symbol;Acc:HGNC:26887]	protein_coding
ENSNVIG00000011855	PSMB2	PSMB2-201	proteasome 20S subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:9539]	protein_coding
ENSNVIG00000011856	CBLN2	CBLN2-201	cerebellin 2 precursor [Source:HGNC Symbol;Acc:HGNC:1544]	protein_coding
ENSNVIG00000011856	CBLN2	CBLN2-202	cerebellin 2 precursor [Source:HGNC Symbol;Acc:HGNC:1544]	protein_coding
ENSNVIG00000011857				misc_RNA
ENSNVIG00000011858	E3W9A1	E3W9A1-201		protein_coding
ENSNVIG00000011859				misc_RNA
ENSNVIG00000011860	LRRC58	LRRC58-201	leucine rich repeat containing 58 [Source:HGNC Symbol;Acc:HGNC:26968]	protein_coding
ENSNVIG00000011861				miRNA
ENSNVIG00000011862	SYNGR4	SYNGR4-201	synaptogyrin 4 [Source:HGNC Symbol;Acc:HGNC:11502]	protein_coding
ENSNVIG00000011863	CEMIP	CEMIP-201	cell migration inducing hyaluronidase 1 [Source:HGNC Symbol;Acc:HGNC:29213]	protein_coding
ENSNVIG00000011864				miRNA
ENSNVIG00000011865				misc_RNA
ENSNVIG00000011866	TMEM17	TMEM17-201	transmembrane protein 17 [Source:HGNC Symbol;Acc:HGNC:26623]	protein_coding
ENSNVIG00000011867				misc_RNA
ENSNVIG00000011868	CA216	CA216-201	chromosome 1 open reading frame 216 [Source:HGNC Symbol;Acc:HGNC:26800]	protein_coding
ENSNVIG00000011869	TEK	TEK-201	TEK receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11724]	protein_coding
ENSNVIG00000011869	TEK	TEK-202	TEK receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11724]	protein_coding
ENSNVIG00000011869	TEK	TEK-203	TEK receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11724]	protein_coding
ENSNVIG00000011870				lncRNA
ENSNVIG00000011870				lncRNA
ENSNVIG00000011871	FSTL1	FSTL1-201	follistatin like 1 [Source:HGNC Symbol;Acc:HGNC:3972]	protein_coding
ENSNVIG00000011871	FSTL1	FSTL1-202	follistatin like 1 [Source:HGNC Symbol;Acc:HGNC:3972]	protein_coding
ENSNVIG00000011872	PGLYRP2	PGLYRP2-201	peptidoglycan recognition protein 2 [Source:HGNC Symbol;Acc:HGNC:30013]	protein_coding
ENSNVIG00000011873	C4BPB	C4BPB-201	complement component 4 binding protein beta [Source:HGNC Symbol;Acc:HGNC:1328]	protein_coding
ENSNVIG00000011875	CA10	CA10-201	carbonic anhydrase 10 [Source:HGNC Symbol;Acc:HGNC:1369]	protein_coding
ENSNVIG00000011876				misc_RNA
ENSNVIG00000011877	5S_rRNA	5S_rRNA-201	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	rRNA
ENSNVIG00000011878	CYP4F22	CYP4F22-201	cytochrome P450 family 4 subfamily F member 22 [Source:HGNC Symbol;Acc:HGNC:26820]	protein_coding
ENSNVIG00000011879	TESMIN	TESMIN-201	testis expressed metallothionein like protein [Source:HGNC Symbol;Acc:HGNC:7446]	protein_coding
ENSNVIG00000011879	TESMIN	TESMIN-202	testis expressed metallothionein like protein [Source:HGNC Symbol;Acc:HGNC:7446]	protein_coding
ENSNVIG00000011880	STK33	STK33-201	serine/threonine kinase 33 [Source:HGNC Symbol;Acc:HGNC:14568]	protein_coding
ENSNVIG00000011881	CLSPN	CLSPN-201	claspin [Source:HGNC Symbol;Acc:HGNC:19715]	protein_coding
ENSNVIG00000011881	CLSPN	CLSPN-202	claspin [Source:HGNC Symbol;Acc:HGNC:19715]	protein_coding
ENSNVIG00000011882	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000011883				lncRNA
ENSNVIG00000011883				lncRNA
ENSNVIG00000011884				misc_RNA
ENSNVIG00000011885				lncRNA
ENSNVIG00000011885				lncRNA
ENSNVIG00000011886	FAM240B	FAM240B-201	family with sequence similarity 240 member B [Source:HGNC Symbol;Acc:HGNC:53430]	protein_coding
ENSNVIG00000011887	KDELR1	KDELR1-201	KDEL endoplasmic reticulum protein retention receptor 1 [Source:HGNC Symbol;Acc:HGNC:6304]	protein_coding
ENSNVIG00000011888				protein_coding
ENSNVIG00000011889				protein_coding
ENSNVIG00000011890	5S_rRNA	5S_rRNA-201	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	rRNA
ENSNVIG00000011891	SOCS6	SOCS6-201	suppressor of cytokine signaling 6 [Source:HGNC Symbol;Acc:HGNC:16833]	protein_coding
ENSNVIG00000011892	PFKFB2	PFKFB2-201	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 [Source:HGNC Symbol;Acc:HGNC:8873]"	protein_coding
ENSNVIG00000011892	PFKFB2	PFKFB2-202	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 [Source:HGNC Symbol;Acc:HGNC:8873]"	protein_coding
ENSNVIG00000011893				misc_RNA
ENSNVIG00000011894	SYT5	SYT5-201	synaptotagmin 5 [Source:HGNC Symbol;Acc:HGNC:11513]	protein_coding
ENSNVIG00000011894	SYT5	SYT5-202	synaptotagmin 5 [Source:HGNC Symbol;Acc:HGNC:11513]	protein_coding
ENSNVIG00000011895	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000011896				lncRNA
ENSNVIG00000011897	GTSF1L	GTSF1L-201	gametocyte specific factor 1 like [Source:HGNC Symbol;Acc:HGNC:16198]	protein_coding
ENSNVIG00000011898				protein_coding
ENSNVIG00000011899				protein_coding
ENSNVIG00000011900	EGLN2	EGLN2-201	egl-9 family hypoxia inducible factor 2 [Source:HGNC Symbol;Acc:HGNC:14660]	protein_coding
ENSNVIG00000011901				misc_RNA
ENSNVIG00000011902	LDB2	LDB2-201	LIM domain binding 2 [Source:HGNC Symbol;Acc:HGNC:6533]	protein_coding
ENSNVIG00000011903	COMMD1	COMMD1-201	copper metabolism domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23024]	protein_coding
ENSNVIG00000011904	REEP3	REEP3-201	receptor accessory protein 3 [Source:HGNC Symbol;Acc:HGNC:23711]	protein_coding
ENSNVIG00000011904	REEP3	REEP3-202	receptor accessory protein 3 [Source:HGNC Symbol;Acc:HGNC:23711]	protein_coding
ENSNVIG00000011905				protein_coding
ENSNVIG00000011906				protein_coding
ENSNVIG00000011906				protein_coding
ENSNVIG00000011907	GAL	GAL-201	galanin and GMAP prepropeptide [Source:HGNC Symbol;Acc:HGNC:4114]	protein_coding
ENSNVIG00000011907	GAL	GAL-202	galanin and GMAP prepropeptide [Source:HGNC Symbol;Acc:HGNC:4114]	protein_coding
ENSNVIG00000011908	KIF2B	KIF2B-201	kinesin family member 2B [Source:HGNC Symbol;Acc:HGNC:29443]	protein_coding
ENSNVIG00000011909	TNK2	TNK2-201	tyrosine kinase non receptor 2 [Source:HGNC Symbol;Acc:HGNC:19297]	protein_coding
ENSNVIG00000011909	TNK2	TNK2-202	tyrosine kinase non receptor 2 [Source:HGNC Symbol;Acc:HGNC:19297]	protein_coding
ENSNVIG00000011909	TNK2	TNK2-203	tyrosine kinase non receptor 2 [Source:HGNC Symbol;Acc:HGNC:19297]	protein_coding
ENSNVIG00000011910				protein_coding
ENSNVIG00000011911	HEATR1	HEATR1-201	HEAT repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:25517]	protein_coding
ENSNVIG00000011911	HEATR1	HEATR1-202	HEAT repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:25517]	protein_coding
ENSNVIG00000011912				snoRNA
ENSNVIG00000011913	CYP4F8	CYP4F8-201	cytochrome P450 family 4 subfamily F member 8 [Source:HGNC Symbol;Acc:HGNC:2648]	protein_coding
ENSNVIG00000011913	CYP4F8	CYP4F8-202	cytochrome P450 family 4 subfamily F member 8 [Source:HGNC Symbol;Acc:HGNC:2648]	protein_coding
ENSNVIG00000011913	CYP4F8	CYP4F8-203	cytochrome P450 family 4 subfamily F member 8 [Source:HGNC Symbol;Acc:HGNC:2648]	protein_coding
ENSNVIG00000011913	CYP4F8	CYP4F8-204	cytochrome P450 family 4 subfamily F member 8 [Source:HGNC Symbol;Acc:HGNC:2648]	protein_coding
ENSNVIG00000011914	GRIN2D	GRIN2D-201	glutamate ionotropic receptor NMDA type subunit 2D [Source:HGNC Symbol;Acc:HGNC:4588]	protein_coding
ENSNVIG00000011915				protein_coding
ENSNVIG00000011916	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000011917	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000011918	C11orf91	C11orf91-201	chromosome 11 open reading frame 91 [Source:HGNC Symbol;Acc:HGNC:34444]	protein_coding
ENSNVIG00000011919	NDUFB4	NDUFB4-201	NADH:ubiquinone oxidoreductase subunit B4 [Source:HGNC Symbol;Acc:HGNC:7699]	protein_coding
ENSNVIG00000011919	NDUFB4	NDUFB4-202	NADH:ubiquinone oxidoreductase subunit B4 [Source:HGNC Symbol;Acc:HGNC:7699]	protein_coding
ENSNVIG00000011920	QDPR	QDPR-201	quinoid dihydropteridine reductase [Source:HGNC Symbol;Acc:HGNC:9752]	protein_coding
ENSNVIG00000011920	QDPR	QDPR-202	quinoid dihydropteridine reductase [Source:HGNC Symbol;Acc:HGNC:9752]	protein_coding
ENSNVIG00000011920	QDPR	QDPR-203	quinoid dihydropteridine reductase [Source:HGNC Symbol;Acc:HGNC:9752]	protein_coding
ENSNVIG00000011921				snoRNA
ENSNVIG00000011922	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000011923				snoRNA
ENSNVIG00000011924	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000011925	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000011926	NLGN1	NLGN1-201	neuroligin 1 [Source:HGNC Symbol;Acc:HGNC:14291]	protein_coding
ENSNVIG00000011927	CDK3	CDK3-201	cyclin dependent kinase 3 [Source:HGNC Symbol;Acc:HGNC:1772]	protein_coding
ENSNVIG00000011928	5S_rRNA	5S_rRNA-201	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	rRNA
ENSNVIG00000011929				protein_coding
ENSNVIG00000011931	ODAD4	ODAD4-201	tetratricopeptide repeat domain 25 [Source:HGNC Symbol;Acc:HGNC:25280]	protein_coding
ENSNVIG00000011931	ODAD4	ODAD4-202	tetratricopeptide repeat domain 25 [Source:HGNC Symbol;Acc:HGNC:25280]	protein_coding
ENSNVIG00000011932	THAP2	THAP2-201	THAP domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20854]	protein_coding
ENSNVIG00000011933	7SK	7SK-201	7SK RNA [Source:RFAM;Acc:RF00100]	misc_RNA
ENSNVIG00000011934	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000011935	RTTN	RTTN-201	rotatin [Source:HGNC Symbol;Acc:HGNC:18654]	protein_coding
ENSNVIG00000011936	HGD	HGD-201	"homogentisate 1,2-dioxygenase [Source:HGNC Symbol;Acc:HGNC:4892]"	protein_coding
ENSNVIG00000011936	HGD	HGD-202	"homogentisate 1,2-dioxygenase [Source:HGNC Symbol;Acc:HGNC:4892]"	protein_coding
ENSNVIG00000011936	HGD	HGD-203	"homogentisate 1,2-dioxygenase [Source:HGNC Symbol;Acc:HGNC:4892]"	protein_coding
ENSNVIG00000011937	MYBB	MYBB-201	MYB proto-oncogene like 2 [Source:HGNC Symbol;Acc:HGNC:7548]	protein_coding
ENSNVIG00000011937	MYBB	MYBB-202	MYB proto-oncogene like 2 [Source:HGNC Symbol;Acc:HGNC:7548]	protein_coding
ENSNVIG00000011937	MYBB	MYBB-203	MYB proto-oncogene like 2 [Source:HGNC Symbol;Acc:HGNC:7548]	protein_coding
ENSNVIG00000011938				protein_coding
ENSNVIG00000011939	LRP4	LRP4-201	LDL receptor related protein 4 [Source:HGNC Symbol;Acc:HGNC:6696]	protein_coding
ENSNVIG00000011940				protein_coding
ENSNVIG00000011941	CCT4	CCT4-201	chaperonin containing TCP1 subunit 4 [Source:HGNC Symbol;Acc:HGNC:1617]	protein_coding
ENSNVIG00000011942	7SK	7SK-201	7SK RNA [Source:RFAM;Acc:RF00100]	misc_RNA
ENSNVIG00000011943	MEA1	MEA1-201	male-enhanced antigen 1 [Source:HGNC Symbol;Acc:HGNC:6986]	protein_coding
ENSNVIG00000011943	MEA1	MEA1-202	male-enhanced antigen 1 [Source:HGNC Symbol;Acc:HGNC:6986]	protein_coding
ENSNVIG00000011943	MEA1	MEA1-203	male-enhanced antigen 1 [Source:HGNC Symbol;Acc:HGNC:6986]	protein_coding
ENSNVIG00000011943	MEA1	MEA1-204	male-enhanced antigen 1 [Source:HGNC Symbol;Acc:HGNC:6986]	protein_coding
ENSNVIG00000011944	NEO1	NEO1-201	neogenin 1 [Source:HGNC Symbol;Acc:HGNC:7754]	protein_coding
ENSNVIG00000011944	NEO1	NEO1-202	neogenin 1 [Source:HGNC Symbol;Acc:HGNC:7754]	protein_coding
ENSNVIG00000011944	NEO1	NEO1-203	neogenin 1 [Source:HGNC Symbol;Acc:HGNC:7754]	protein_coding
ENSNVIG00000011945	DLEU7	DLEU7-201	deleted in lymphocytic leukemia 7 [Source:HGNC Symbol;Acc:HGNC:17567]	protein_coding
ENSNVIG00000011946				protein_coding
ENSNVIG00000011947	TMEM19	TMEM19-201	transmembrane protein 19 [Source:HGNC Symbol;Acc:HGNC:25605]	protein_coding
ENSNVIG00000011948	7SK	7SK-201	7SK RNA [Source:RFAM;Acc:RF00100]	misc_RNA
ENSNVIG00000011949				protein_coding
ENSNVIG00000011950	GRWD1	GRWD1-201	glutamate rich WD repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:21270]	protein_coding
ENSNVIG00000011951	MESD	MESD-201	mesoderm development LRP chaperone [Source:HGNC Symbol;Acc:HGNC:13520]	protein_coding
ENSNVIG00000011952	7SK	7SK-201	7SK RNA [Source:RFAM;Acc:RF00100]	misc_RNA
ENSNVIG00000011953	LMO1	LMO1-201	LIM domain only 1 [Source:HGNC Symbol;Acc:HGNC:6641]	protein_coding
ENSNVIG00000011953	LMO1	LMO1-202	LIM domain only 1 [Source:HGNC Symbol;Acc:HGNC:6641]	protein_coding
ENSNVIG00000011953	LMO1	LMO1-203	LIM domain only 1 [Source:HGNC Symbol;Acc:HGNC:6641]	protein_coding
ENSNVIG00000011954	5S_rRNA	5S_rRNA-201	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	rRNA
ENSNVIG00000011955				protein_coding
ENSNVIG00000011955				protein_coding
ENSNVIG00000011955				protein_coding
ENSNVIG00000011955				protein_coding
ENSNVIG00000011955				protein_coding
ENSNVIG00000011955				protein_coding
ENSNVIG00000011955				protein_coding
ENSNVIG00000011956	TOM1L1	TOM1L1-201	target of myb1 like 1 membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:11983]	protein_coding
ENSNVIG00000011956	TOM1L1	TOM1L1-202	target of myb1 like 1 membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:11983]	protein_coding
ENSNVIG00000011957	SPATA16	SPATA16-201	spermatogenesis associated 16 [Source:HGNC Symbol;Acc:HGNC:29935]	protein_coding
ENSNVIG00000011958	CNP	CNP-201	"2',3'-cyclic nucleotide 3' phosphodiesterase [Source:HGNC Symbol;Acc:HGNC:2158]"	protein_coding
ENSNVIG00000011959	RAB21	RAB21-201	"RAB21, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18263]"	protein_coding
ENSNVIG00000011960	U4	U4-201	U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]	snRNA
ENSNVIG00000011961	ANKS1A	ANKS1A-201	ankyrin repeat and sterile alpha motif domain containing 1A [Source:HGNC Symbol;Acc:HGNC:20961]	protein_coding
ENSNVIG00000011961	ANKS1A	ANKS1A-202	ankyrin repeat and sterile alpha motif domain containing 1A [Source:HGNC Symbol;Acc:HGNC:20961]	protein_coding
ENSNVIG00000011961	ANKS1A	ANKS1A-203	ankyrin repeat and sterile alpha motif domain containing 1A [Source:HGNC Symbol;Acc:HGNC:20961]	protein_coding
ENSNVIG00000011962	KCNJ14	KCNJ14-201	potassium inwardly rectifying channel subfamily J member 14 [Source:HGNC Symbol;Acc:HGNC:6260]	protein_coding
ENSNVIG00000011963				protein_coding
ENSNVIG00000011964	OTU1	OTU1-201	YOD1 deubiquitinase [Source:HGNC Symbol;Acc:HGNC:25035]	protein_coding
ENSNVIG00000011965				protein_coding
ENSNVIG00000011966	EVPL	EVPL-201	envoplakin [Source:HGNC Symbol;Acc:HGNC:3503]	protein_coding
ENSNVIG00000011966	EVPL	EVPL-202	envoplakin [Source:HGNC Symbol;Acc:HGNC:3503]	protein_coding
ENSNVIG00000011967	CLRN2	CLRN2-201	clarin 2 [Source:HGNC Symbol;Acc:HGNC:33939]	protein_coding
ENSNVIG00000011968	5S_rRNA	5S_rRNA-201	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	rRNA
ENSNVIG00000011969	EML5	EML5-201	EMAP like 5 [Source:HGNC Symbol;Acc:HGNC:18197]	protein_coding
ENSNVIG00000011969	EML5	EML5-202	EMAP like 5 [Source:HGNC Symbol;Acc:HGNC:18197]	protein_coding
ENSNVIG00000011970	PRXL2C	PRXL2C-201	peroxiredoxin like 2C [Source:HGNC Symbol;Acc:HGNC:16881]	protein_coding
ENSNVIG00000011971	TLNRD1	TLNRD1-201	talin rod domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13519]	protein_coding
ENSNVIG00000011972	C1orf116	C1orf116-201	chromosome 1 open reading frame 116 [Source:HGNC Symbol;Acc:HGNC:28667]	protein_coding
ENSNVIG00000011973	RGL1	RGL1-201	ral guanine nucleotide dissociation stimulator like 1 [Source:HGNC Symbol;Acc:HGNC:30281]	protein_coding
ENSNVIG00000011973	RGL1	RGL1-202	ral guanine nucleotide dissociation stimulator like 1 [Source:HGNC Symbol;Acc:HGNC:30281]	protein_coding
ENSNVIG00000011974	TBC1D15	TBC1D15-201	TBC1 domain family member 15 [Source:HGNC Symbol;Acc:HGNC:25694]	protein_coding
ENSNVIG00000011974	TBC1D15	TBC1D15-202	TBC1 domain family member 15 [Source:HGNC Symbol;Acc:HGNC:25694]	protein_coding
ENSNVIG00000011975	FOXR2	FOXR2-201	forkhead box R2 [Source:HGNC Symbol;Acc:HGNC:30469]	protein_coding
ENSNVIG00000011976	TMEM86B	TMEM86B-201	transmembrane protein 86B [Source:HGNC Symbol;Acc:HGNC:28448]	protein_coding
ENSNVIG00000011977	CFAP161	CFAP161-201	cilia and flagella associated protein 161 [Source:HGNC Symbol;Acc:HGNC:26782]	protein_coding
ENSNVIG00000011977	CFAP161	CFAP161-202	cilia and flagella associated protein 161 [Source:HGNC Symbol;Acc:HGNC:26782]	protein_coding
ENSNVIG00000011978	RNASEH2B	RNASEH2B-201	ribonuclease H2 subunit B [Source:HGNC Symbol;Acc:HGNC:25671]	protein_coding
ENSNVIG00000011978	RNASEH2B	RNASEH2B-202	ribonuclease H2 subunit B [Source:HGNC Symbol;Acc:HGNC:25671]	protein_coding
ENSNVIG00000011978	RNASEH2B	RNASEH2B-203	ribonuclease H2 subunit B [Source:HGNC Symbol;Acc:HGNC:25671]	protein_coding
ENSNVIG00000011978	RNASEH2B	RNASEH2B-204	ribonuclease H2 subunit B [Source:HGNC Symbol;Acc:HGNC:25671]	protein_coding
ENSNVIG00000011978	RNASEH2B	RNASEH2B-205	ribonuclease H2 subunit B [Source:HGNC Symbol;Acc:HGNC:25671]	protein_coding
ENSNVIG00000011978	RNASEH2B	RNASEH2B-206	ribonuclease H2 subunit B [Source:HGNC Symbol;Acc:HGNC:25671]	protein_coding
ENSNVIG00000011979	DNAJC7	DNAJC7-201	DnaJ heat shock protein family (Hsp40) member C7 [Source:HGNC Symbol;Acc:HGNC:12392]	protein_coding
ENSNVIG00000011979	DNAJC7	DNAJC7-202	DnaJ heat shock protein family (Hsp40) member C7 [Source:HGNC Symbol;Acc:HGNC:12392]	protein_coding
ENSNVIG00000011980	LAP3	LAP3-201	leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]	protein_coding
ENSNVIG00000011980	LAP3	LAP3-202	leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]	protein_coding
ENSNVIG00000011981				protein_coding
ENSNVIG00000011981				protein_coding
ENSNVIG00000011981				protein_coding
ENSNVIG00000011981				protein_coding
ENSNVIG00000011982			cytohesin 2 [Source:HGNC Symbol;Acc:HGNC:9502]	protein_coding
ENSNVIG00000011982			cytohesin 2 [Source:HGNC Symbol;Acc:HGNC:9502]	protein_coding
ENSNVIG00000011982			cytohesin 2 [Source:HGNC Symbol;Acc:HGNC:9502]	protein_coding
ENSNVIG00000011983	F161A	F161A-201	FAM161 centrosomal protein A [Source:HGNC Symbol;Acc:HGNC:25808]	protein_coding
ENSNVIG00000011983	F161A	F161A-202	FAM161 centrosomal protein A [Source:HGNC Symbol;Acc:HGNC:25808]	protein_coding
ENSNVIG00000011984	ECT2	ECT2-201	epithelial cell transforming 2 [Source:HGNC Symbol;Acc:HGNC:3155]	protein_coding
ENSNVIG00000011984	ECT2	ECT2-202	epithelial cell transforming 2 [Source:HGNC Symbol;Acc:HGNC:3155]	protein_coding
ENSNVIG00000011984	ECT2	ECT2-203	epithelial cell transforming 2 [Source:HGNC Symbol;Acc:HGNC:3155]	protein_coding
ENSNVIG00000011985	PPP6R3	PPP6R3-201	protein phosphatase 6 regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:1173]	protein_coding
ENSNVIG00000011985	PPP6R3	PPP6R3-202	protein phosphatase 6 regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:1173]	protein_coding
ENSNVIG00000011985	PPP6R3	PPP6R3-203	protein phosphatase 6 regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:1173]	protein_coding
ENSNVIG00000011985	PPP6R3	PPP6R3-204	protein phosphatase 6 regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:1173]	protein_coding
ENSNVIG00000011985	PPP6R3	PPP6R3-205	protein phosphatase 6 regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:1173]	protein_coding
ENSNVIG00000011985	PPP6R3	PPP6R3-206	protein phosphatase 6 regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:1173]	protein_coding
ENSNVIG00000011986	CDH8	CDH8-201	cadherin 8 [Source:HGNC Symbol;Acc:HGNC:1767]	protein_coding
ENSNVIG00000011986	CDH8	CDH8-202	cadherin 8 [Source:HGNC Symbol;Acc:HGNC:1767]	protein_coding
ENSNVIG00000011987				pseudogene
ENSNVIG00000011988	RRAGB	RRAGB-201	Ras related GTP binding B [Source:HGNC Symbol;Acc:HGNC:19901]	protein_coding
ENSNVIG00000011988	RRAGB	RRAGB-202	Ras related GTP binding B [Source:HGNC Symbol;Acc:HGNC:19901]	protein_coding
