gene_id,transcript_id(s),length,effective_length,expected_count,TPM,FPKM
ENSNVIG00000015641,"ENSNVIT00000023276,ENSNVIT00000023290",1984.11,1829.3,915,7.09,25.54
ENSNVIG00000015642,"ENSNVIT00000023277,ENSNVIT00000023295",2428,2273.19,1699,10.59,38.16
ENSNVIG00000015643,ENSNVIT00000023278,1113,958.19,0,0,0
ENSNVIG00000015644,"ENSNVIT00000023351,ENSNVIT00000023355,ENSNVIT00000023367",660,505.2,5,0.14,0.51
ENSNVIG00000015645,ENSNVIT00000023304,3221,3066.19,1151,5.32,19.16
ENSNVIG00000015646,ENSNVIT00000023279,768,613.19,0,0,0
ENSNVIG00000015647,ENSNVIT00000023268,3712,3557.19,662,2.64,9.5
ENSNVIG00000015648,"ENSNVIT00000023270,ENSNVIT00000023282",1120.4,965.89,346,5.07,18.29
ENSNVIG00000015649,"ENSNVIT00000023336,ENSNVIT00000023345",4878,4723.19,25,0.07,0.27
ENSNVIG00000015650,ENSNVIT00000023259,99,3.13,0,0,0
ENSNVIG00000015651,"ENSNVIT00000023335,ENSNVIT00000023341",3807,3652.19,6,0.02,0.08
ENSNVIG00000015652,ENSNVIT00000023261,825,670.19,0,0,0
ENSNVIG00000015653,"ENSNVIT00000023488,ENSNVIT00000023495,ENSNVIT00000023507",2799,2644.19,28,0.15,0.54
ENSNVIG00000015654,ENSNVIT00000023316,1275,1120.19,0,0,0
ENSNVIG00000015655,ENSNVIT00000023379,4398,4243.19,18,0.06,0.22
ENSNVIG00000015656,ENSNVIT00000023315,1269,1114.19,1,0.01,0.05
ENSNVIG00000015657,"ENSNVIT00000023294,ENSNVIT00000023302",1020,865.19,706,11.56,41.66
ENSNVIG00000015658,"ENSNVIT00000024247,ENSNVIT00000024282,ENSNVIT00000024330,ENSNVIT00000024387,ENSNVIT00000024445,ENSNVIT00000024538,ENSNVIT00000024555,ENSNVIT00000024562,ENSNVIT00000024572",5239.08,5084.27,3963,11.04,39.79
ENSNVIG00000015659,ENSNVIT00000023280,234,85.82,0,0,0
ENSNVIG00000015660,"ENSNVIT00000023281,ENSNVIT00000023292",471.41,316.93,1912,85.46,308
ENSNVIG00000015661,ENSNVIT00000023445,1686,1531.19,24,0.22,0.8
ENSNVIG00000015662,"ENSNVIT00000023331,ENSNVIT00000023349,ENSNVIT00000023370,ENSNVIT00000023376",2279.45,2124.64,390,2.6,9.37
ENSNVIG00000015663,ENSNVIT00000023296,1163,1008.19,2969,41.71,150.35
ENSNVIG00000015664,ENSNVIT00000023288,915,760.19,0,0,0
ENSNVIG00000015665,ENSNVIT00000023346,3665,3510.19,267,1.08,3.88
ENSNVIG00000015666,ENSNVIT00000023330,1497,1342.19,7,0.07,0.27
ENSNVIG00000015667,ENSNVIT00000023308,879,724.19,0,0,0
ENSNVIG00000015668,"ENSNVIT00000023313,ENSNVIT00000023361",2857,2702.19,363,1.9,6.86
ENSNVIG00000015669,ENSNVIT00000023298,104,4.16,0,0,0
ENSNVIG00000015670,"ENSNVIT00000023600,ENSNVIT00000023621",2490,2335.19,400,2.43,8.75
ENSNVIG00000015671,ENSNVIT00000023397,4695,4540.19,15,0.05,0.17
ENSNVIG00000015672,ENSNVIT00000023297,1156,1001.19,22,0.31,1.12
ENSNVIG00000015673,ENSNVIT00000023299,370,215.78,0,0,0
ENSNVIG00000015674,ENSNVIT00000023306,1104,949.19,0,0,0
ENSNVIG00000015675,"ENSNVIT00000023339,ENSNVIT00000023353",1302,1147.19,1,0.01,0.04
ENSNVIG00000015676,ENSNVIT00000023319,1371,1216.19,2,0.02,0.08
ENSNVIG00000015677,ENSNVIT00000023364,1515,1360.19,726.02,7.56,27.25
ENSNVIG00000015678,ENSNVIT00000023307,103,3.94,0,0,0
ENSNVIG00000015679,ENSNVIT00000023317,1920,1765.19,153,1.23,4.43
ENSNVIG00000015680,ENSNVIT00000023310,2739,2584.19,5,0.03,0.1
ENSNVIG00000015681,ENSNVIT00000023320,480,325.26,0,0,0
ENSNVIG00000015682,ENSNVIT00000023318,125,10.56,0,0,0
ENSNVIG00000015683,ENSNVIT00000023416,1605,1450.19,31,0.3,1.09
ENSNVIG00000015684,ENSNVIT00000023324,111,5.92,1,2.39,8.63
ENSNVIG00000015685,ENSNVIT00000023352,879,724.19,60,1.17,4.23
ENSNVIG00000015686,ENSNVIT00000023326,1386,1231.19,320,3.68,13.27
ENSNVIG00000015687,ENSNVIT00000023325,1662,1507.19,3.13,0.03,0.11
ENSNVIG00000015688,ENSNVIT00000023414,2346,2191.19,2038,13.17,47.48
ENSNVIG00000015689,"ENSNVIT00000023427,ENSNVIT00000023442",6450,6295.19,396,0.89,3.21
ENSNVIG00000015690,ENSNVIT00000023386,3501,3346.19,27,0.11,0.41
ENSNVIG00000015691,ENSNVIT00000023334,357,202.94,2,0.14,0.5
ENSNVIG00000015692,"ENSNVIT00000023374,ENSNVIT00000023385",1814.39,1659.58,585,4.99,18
ENSNVIG00000015693,ENSNVIT00000023327,141,17.7,1,0.8,2.88
ENSNVIG00000015694,ENSNVIT00000023328,83,1.02,0,0,0
ENSNVIG00000015695,ENSNVIT00000023357,855,700.19,535,10.82,39.01
ENSNVIG00000015696,"ENSNVIT00000023366,ENSNVIT00000023368",1274.5,1119.69,51,0.65,2.33
ENSNVIG00000015697,"ENSNVIT00000023598,ENSNVIT00000023615",3052.22,2897.41,30,0.15,0.53
ENSNVIG00000015698,ENSNVIT00000023396,3291,3136.19,0,0,0
ENSNVIG00000015699,ENSNVIT00000023369,1926,1771.19,8,0.06,0.23
ENSNVIG00000015700,ENSNVIT00000023338,927,772.19,412,7.56,27.24
ENSNVIG00000015701,ENSNVIT00000023342,390,235.59,0,0,0
ENSNVIG00000015702,ENSNVIT00000023354,4304,4149.19,282,0.96,3.47
ENSNVIG00000015703,ENSNVIT00000023365,3632,3477.19,284.12,1.16,4.17
ENSNVIG00000015704,ENSNVIT00000023439,1764,1609.19,341,3,10.82
ENSNVIG00000015705,ENSNVIT00000023356,366,211.82,4,0.27,0.96
ENSNVIG00000015706,ENSNVIT00000023359,405,250.49,0,0,0
ENSNVIG00000015707,ENSNVIT00000023347,108,5.12,0,0,0
ENSNVIG00000015708,ENSNVIT00000023443,5274,5119.19,0,0,0
ENSNVIG00000015709,ENSNVIT00000023348,109,5.38,0,0,0
ENSNVIG00000015710,"ENSNVIT00000025125,ENSNVIT00000025148,ENSNVIT00000025156,ENSNVIT00000025169,ENSNVIT00000025171,ENSNVIT00000025178,ENSNVIT00000025184,ENSNVIT00000025192",3196.98,3042.17,38,0.18,0.64
ENSNVIG00000015711,"ENSNVIT00000023557,ENSNVIT00000023622,ENSNVIT00000023636",1672.89,1518.09,958,8.94,32.22
ENSNVIG00000015712,ENSNVIT00000023591,1680,1525.19,50,0.46,1.67
ENSNVIG00000015713,ENSNVIT00000023395,1746,1591.19,41,0.36,1.32
ENSNVIG00000015714,"ENSNVIT00000023402,ENSNVIT00000023410",783,628.19,439,9.9,35.68
ENSNVIG00000015715,ENSNVIT00000023358,106,4.62,0,0,0
ENSNVIG00000015716,ENSNVIT00000023399,2855,2700.19,408,2.14,7.71
ENSNVIG00000015717,ENSNVIT00000023387,1353,1198.19,0,0,0
ENSNVIG00000015718,ENSNVIT00000023394,1095,940.19,12,0.18,0.65
ENSNVIG00000015719,ENSNVIT00000023422,1383,1228.19,8,0.09,0.33
ENSNVIG00000015720,ENSNVIT00000023371,553,398.21,17,0.6,2.18
ENSNVIG00000015721,ENSNVIT00000023423,2664,2509.19,31,0.18,0.63
ENSNVIG00000015722,ENSNVIT00000023384,1107,952.19,1,0.01,0.05
ENSNVIG00000015723,ENSNVIT00000023381,859,704.19,301,6.05,21.82
ENSNVIG00000015724,ENSNVIT00000023375,555,400.21,4,0.14,0.51
ENSNVIG00000015725,ENSNVIT00000023389,378,223.69,0,0,0
ENSNVIG00000015726,ENSNVIT00000023383,1463,1308.19,602,6.52,23.49
ENSNVIG00000015727,ENSNVIT00000023401,1182,1027.19,50,0.69,2.49
ENSNVIG00000015728,"ENSNVIT00000023513,ENSNVIT00000023520",1897.73,1742.93,68,0.55,1.99
ENSNVIG00000015729,"ENSNVIT00000023546,ENSNVIT00000023560",3300,3145.19,55,0.25,0.89
ENSNVIG00000015730,ENSNVIT00000023378,4280,4125.19,3760,12.91,46.53
ENSNVIG00000015731,"ENSNVIT00000023517,ENSNVIT00000023528",2957.5,2802.69,153,0.77,2.79
ENSNVIG00000015732,ENSNVIT00000023382,107,4.87,0,0,0
ENSNVIG00000015733,ENSNVIT00000023380,918,763.19,11,0.2,0.74
ENSNVIG00000015734,ENSNVIT00000023388,381,226.66,5,0.31,1.13
ENSNVIG00000015735,ENSNVIT00000023390,2468,2313.19,159,0.97,3.51
ENSNVIG00000015736,ENSNVIT00000023392,1520,1365.19,97,1.01,3.63
ENSNVIG00000015737,"ENSNVIT00000023429,ENSNVIT00000023455,ENSNVIT00000023500,ENSNVIT00000023529,ENSNVIT00000023540",2613.92,2459.12,482,2.78,10.01
ENSNVIG00000015738,"ENSNVIT00000023417,ENSNVIT00000023432",909,754.19,0,0,0
ENSNVIG00000015739,ENSNVIT00000023391,1395,1240.19,49.37,0.56,2.03
ENSNVIG00000015740,ENSNVIT00000023409,2411,2256.19,299,1.88,6.77
ENSNVIG00000015741,"ENSNVIT00000023484,ENSNVIT00000023492,ENSNVIT00000023501,ENSNVIT00000023508,ENSNVIT00000023526",2324,2169.19,162,1.06,3.81
ENSNVIG00000015742,"ENSNVIT00000023430,ENSNVIT00000023461,ENSNVIT00000023468",1278,1123.19,3,0.04,0.14
ENSNVIG00000015743,ENSNVIT00000023393,2316,2161.19,95,0.62,2.24
ENSNVIG00000015744,"ENSNVIT00000023773,ENSNVIT00000023785,ENSNVIT00000023802",4586.81,4432.01,1885,6.02,21.71
ENSNVIG00000015745,ENSNVIT00000023404,402,247.51,0,0,0
ENSNVIG00000015746,ENSNVIT00000023398,333,179.35,6.63,0.52,1.89
ENSNVIG00000015747,ENSNVIT00000023403,1240,1085.19,35.34,0.46,1.66
ENSNVIG00000015748,ENSNVIT00000023400,1946,1791.19,440,3.48,12.54
ENSNVIG00000015749,"ENSNVIT00000023405,ENSNVIT00000023428",4284,4129.19,670,2.3,8.28
ENSNVIG00000015750,ENSNVIT00000023406,1687,1532.19,126,1.16,4.2
ENSNVIG00000015751,ENSNVIT00000023421,1594,1439.19,767.49,7.55,27.23
ENSNVIG00000015752,ENSNVIT00000023411,828,673.19,9,0.19,0.68
ENSNVIG00000015753,ENSNVIT00000023426,2061,1906.19,198,1.47,5.3
ENSNVIG00000015754,ENSNVIT00000023415,1805,1650.19,2723,23.37,84.24
ENSNVIG00000015755,ENSNVIT00000023413,207,62.77,0,0,0
ENSNVIG00000015756,ENSNVIT00000023434,1122,967.19,0,0,0
ENSNVIG00000015757,ENSNVIT00000023477,1281,1126.19,436,5.48,19.77
ENSNVIG00000015758,"ENSNVIT00000023444,ENSNVIT00000023463,ENSNVIT00000023473",796,641.19,0,0,0
ENSNVIG00000015759,"ENSNVIT00000023562,ENSNVIT00000023576,ENSNVIT00000023578",2784.27,2629.47,1051,5.66,20.41
ENSNVIG00000015760,"ENSNVIT00000023535,ENSNVIT00000023572",2035,1880.19,397.88,3,10.8
ENSNVIG00000015761,ENSNVIT00000023433,1115,960.19,310,4.57,16.48
ENSNVIG00000015762,ENSNVIT00000023486,1596,1441.19,36,0.35,1.28
ENSNVIG00000015763,ENSNVIT00000023419,104,4.16,1,3.41,12.27
ENSNVIG00000015764,ENSNVIT00000023420,1554,1399.19,7,0.07,0.26
ENSNVIG00000015765,ENSNVIT00000023435,900,745.19,2,0.04,0.14
ENSNVIG00000015766,ENSNVIT00000023425,152,23.6,0,0,0
ENSNVIG00000015767,ENSNVIT00000023424,1160,1005.19,42,0.59,2.13
ENSNVIG00000015768,ENSNVIT00000023431,126,10.96,0,0,0
ENSNVIG00000015769,"ENSNVIT00000023596,ENSNVIT00000023614",2759.07,2604.26,472,2.57,9.25
ENSNVIG00000015770,"ENSNVIT00000023438,ENSNVIT00000023440",480.5,325.95,0,0,0
ENSNVIG00000015772,ENSNVIT00000023436,1111,956.19,806,11.94,43.03
ENSNVIG00000015773,"ENSNVIT00000023796,ENSNVIT00000023807",5589,5434.19,30,0.08,0.28
ENSNVIG00000015774,ENSNVIT00000023441,127,11.36,0,0,0
ENSNVIG00000015775,ENSNVIT00000023447,1518,1363.19,148,1.54,5.54
ENSNVIG00000015777,ENSNVIT00000023459,1215,1060.19,324,4.33,15.6
ENSNVIG00000015778,ENSNVIT00000023474,1095,940.19,0,0,0
ENSNVIG00000015779,ENSNVIT00000023457,1969,1814.19,822,6.42,23.13
ENSNVIG00000015780,"ENSNVIT00000023472,ENSNVIT00000023475,ENSNVIT00000023482,ENSNVIT00000023499",2853.93,2699.12,186,0.98,3.52
ENSNVIG00000015781,ENSNVIT00000023534,2397,2242.19,119.51,0.75,2.72
ENSNVIG00000015782,ENSNVIT00000023451,84,1.11,0,0,0
ENSNVIG00000015783,ENSNVIT00000023450,108,5.12,0,0,0
ENSNVIG00000015784,ENSNVIT00000023449,1437,1282.19,5,0.06,0.2
ENSNVIG00000015785,ENSNVIT00000023460,2811,2656.19,241,1.29,4.63
ENSNVIG00000015786,ENSNVIT00000023452,142,18.2,0,0,0
ENSNVIG00000015787,ENSNVIT00000023481,1710,1555.19,99,0.9,3.25
ENSNVIG00000015788,ENSNVIT00000023453,614,459.2,20,0.62,2.22
ENSNVIG00000015790,"ENSNVIT00000023464,ENSNVIT00000023476",481.01,326.47,6910.87,299.85,1080.73
ENSNVIG00000015791,ENSNVIT00000023458,2580,2425.19,114,0.67,2.4
ENSNVIG00000015792,ENSNVIT00000023479,2018,1863.19,0,0,0
ENSNVIG00000015793,ENSNVIT00000023616,3453,3298.19,223,0.96,3.45
ENSNVIG00000015794,ENSNVIT00000023470,1179,1024.19,3,0.04,0.15
ENSNVIG00000015795,ENSNVIT00000023471,255,104.77,4,0.54,1.95
ENSNVIG00000015796,"ENSNVIT00000023465,ENSNVIT00000023466,ENSNVIT00000023467",569.6,414.81,56,1.91,6.89
ENSNVIG00000015797,ENSNVIT00000023509,597,442.2,264,8.46,30.48
ENSNVIG00000015798,ENSNVIT00000023469,894,739.19,518,9.93,35.78
ENSNVIG00000015799,"ENSNVIT00000023525,ENSNVIT00000023533",2090.89,1936.09,34,0.25,0.9
ENSNVIG00000015800,"ENSNVIT00000023746,ENSNVIT00000023858,ENSNVIT00000023875,ENSNVIT00000023936,ENSNVIT00000023948,ENSNVIT00000023958",2535.63,2380.82,535.07,3.18,11.47
ENSNVIG00000015801,ENSNVIT00000023480,1476,1321.19,11,0.12,0.43
ENSNVIG00000015802,ENSNVIT00000023491,1695,1540.19,152,1.4,5.04
ENSNVIG00000015803,ENSNVIT00000023483,1616,1461.19,392,3.8,13.7
ENSNVIG00000015804,ENSNVIT00000023478,109,5.38,0,0,0
ENSNVIG00000015805,"ENSNVIT00000023587,ENSNVIT00000023618,ENSNVIT00000023674,ENSNVIT00000023677",1521,1366.19,61,0.63,2.28
ENSNVIG00000015806,ENSNVIT00000023489,432,277.36,0,0,0
ENSNVIG00000015807,ENSNVIT00000023487,6714,6559.19,5720,12.35,44.52
ENSNVIG00000015808,"ENSNVIT00000023498,ENSNVIT00000023518,ENSNVIT00000023536,ENSNVIT00000023544,ENSNVIT00000023556",2754.18,2599.38,322,1.75,6.32
ENSNVIG00000015809,ENSNVIT00000023503,1182,1027.19,0,0,0
ENSNVIG00000015810,"ENSNVIT00000023532,ENSNVIT00000023537,ENSNVIT00000023542",1131,976.19,134,1.94,7.01
ENSNVIG00000015811,ENSNVIT00000023490,1440,1285.19,54,0.6,2.15
ENSNVIG00000015812,ENSNVIT00000023497,651,496.2,32.66,0.93,3.36
ENSNVIG00000015813,ENSNVIT00000023496,225,77.95,14,2.54,9.17
ENSNVIG00000015814,ENSNVIT00000023493,119,8.38,21,35.5,127.94
ENSNVIG00000015815,ENSNVIT00000023515,1899,1744.19,148,1.2,4.33
ENSNVIG00000015816,"ENSNVIT00000023514,ENSNVIT00000023519,ENSNVIT00000023522,ENSNVIT00000023527",462,307.29,18,0.83,2.99
ENSNVIG00000015817,ENSNVIT00000023516,1200,1045.19,45,0.61,2.2
ENSNVIG00000015818,ENSNVIT00000023504,606,451.2,4,0.13,0.45
ENSNVIG00000015819,ENSNVIT00000023506,1675,1520.19,224,2.09,7.52
ENSNVIG00000015820,ENSNVIT00000023502,107,4.87,0,0,0
ENSNVIG00000015821,"ENSNVIT00000023577,ENSNVIT00000023584,ENSNVIT00000023590",1152,997.19,1258.67,17.88,64.44
ENSNVIG00000015822,ENSNVIT00000023511,164,30.9,0,0,0
ENSNVIG00000015823,ENSNVIT00000023554,708,553.19,499,12.78,46.05
ENSNVIG00000015824,"ENSNVIT00000023510,ENSNVIT00000023524",4132.65,3977.84,1580,5.63,20.28
ENSNVIG00000015825,ENSNVIT00000023570,6615,6460.19,1087,2.38,8.59
ENSNVIG00000015826,"ENSNVIT00000023583,ENSNVIT00000023595",828,673.19,1,0.02,0.08
ENSNVIG00000015827,"ENSNVIT00000023545,ENSNVIT00000023558,ENSNVIT00000023565,ENSNVIT00000023573,ENSNVIT00000023592",1190.2,1035.4,1811,24.78,89.3
ENSNVIG00000015828,ENSNVIT00000023630,5925,5770.19,2,0,0.02
ENSNVIG00000015829,"ENSNVIT00000023694,ENSNVIT00000023740,ENSNVIT00000023750",3021.3,2866.49,1199,5.92,21.35
ENSNVIG00000015830,"ENSNVIT00000025352,ENSNVIT00000025483,ENSNVIT00000025524,ENSNVIT00000025536,ENSNVIT00000025607,ENSNVIT00000025631",5944.08,5789.27,126,0.31,1.11
ENSNVIG00000015831,ENSNVIT00000023599,3675,3520.19,3,0.01,0.04
ENSNVIG00000015832,ENSNVIT00000023523,5487,5332.19,412,1.09,3.94
ENSNVIG00000015833,ENSNVIT00000023539,2427,2272.19,216,1.35,4.85
ENSNVIG00000015834,"ENSNVIT00000023531,ENSNVIT00000023541",1516.67,1361.87,276,2.87,10.35
ENSNVIG00000015835,ENSNVIT00000023550,1827,1672.19,55,0.47,1.68
ENSNVIG00000015836,ENSNVIT00000023549,2163,2008.19,176,1.24,4.47
ENSNVIG00000015837,ENSNVIT00000023707,4530,4375.19,538,1.74,6.28
ENSNVIG00000015838,ENSNVIT00000023530,600,445.2,0,0,0
ENSNVIG00000015839,ENSNVIT00000023538,606,451.2,0,0,0
ENSNVIG00000015840,ENSNVIT00000023671,7761,7606.19,26,0.05,0.17
ENSNVIG00000015841,"ENSNVIT00000026208,ENSNVIT00000026225,ENSNVIT00000026232,ENSNVIT00000026245,ENSNVIT00000026263",5231.91,5077.1,111,0.31,1.12
ENSNVIG00000015842,"ENSNVIT00000023551,ENSNVIT00000023552",462,307.29,15,0.69,2.49
ENSNVIG00000015843,ENSNVIT00000023543,1053,898.19,48,0.76,2.73
ENSNVIG00000015844,ENSNVIT00000023561,848,693.19,214,4.37,15.76
ENSNVIG00000015845,ENSNVIT00000023548,1841,1686.19,400.91,3.37,12.14
ENSNVIG00000015846,ENSNVIT00000023606,6545,6390.19,271,0.6,2.17
ENSNVIG00000015847,"ENSNVIT00000023611,ENSNVIT00000023625",1364.68,1209.87,585,6.85,24.69
ENSNVIG00000015848,ENSNVIT00000023555,378,223.69,14,0.89,3.2
ENSNVIG00000015849,ENSNVIT00000023559,1056,901.19,1,0.02,0.06
ENSNVIG00000015851,ENSNVIT00000023564,723,568.19,1,0.02,0.09
ENSNVIG00000015852,ENSNVIT00000023553,343,189.16,0,0,0
ENSNVIG00000015853,"ENSNVIT00000023563,ENSNVIT00000023575",1633.53,1478.72,235,2.25,8.11
ENSNVIG00000015854,ENSNVIT00000023609,4728,4573.19,9,0.03,0.1
ENSNVIG00000015855,"ENSNVIT00000023755,ENSNVIT00000023757",5466,5311.19,25,0.07,0.24
ENSNVIG00000015856,"ENSNVIT00000023696,ENSNVIT00000023699,ENSNVIT00000023700,ENSNVIT00000023702",2415,2260.19,0,0,0
ENSNVIG00000015857,ENSNVIT00000023626,3591,3436.19,715,2.95,10.62
ENSNVIG00000015858,ENSNVIT00000023568,1855,1700.19,1107,9.22,33.24
ENSNVIG00000015859,ENSNVIT00000023582,1854,1699.19,551,4.59,16.56
ENSNVIG00000015860,ENSNVIT00000023571,582,427.2,0,0,0
ENSNVIG00000015861,ENSNVIT00000023567,110,5.64,0,0,0
ENSNVIG00000015862,"ENSNVIT00000023607,ENSNVIT00000023624,ENSNVIT00000023647",1399,1244.19,857,9.76,35.17
ENSNVIG00000015863,"ENSNVIT00000023712,ENSNVIT00000023717,ENSNVIT00000023732",2067,1912.19,48,0.36,1.28
ENSNVIG00000015864,ENSNVIT00000023580,1041,886.19,3,0.05,0.17
ENSNVIG00000015865,ENSNVIT00000023581,372,217.75,2,0.13,0.47
ENSNVIG00000015866,ENSNVIT00000023574,100,3.32,0,0,0
ENSNVIG00000015867,"ENSNVIT00000023612,ENSNVIT00000023628",1506,1351.19,102,1.07,3.85
ENSNVIG00000015868,"ENSNVIT00000023620,ENSNVIT00000023634,ENSNVIT00000023646",3158.5,3003.69,2360,11.13,40.11
ENSNVIG00000015869,ENSNVIT00000023585,726,571.19,0,0,0
ENSNVIG00000015870,ENSNVIT00000023617,2814,2659.19,1253,6.67,24.06
ENSNVIG00000015871,ENSNVIT00000023586,390,235.59,10,0.6,2.17
ENSNVIG00000015872,ENSNVIT00000023593,864,709.19,261,5.21,18.79
ENSNVIG00000015873,ENSNVIT00000023629,1071,916.19,15,0.23,0.84
ENSNVIG00000015874,ENSNVIT00000023594,300,147.29,3.85,0.37,1.33
ENSNVIG00000015875,ENSNVIT00000023588,1877,1722.19,206,1.69,6.11
ENSNVIG00000015876,"ENSNVIT00000023589,ENSNVIT00000023610",3262.3,3107.5,557,2.54,9.15
ENSNVIG00000015877,ENSNVIT00000023666,5004,4849.19,3437,10.04,36.19
ENSNVIG00000015878,ENSNVIT00000023608,1935,1780.19,262,2.08,7.51
ENSNVIG00000015879,"ENSNVIT00000023752,ENSNVIT00000023764,ENSNVIT00000023771,ENSNVIT00000023815",1893.87,1739.06,168,1.37,4.93
ENSNVIG00000015880,ENSNVIT00000023605,670,515.2,7,0.19,0.69
ENSNVIG00000015881,ENSNVIT00000023597,114,6.78,2,4.18,15.06
ENSNVIG00000015882,"ENSNVIT00000023601,ENSNVIT00000023604",2169,2014.19,2671,18.78,67.7
ENSNVIG00000015883,"ENSNVIT00000023602,ENSNVIT00000023613",1056,901.19,199,3.13,11.27
ENSNVIG00000015884,"ENSNVIT00000023619,ENSNVIT00000023631",525.2,370.42,4314.4,164.99,594.64
ENSNVIG00000015885,ENSNVIT00000023656,2622,2467.19,4,0.02,0.08
ENSNVIG00000015887,ENSNVIT00000023641,1122,967.19,154,2.26,8.13
ENSNVIG00000015888,ENSNVIT00000023627,135,14.82,0,0,0
ENSNVIG00000015889,ENSNVIT00000023638,648,493.2,1,0.03,0.1
ENSNVIG00000015890,ENSNVIT00000023632,675,520.2,0,0,0
ENSNVIG00000015891,ENSNVIT00000023633,211,66.07,4,0.86,3.09
ENSNVIG00000015892,ENSNVIT00000023637,1340,1185.19,1023,12.23,44.07
ENSNVIG00000015893,ENSNVIT00000023635,243,93.85,1,0.15,0.54
ENSNVIG00000015894,ENSNVIT00000023639,243,93.85,9,1.36,4.9
ENSNVIG00000015895,"ENSNVIT00000023867,ENSNVIT00000023915,ENSNVIT00000023941,ENSNVIT00000023964",3991.02,3836.22,16010,59.12,213.07
ENSNVIG00000015896,ENSNVIT00000023644,1269,1114.19,0,0,0
ENSNVIG00000015897,ENSNVIT00000023643,234,85.82,33.66,5.56,20.03
ENSNVIG00000015898,"ENSNVIT00000023675,ENSNVIT00000023688",1611.58,1456.78,59,0.57,2.07
ENSNVIG00000015899,"ENSNVIT00000023645,ENSNVIT00000023657,ENSNVIT00000023672",4474,4319.19,533,1.75,6.3
ENSNVIG00000015900,ENSNVIT00000023670,1899,1744.19,15,0.12,0.44
ENSNVIG00000015901,"ENSNVIT00000023651,ENSNVIT00000023660,ENSNVIT00000023676",311.55,167.43,223,18.87,68
ENSNVIG00000015902,ENSNVIT00000023649,1125,970.19,0,0,0
ENSNVIG00000015903,ENSNVIT00000023640,1176,1021.19,115,1.6,5.75
ENSNVIG00000015904,ENSNVIT00000023655,1296,1141.19,130,1.61,5.82
ENSNVIG00000015905,ENSNVIT00000023652,981,826.19,22,0.38,1.36
ENSNVIG00000015906,ENSNVIT00000023642,122,9.44,0,0,0
ENSNVIG00000015907,ENSNVIT00000023654,747,592.19,3,0.07,0.26
ENSNVIG00000015908,ENSNVIT00000023653,1587,1432.19,141,1.39,5.03
ENSNVIG00000015909,ENSNVIT00000023658,456,301.3,0,0,0
ENSNVIG00000015910,ENSNVIT00000023648,351,197.03,1,0.07,0.26
ENSNVIG00000015911,ENSNVIT00000023659,1316,1161.19,1025,12.5,45.07
ENSNVIG00000015912,ENSNVIT00000023664,969,814.19,54.08,0.94,3.39
ENSNVIG00000015913,"ENSNVIT00000023714,ENSNVIT00000023716",882,727.19,240,4.67,16.85
ENSNVIG00000015914,"ENSNVIT00000023665,ENSNVIT00000023679,ENSNVIT00000023705",4073.3,3918.5,731,2.64,9.52
ENSNVIG00000015915,ENSNVIT00000023667,867,712.19,14592.15,290.23,1046.03
ENSNVIG00000015916,ENSNVIT00000023668,1764,1609.19,0,0,0
ENSNVIG00000015917,ENSNVIT00000023661,576,421.2,6,0.2,0.73
ENSNVIG00000015918,ENSNVIT00000023650,107,4.87,2.89,8.41,30.3
ENSNVIG00000015919,ENSNVIT00000023669,1422,1267.19,0,0,0
ENSNVIG00000015920,ENSNVIT00000023685,3115,2960.19,268,1.28,4.62
ENSNVIG00000015921,ENSNVIT00000023673,1260,1105.19,63,0.81,2.91
ENSNVIG00000015922,ENSNVIT00000023663,2714,2559.19,1352,7.48,26.97
ENSNVIG00000015923,ENSNVIT00000023691,2802,2647.19,1,0.01,0.02
ENSNVIG00000015924,"ENSNVIT00000024138,ENSNVIT00000024156,ENSNVIT00000024160,ENSNVIT00000024178",3289.32,3134.52,1380,6.24,22.48
ENSNVIG00000015925,ENSNVIT00000023662,1659,1504.19,69,0.65,2.34
ENSNVIG00000015926,"ENSNVIT00000023684,ENSNVIT00000023704,ENSNVIT00000023738",1693.6,1538.8,996,9.17,33.04
ENSNVIG00000015927,"ENSNVIT00000023703,ENSNVIT00000023745",578.95,424.15,236,7.88,28.41
ENSNVIG00000015928,"ENSNVIT00000023770,ENSNVIT00000023775,ENSNVIT00000023780",2778.31,2623.5,707,3.82,13.76
ENSNVIG00000015929,"ENSNVIT00000023866,ENSNVIT00000023909,ENSNVIT00000023942",1479,1324.19,0,0,0
ENSNVIG00000015930,ENSNVIT00000023689,1128,973.19,3,0.04,0.16
ENSNVIG00000015931,"ENSNVIT00000024290,ENSNVIT00000024301,ENSNVIT00000024317,ENSNVIT00000024333",6134.94,5980.13,614,1.45,5.24
ENSNVIG00000015932,"ENSNVIT00000024021,ENSNVIT00000024038",4683.9,4529.09,96,0.3,1.08
ENSNVIG00000015933,ENSNVIT00000023678,90,1.74,0,0,0
ENSNVIG00000015934,ENSNVIT00000023682,1137,982.19,22,0.32,1.14
ENSNVIG00000015935,ENSNVIT00000023683,2021,1866.19,181,1.37,4.95
ENSNVIG00000015936,ENSNVIT00000023709,903,748.19,151,2.86,10.3
ENSNVIG00000015937,ENSNVIT00000023734,867,712.19,0,0,0
ENSNVIG00000015938,"ENSNVIT00000023693,ENSNVIT00000023698,ENSNVIT00000023711",1337,1182.19,12,0.14,0.52
