gene_id,transcript_id(s),length,effective_length,expected_count,TPM,FPKM
ENSNVIG00000009129,ENSNVIT00000013515,3906,3733.33,1995,7.1,28.44
ENSNVIG00000009130,"ENSNVIT00000013513,ENSNVIT00000013545",933.79,761.12,1865,32.54,130.42
ENSNVIG00000009131,ENSNVIT00000013498,855,682.33,3,0.06,0.23
ENSNVIG00000009132,ENSNVIT00000013517,1659,1486.33,133,1.19,4.76
ENSNVIG00000009133,"ENSNVIT00000013529,ENSNVIT00000013537",1727.06,1554.39,33,0.28,1.13
ENSNVIG00000009134,ENSNVIT00000013503,92,1.08,0,0,0
ENSNVIG00000009135,ENSNVIT00000013497,2136,1963.33,0,0,0
ENSNVIG00000009136,"ENSNVIT00000013533,ENSNVIT00000013539",3021,2848.33,0,0,0
ENSNVIG00000009137,ENSNVIT00000013505,1821,1648.33,64,0.52,2.07
ENSNVIG00000009138,"ENSNVIT00000013632,ENSNVIT00000013651",3862.89,3690.22,294,1.06,4.24
ENSNVIG00000009139,"ENSNVIT00000013521,ENSNVIT00000013536",1527,1354.33,93,0.91,3.66
ENSNVIG00000009140,"ENSNVIT00000013531,ENSNVIT00000013549",3592.24,3419.57,705,2.74,10.97
ENSNVIG00000009141,ENSNVIT00000013507,1076,903.33,0,0,0
ENSNVIG00000009142,ENSNVIT00000013508,93,1.16,0,0,0
ENSNVIG00000009143,ENSNVIT00000013518,1344,1171.33,12,0.14,0.55
ENSNVIG00000009144,ENSNVIT00000013519,1584,1411.33,5,0.05,0.19
ENSNVIG00000009145,"ENSNVIT00000013526,ENSNVIT00000013543",3084.84,2912.16,164,0.75,3
ENSNVIG00000009146,"ENSNVIT00000013530,ENSNVIT00000013571,ENSNVIT00000013577,ENSNVIT00000013593",744,571.33,1030,23.94,95.96
ENSNVIG00000009147,"ENSNVIT00000013561,ENSNVIT00000013605,ENSNVIT00000013627,ENSNVIT00000013636",3321.39,3148.72,1114,4.7,18.83
ENSNVIG00000009148,ENSNVIT00000013557,1938,1765.33,140,1.05,4.22
ENSNVIG00000009149,ENSNVIT00000013544,273,105.06,8,1.01,4.05
ENSNVIG00000009150,ENSNVIT00000013550,2103,1930.33,232,1.6,6.4
ENSNVIG00000009151,"ENSNVIT00000013570,ENSNVIT00000013574",1166.97,994.3,188,2.51,10.06
ENSNVIG00000009152,"ENSNVIT00000013582,ENSNVIT00000013585",1617,1444.33,3,0.03,0.11
ENSNVIG00000009153,ENSNVIT00000013563,1500,1327.33,4348.71,43.51,174.39
ENSNVIG00000009154,ENSNVIT00000013553,129,7.42,0,0,0
ENSNVIG00000009155,"ENSNVIT00000013681,ENSNVIT00000013686,ENSNVIT00000013692,ENSNVIT00000013696,ENSNVIT00000013701",1942.2,1769.53,0,0,0
ENSNVIG00000009156,ENSNVIT00000013555,3318,3145.33,34,0.14,0.58
ENSNVIG00000009157,ENSNVIT00000013551,992,819.33,604,9.79,39.24
ENSNVIG00000009158,ENSNVIT00000013569,801,628.33,1,0.02,0.08
ENSNVIG00000009159,ENSNVIT00000013552,106,2.57,0,0,0
ENSNVIG00000009160,"ENSNVIT00000013558,ENSNVIT00000013559",847.53,674.86,52,1.02,4.1
ENSNVIG00000009161,"ENSNVIT00000013603,ENSNVIT00000013610",1791,1618.33,237,1.94,7.8
ENSNVIG00000009162,"ENSNVIT00000013648,ENSNVIT00000013702,ENSNVIT00000013741",4435.67,4262.99,135,0.42,1.69
ENSNVIG00000009163,ENSNVIT00000013584,915,742.33,1205,21.56,86.4
ENSNVIG00000009164,"ENSNVIT00000013576,ENSNVIT00000013581",1437,1264.33,19,0.2,0.8
ENSNVIG00000009165,"ENSNVIT00000013566,ENSNVIT00000013568",1759.26,1586.59,372,3.11,12.48
ENSNVIG00000009166,ENSNVIT00000013589,4896,4723.33,173,0.49,1.95
ENSNVIG00000009167,"ENSNVIT00000013668,ENSNVIT00000013725,ENSNVIT00000013730",2681.22,2508.55,434,2.3,9.21
ENSNVIG00000009168,ENSNVIT00000013801,8562,8389.33,7314,11.58,46.4
ENSNVIG00000009169,"ENSNVIT00000013722,ENSNVIT00000013729",1835.35,1662.68,200,1.6,6.4
ENSNVIG00000009170,ENSNVIT00000013572,306,135.96,0,0,0
ENSNVIG00000009171,"ENSNVIT00000013591,ENSNVIT00000013625",730.5,557.84,0,0,0
ENSNVIG00000009172,"ENSNVIT00000013578,ENSNVIT00000013587",1474.49,1301.81,2115,21.58,86.48
ENSNVIG00000009173,ENSNVIT00000013597,1816,1643.33,1693,13.68,54.84
ENSNVIG00000009174,ENSNVIT00000013573,165,22.06,0,0,0
ENSNVIG00000009175,ENSNVIT00000013575,244,79.21,0,0,0
ENSNVIG00000009176,ENSNVIT00000013579,108,2.86,0,0,0
ENSNVIG00000009177,ENSNVIT00000013588,1260,1087.33,41,0.5,2.01
ENSNVIG00000009178,ENSNVIT00000013640,1257,1084.33,49,0.6,2.41
ENSNVIG00000009180,ENSNVIT00000013586,1891,1718.33,613,4.74,18.99
ENSNVIG00000009181,ENSNVIT00000013665,3690,3517.33,1083,4.09,16.39
ENSNVIG00000009183,ENSNVIT00000013595,258,91.49,0,0,0
ENSNVIG00000009184,ENSNVIT00000013598,1284,1111.33,38,0.45,1.82
ENSNVIG00000009185,ENSNVIT00000013617,954,781.33,78,1.33,5.31
ENSNVIG00000009186,"ENSNVIT00000013699,ENSNVIT00000013734,ENSNVIT00000013739",1873,1700.33,282,2.2,8.83
ENSNVIG00000009187,ENSNVIT00000013600,1064,891.33,510,7.6,30.46
ENSNVIG00000009188,ENSNVIT00000013608,2204,2031.33,1789,11.7,46.88
ENSNVIG00000009189,ENSNVIT00000013604,420,247.64,0,0,0
ENSNVIG00000009190,ENSNVIT00000013607,4482,4309.33,2245,6.92,27.73
ENSNVIG00000009191,"ENSNVIT00000013673,ENSNVIT00000013675,ENSNVIT00000013679",1278,1105.33,18,0.22,0.87
ENSNVIG00000009192,ENSNVIT00000013606,1506,1333.33,0,0,0
ENSNVIG00000009193,"ENSNVIT00000013768,ENSNVIT00000013773,ENSNVIT00000013776",1527,1354.33,19,0.19,0.75
ENSNVIG00000009195,ENSNVIT00000013626,1761,1588.33,0,0,0
ENSNVIG00000009196,ENSNVIT00000013614,1046,873.33,920,13.99,56.07
ENSNVIG00000009197,"ENSNVIT00000014014,ENSNVIT00000014047,ENSNVIT00000014063",5487.62,5314.95,5453,13.63,54.61
ENSNVIG00000009198,"ENSNVIT00000013623,ENSNVIT00000013633",1904.25,1731.58,1539,11.8,47.31
ENSNVIG00000009200,ENSNVIT00000013620,122,5.59,0,0,0
ENSNVIG00000009201,ENSNVIT00000013972,5537,5364.33,964,2.39,9.57
ENSNVIG00000009202,"ENSNVIT00000013641,ENSNVIT00000013655",2783.55,2610.88,921,4.68,18.78
ENSNVIG00000009203,ENSNVIT00000013621,106,2.57,0,0,0
ENSNVIG00000009204,"ENSNVIT00000013635,ENSNVIT00000013637",1307.31,1134.64,22,0.26,1.03
ENSNVIG00000009205,"ENSNVIT00000013680,ENSNVIT00000013748,ENSNVIT00000013756",3671.75,3499.08,12,0.05,0.18
ENSNVIG00000009206,"ENSNVIT00000013647,ENSNVIT00000013662,ENSNVIT00000013666",3246,3073.33,182,0.79,3.15
ENSNVIG00000009207,"ENSNVIT00000013788,ENSNVIT00000013798,ENSNVIT00000013806",1572.66,1399.99,162,1.54,6.16
ENSNVIG00000009208,ENSNVIT00000013631,554,381.35,774,26.96,108.03
ENSNVIG00000009209,ENSNVIT00000013630,528,355.37,0,0,0
ENSNVIG00000009210,ENSNVIT00000013624,189,36.51,13,4.73,18.95
ENSNVIG00000009211,"ENSNVIT00000013774,ENSNVIT00000013780,ENSNVIT00000013787,ENSNVIT00000013820",2655,2482.33,333,1.78,7.14
ENSNVIG00000009212,"ENSNVIT00000013892,ENSNVIT00000013903,ENSNVIT00000013908,ENSNVIT00000013926,ENSNVIT00000013963",3118.62,2945.95,570,2.57,10.3
ENSNVIG00000009213,"ENSNVIT00000013732,ENSNVIT00000013743",1479,1306.33,0,0,0
ENSNVIG00000009214,"ENSNVIT00000013738,ENSNVIT00000013827",4426.49,4253.82,636,1.99,7.96
ENSNVIG00000009215,"ENSNVIT00000013652,ENSNVIT00000013654",594,421.36,0,0,0
ENSNVIG00000009216,"ENSNVIT00000014442,ENSNVIT00000014457,ENSNVIT00000014494,ENSNVIT00000014517,ENSNVIT00000014536",3975,3802.33,13,0.05,0.18
ENSNVIG00000009217,"ENSNVIT00000014249,ENSNVIT00000014260,ENSNVIT00000014307",3331.58,3158.91,294,1.24,4.95
ENSNVIG00000009218,"ENSNVIT00000014130,ENSNVIT00000014148,ENSNVIT00000014182,ENSNVIT00000014210",3069,2896.33,0,0,0
ENSNVIG00000009219,ENSNVIT00000013653,351,179.48,1,0.07,0.3
ENSNVIG00000009220,ENSNVIT00000013634,103,2.17,0,0,0
ENSNVIG00000009221,ENSNVIT00000013644,1260,1087.33,827.65,10.11,40.52
ENSNVIG00000009222,"ENSNVIT00000013697,ENSNVIT00000013718",2244.23,2071.56,5069,32.5,130.24
ENSNVIG00000009223,ENSNVIT00000013638,210,51.53,1.07,0.28,1.1
ENSNVIG00000009224,"ENSNVIT00000013688,ENSNVIT00000013695",2211,2038.33,2440,15.9,63.72
ENSNVIG00000009225,ENSNVIT00000013639,1752,1579.33,0,0,0
ENSNVIG00000009226,ENSNVIT00000013643,2372,2199.33,177,1.07,4.28
ENSNVIG00000009227,"ENSNVIT00000013683,ENSNVIT00000013684,ENSNVIT00000013687",2487,2314.33,12,0.07,0.28
ENSNVIG00000009228,ENSNVIT00000013646,1647,1474.33,0,0,0
ENSNVIG00000009229,ENSNVIT00000013657,2373,2200.33,18,0.11,0.44
ENSNVIG00000009230,ENSNVIT00000013649,2774,2601.33,613,3.13,12.54
ENSNVIG00000009231,ENSNVIT00000013659,2057,1884.33,173,1.22,4.89
ENSNVIG00000009232,ENSNVIT00000013740,6015,5842.33,1434,3.26,13.06
ENSNVIG00000009233,ENSNVIT00000013672,822,649.33,225,4.6,18.44
ENSNVIG00000009234,"ENSNVIT00000013658,ENSNVIT00000013660,ENSNVIT00000013707",1032.19,859.53,1521,23.5,94.19
ENSNVIG00000009235,ENSNVIT00000013664,384,211.95,0,0,0
ENSNVIG00000009236,ENSNVIT00000013669,504,331.39,82,3.29,13.17
ENSNVIG00000009237,"ENSNVIT00000013671,ENSNVIT00000013709",3532.77,3360.1,1857,7.34,29.42
ENSNVIG00000009238,ENSNVIT00000013667,121,5.35,0,0,0
ENSNVIG00000009239,ENSNVIT00000013661,164,21.54,0,0,0
ENSNVIG00000009240,"ENSNVIT00000013690,ENSNVIT00000013703,ENSNVIT00000013713",654.93,482.29,387,10.66,42.71
ENSNVIG00000009241,"ENSNVIT00000019674,ENSNVIT00000020125,ENSNVIT00000020496,ENSNVIT00000020604,ENSNVIT00000020668,ENSNVIT00000020680,ENSNVIT00000020713,ENSNVIT00000020754,ENSNVIT00000020946,ENSNVIT00000021050",5200.94,5028.27,1005,2.65,10.64
ENSNVIG00000009242,ENSNVIT00000013670,189,36.51,7,2.55,10.21
ENSNVIG00000009243,ENSNVIT00000013674,867,694.33,9,0.17,0.69
ENSNVIG00000009244,ENSNVIT00000013682,966,793.33,0,0,0
ENSNVIG00000009245,"ENSNVIT00000015241,ENSNVIT00000015250,ENSNVIT00000015271,ENSNVIT00000015281,ENSNVIT00000015305,ENSNVIT00000015318",2951.13,2778.46,1651,7.89,31.63
ENSNVIG00000009246,ENSNVIT00000013678,795,622.33,5,0.11,0.43
ENSNVIG00000009247,ENSNVIT00000013677,1505,1332.33,323,3.22,12.9
ENSNVIG00000009248,ENSNVIT00000013711,4098,3925.33,174,0.59,2.36
ENSNVIG00000009249,"ENSNVIT00000013698,ENSNVIT00000013719",766.5,593.84,0,0,0
ENSNVIG00000009250,"ENSNVIT00000013721,ENSNVIT00000013724",683.89,511.23,333,8.65,34.67
ENSNVIG00000009251,"ENSNVIT00000013689,ENSNVIT00000013693",300,130.26,28,2.85,11.44
ENSNVIG00000009252,ENSNVIT00000013685,3374,3201.33,774,3.21,12.87
ENSNVIG00000009253,ENSNVIT00000013706,3937,3764.33,121,0.43,1.71
ENSNVIG00000009254,"ENSNVIT00000013710,ENSNVIT00000013716",990,817.33,263,4.27,17.13
ENSNVIG00000009256,ENSNVIT00000013694,366,194.2,0,0,0
ENSNVIG00000009257,ENSNVIT00000013704,852,679.33,31,0.61,2.43
ENSNVIG00000009258,ENSNVIT00000013708,651,478.33,20.07,0.56,2.23
ENSNVIG00000009259,ENSNVIT00000013700,107,2.71,0,0,0
ENSNVIG00000009260,ENSNVIT00000013712,510,337.38,15,0.59,2.37
ENSNVIG00000009261,ENSNVIT00000013705,107,2.71,0,0,0
ENSNVIG00000009262,"ENSNVIT00000014654,ENSNVIT00000014694,ENSNVIT00000014711,ENSNVIT00000014725,ENSNVIT00000014728",3408.14,3235.47,91,0.37,1.5
ENSNVIG00000009263,ENSNVIT00000013714,124,6.08,0,0,0
ENSNVIG00000009264,ENSNVIT00000013717,252,86.18,1,0.15,0.62
ENSNVIG00000009265,ENSNVIT00000013728,4741,4568.33,1010,2.94,11.77
ENSNVIG00000009266,ENSNVIT00000013715,234,70.72,0,0,0
ENSNVIG00000009267,ENSNVIT00000013733,567,394.35,515,17.34,69.51
ENSNVIG00000009268,ENSNVIT00000013744,2535,2362.33,31,0.17,0.7
ENSNVIG00000009269,"ENSNVIT00000013782,ENSNVIT00000013837",2925.38,2752.71,1740,8.4,33.65
ENSNVIG00000009270,"ENSNVIT00000013790,ENSNVIT00000013835",4357.28,4184.61,3998,12.69,50.85
ENSNVIG00000009271,ENSNVIT00000013720,114,3.88,0,0,0
ENSNVIG00000009272,"ENSNVIT00000013831,ENSNVIT00000013842,ENSNVIT00000013867,ENSNVIT00000013886",909.75,737.08,0,0,0
ENSNVIG00000009273,ENSNVIT00000013727,162,20.5,0,0,0
ENSNVIG00000009274,ENSNVIT00000013736,543,370.36,863,30.95,124.03
ENSNVIG00000009275,ENSNVIT00000013726,99,1.71,0,0,0
ENSNVIG00000009276,ENSNVIT00000013737,1086,913.33,3,0.04,0.17
ENSNVIG00000009277,"ENSNVIT00000013946,ENSNVIT00000013978,ENSNVIT00000014022",4644.28,4471.61,570,1.69,6.78
ENSNVIG00000009278,"ENSNVIT00000013747,ENSNVIT00000013771",3134,2961.33,966,4.33,17.36
ENSNVIG00000009279,ENSNVIT00000013731,246,80.94,0,0,0
ENSNVIG00000009280,ENSNVIT00000013753,894,721.33,2,0.04,0.15
ENSNVIG00000009281,ENSNVIT00000013735,2913,2740.33,3,0.01,0.06
ENSNVIG00000009282,ENSNVIT00000013759,1815,1642.33,28,0.23,0.91
ENSNVIG00000009283,"ENSNVIT00000013791,ENSNVIT00000013796",2937.69,2765.02,1377,6.61,26.51
ENSNVIG00000009284,ENSNVIT00000013751,999,826.33,2025.41,32.55,130.47
ENSNVIG00000009285,"ENSNVIT00000013742,ENSNVIT00000013750",1327.29,1154.62,358,4.12,16.5
ENSNVIG00000009286,ENSNVIT00000013755,888,715.33,0,0,0
ENSNVIG00000009287,"ENSNVIT00000013925,ENSNVIT00000013936",2917.64,2744.97,247,1.2,4.79
ENSNVIG00000009288,ENSNVIT00000013749,1266,1093.33,179,2.17,8.71
ENSNVIG00000009289,"ENSNVIT00000013797,ENSNVIT00000013803",1896.15,1723.48,172,1.33,5.31
ENSNVIG00000009290,"ENSNVIT00000013746,ENSNVIT00000013765",916.24,743.7,1250,22.32,89.46
ENSNVIG00000009291,ENSNVIT00000013745,2339,2166.33,78,0.48,1.92
ENSNVIG00000009292,"ENSNVIT00000014400,ENSNVIT00000014453,ENSNVIT00000014490,ENSNVIT00000014523,ENSNVIT00000014586,ENSNVIT00000014623",3751.47,3578.8,436,1.62,6.48
ENSNVIG00000009293,"ENSNVIT00000013757,ENSNVIT00000013766",1316.97,1144.3,935,10.85,43.49
ENSNVIG00000009294,"ENSNVIT00000014151,ENSNVIT00000014188,ENSNVIT00000014207,ENSNVIT00000014233,ENSNVIT00000014238",5634.19,5461.52,92,0.22,0.9
ENSNVIG00000009295,ENSNVIT00000013762,1119,946.33,0,0,0
ENSNVIG00000009296,"ENSNVIT00000013781,ENSNVIT00000013792,ENSNVIT00000013804",3333.45,3160.78,150,0.63,2.53
ENSNVIG00000009297,ENSNVIT00000013754,103,2.17,0,0,0
ENSNVIG00000009298,ENSNVIT00000013758,102,2.05,0,0,0
ENSNVIG00000009299,ENSNVIT00000013761,99,1.71,0,0,0
ENSNVIG00000009300,"ENSNVIT00000013808,ENSNVIT00000013818",1719,1546.33,139,1.19,4.78
ENSNVIG00000009301,"ENSNVIT00000013764,ENSNVIT00000013779",697.32,524.65,1197.99,30.33,121.54
ENSNVIG00000009302,ENSNVIT00000013763,1736,1563.33,15,0.13,0.51
ENSNVIG00000009303,ENSNVIT00000013772,1078,905.33,0,0,0
ENSNVIG00000009304,ENSNVIT00000013770,204,47.04,1,0.28,1.13
ENSNVIG00000009305,ENSNVIT00000013769,2022,1849.33,513,3.68,14.77
ENSNVIG00000009306,"ENSNVIT00000013848,ENSNVIT00000013862",3295.45,3122.78,457,1.94,7.79
ENSNVIG00000009307,ENSNVIT00000013839,1101,928.33,0,0,0
ENSNVIG00000009308,ENSNVIT00000013784,1095,922.33,327,4.71,18.87
ENSNVIG00000009309,ENSNVIT00000013778,246,80.94,8,1.31,5.26
ENSNVIG00000009310,ENSNVIT00000013785,1037,864.33,208,3.2,12.81
ENSNVIG00000009311,ENSNVIT00000013809,2523,2350.33,1850,10.45,41.9
ENSNVIG00000009312,ENSNVIT00000013777,948,775.33,282,4.83,19.36
ENSNVIG00000009313,"ENSNVIT00000013793,ENSNVIT00000013824,ENSNVIT00000013854,ENSNVIT00000013860,ENSNVIT00000013882",3522,3349.33,136,0.54,2.16
ENSNVIG00000009314,"ENSNVIT00000013795,ENSNVIT00000013799",573.44,400.79,205,6.79,27.23
ENSNVIG00000009315,"ENSNVIT00000013786,ENSNVIT00000013813,ENSNVIT00000013838,ENSNVIT00000013859",6315.49,6142.82,668,1.44,5.79
ENSNVIG00000009316,ENSNVIT00000013789,294,124.6,1,0.11,0.43
ENSNVIG00000009317,ENSNVIT00000013783,804,631.33,245,5.15,20.66
ENSNVIG00000009318,"ENSNVIT00000013875,ENSNVIT00000013895",1680,1507.33,3,0.03,0.11
ENSNVIG00000009319,"ENSNVIT00000014121,ENSNVIT00000014132,ENSNVIT00000014145",2082,1909.33,10,0.07,0.28
ENSNVIG00000009320,"ENSNVIT00000013807,ENSNVIT00000013826,ENSNVIT00000013864,ENSNVIT00000013865",1721.99,1549.32,750,6.43,25.77
ENSNVIG00000009321,ENSNVIT00000013805,573,400.35,3,0.1,0.4
ENSNVIG00000009323,ENSNVIT00000013828,1383,1210.33,31,0.34,1.36
ENSNVIG00000009324,"ENSNVIT00000013846,ENSNVIT00000013866",1245.4,1072.73,197,2.44,9.77
ENSNVIG00000009325,ENSNVIT00000013812,1623,1450.33,51,0.47,1.87
ENSNVIG00000009326,ENSNVIT00000013800,121,5.35,0,0,0
ENSNVIG00000009327,ENSNVIT00000013802,129,7.42,0,0,0
ENSNVIG00000009328,ENSNVIT00000013832,1215,1042.33,161,2.05,8.22
ENSNVIG00000009329,"ENSNVIT00000013810,ENSNVIT00000013811",1029.5,856.83,0,0,0
ENSNVIG00000009330,ENSNVIT00000013819,1362,1189.33,0,0,0
ENSNVIG00000009331,ENSNVIT00000013816,281,112.44,0,0,0
ENSNVIG00000009332,"ENSNVIT00000013851,ENSNVIT00000013857",2055,1882.33,492,3.47,13.91
ENSNVIG00000009333,"ENSNVIT00000013814,ENSNVIT00000013815,ENSNVIT00000013817,ENSNVIT00000013821,ENSNVIT00000013822",897.2,724.53,0,0,0
ENSNVIG00000009334,ENSNVIT00000013845,1086,913.33,28,0.41,1.63
ENSNVIG00000009335,ENSNVIT00000013834,282,113.37,0,0,0
ENSNVIG00000009336,ENSNVIT00000013836,1047,874.33,216,3.28,13.15
ENSNVIG00000009337,ENSNVIT00000013829,1080,907.33,17,0.25,1
ENSNVIG00000009338,ENSNVIT00000013823,108,2.86,0,0,0
ENSNVIG00000009339,"ENSNVIT00000013849,ENSNVIT00000013856",2910,2737.33,102,0.49,1.98
ENSNVIG00000009341,ENSNVIT00000013830,285,116.16,4,0.46,1.83
ENSNVIG00000009342,ENSNVIT00000013881,3831,3658.33,858,3.11,12.48
ENSNVIG00000009343,ENSNVIT00000013833,322,151.3,0,0,0
ENSNVIG00000009344,ENSNVIT00000013843,960,787.33,213,3.59,14.4
ENSNVIG00000009345,ENSNVIT00000013877,1443,1270.33,2,0.02,0.08
ENSNVIG00000009346,"ENSNVIT00000013888,ENSNVIT00000013894",969.77,797.1,448,7.46,29.92
ENSNVIG00000009347,ENSNVIT00000013847,279,110.59,11,1.32,5.29
ENSNVIG00000009348,ENSNVIT00000013850,471,298.44,1375,61.19,245.23
ENSNVIG00000009349,ENSNVIT00000013868,804,631.33,0,0,0
ENSNVIG00000009350,ENSNVIT00000013840,135,9.24,0,0,0
ENSNVIG00000009351,ENSNVIT00000013855,1436,1263.33,7,0.07,0.29
ENSNVIG00000009352,ENSNVIT00000013841,114,3.88,0,0,0
ENSNVIG00000009353,ENSNVIT00000013844,99,1.71,0,0,0
ENSNVIG00000009355,ENSNVIT00000013852,104,2.3,0,0,0
ENSNVIG00000009356,"ENSNVIT00000013970,ENSNVIT00000013984",1683,1510.33,0,0,0
ENSNVIG00000009357,"ENSNVIT00000013876,ENSNVIT00000013900",1672,1499.33,273,2.42,9.69
ENSNVIG00000009358,"ENSNVIT00000013878,ENSNVIT00000013901",508.5,335.92,0,0,0
ENSNVIG00000009359,ENSNVIT00000013863,1623,1450.33,438,4.01,16.07
ENSNVIG00000009360,ENSNVIT00000013871,1185,1012.33,82,1.08,4.31
ENSNVIG00000009361,ENSNVIT00000013874,1164,991.33,34,0.46,1.83
ENSNVIG00000009362,"ENSNVIT00000013885,ENSNVIT00000013898",1290,1117.33,545,6.48,25.96
ENSNVIG00000009363,ENSNVIT00000013887,2286,2113.33,7,0.04,0.18
ENSNVIG00000009364,ENSNVIT00000013861,107,2.71,0,0,0
ENSNVIG00000009365,ENSNVIT00000013858,2437,2264.33,1288,7.55,30.28
ENSNVIG00000009366,"ENSNVIT00000013873,ENSNVIT00000013890",2618,2445.33,319,1.73,6.94
ENSNVIG00000009367,ENSNVIT00000013870,501,328.39,0,0,0
ENSNVIG00000009368,"ENSNVIT00000013930,ENSNVIT00000013938",1778.58,1605.91,606,5.01,20.09
ENSNVIG00000009369,"ENSNVIT00000013940,ENSNVIT00000013958,ENSNVIT00000013973",1594.78,1422.11,4009,37.44,150.05
ENSNVIG00000009370,ENSNVIT00000013872,5480,5307.33,949,2.37,9.52
ENSNVIG00000009371,ENSNVIT00000013869,101,1.93,0,0,0
ENSNVIG00000009372,ENSNVIT00000013883,942,769.33,0,0,0
ENSNVIG00000009373,ENSNVIT00000013884,237,73.24,3,0.54,2.18
ENSNVIG00000009374,ENSNVIT00000013889,675,502.33,72,1.9,7.63
ENSNVIG00000009375,ENSNVIT00000013879,756,583.33,81,1.84,7.39
ENSNVIG00000009376,"ENSNVIT00000014084,ENSNVIT00000014127",2106,1933.33,793,5.45,21.83
ENSNVIG00000009377,"ENSNVIT00000013921,ENSNVIT00000013931,ENSNVIT00000013941",1663,1490.33,1987,17.71,70.97
ENSNVIG00000009378,ENSNVIT00000013893,14943,14770.33,1227,1.1,4.42
ENSNVIG00000009379,"ENSNVIT00000014018,ENSNVIT00000014045",1559.48,1386.81,478,4.58,18.35
ENSNVIG00000009380,"ENSNVIT00000014026,ENSNVIT00000014050",6734.47,6561.8,9344,18.91,75.8
ENSNVIG00000009381,"ENSNVIT00000014155,ENSNVIT00000014179,ENSNVIT00000014259",1331.07,1158.4,253,2.9,11.63
ENSNVIG00000009382,ENSNVIT00000013896,106,2.57,0,0,0
ENSNVIG00000009383,ENSNVIT00000013904,612,439.34,14,0.42,1.7
ENSNVIG00000009384,ENSNVIT00000013905,177,28.89,0,0,0
ENSNVIG00000009385,"ENSNVIT00000013907,ENSNVIT00000013920",2914,2741.33,566,2.74,10.99
ENSNVIG00000009386,ENSNVIT00000013897,130,7.71,0,0,0
ENSNVIG00000009387,ENSNVIT00000013934,1125,952.33,4,0.06,0.22
ENSNVIG00000009388,ENSNVIT00000013906,1943,1770.33,0,0,0
ENSNVIG00000009389,ENSNVIT00000013899,191,37.85,0,0,0
ENSNVIG00000009390,"ENSNVIT00000013929,ENSNVIT00000013945,ENSNVIT00000013976",1691.98,1519.31,557,4.87,19.51
ENSNVIG00000009391,ENSNVIT00000013981,2115,1942.33,8,0.05,0.22
ENSNVIG00000009392,ENSNVIT00000014024,6519,6346.33,100,0.21,0.84
ENSNVIG00000009393,ENSNVIT00000013915,1509,1336.33,0,0,0
ENSNVIG00000009394,"ENSNVIT00000013943,ENSNVIT00000013962",783,610.33,0,0,0
ENSNVIG00000009395,"ENSNVIT00000013975,ENSNVIT00000013980",1765.85,1593.18,2193,18.28,73.27
ENSNVIG00000009396,ENSNVIT00000013913,2488,2315.33,3494,20.04,80.32
ENSNVIG00000009397,"ENSNVIT00000014044,ENSNVIT00000014090",9132.89,8960.21,1049,1.55,6.23
ENSNVIG00000009398,ENSNVIT00000013911,2403,2230.33,20,0.12,0.48
ENSNVIG00000009399,ENSNVIT00000013937,724,551.33,1981.78,47.74,191.33
ENSNVIG00000009401,ENSNVIT00000013914,204,47.04,0,0,0
ENSNVIG00000009402,ENSNVIT00000013917,2399,2226.33,309,1.84,7.39
ENSNVIG00000009403,"ENSNVIT00000013944,ENSNVIT00000013951",3279.58,3106.91,1085,4.64,18.59
ENSNVIG00000009404,ENSNVIT00000013918,83,0,0,0,0
ENSNVIG00000009405,ENSNVIT00000013919,108,2.86,0,0,0
ENSNVIG00000009406,ENSNVIT00000013922,105,2.43,0,0,0
ENSNVIG00000009407,"ENSNVIT00000014219,ENSNVIT00000014224,ENSNVIT00000014256",5468.06,5295.39,590,1.48,5.93
ENSNVIG00000009408,"ENSNVIT00000014106,ENSNVIT00000014120,ENSNVIT00000014131",1560,1387.33,352,3.37,13.51
ENSNVIG00000009409,"ENSNVIT00000013967,ENSNVIT00000014010",2681,2508.33,635,3.36,13.47
ENSNVIG00000009410,ENSNVIT00000013924,1025,852.33,33,0.51,2.06
ENSNVIG00000009411,ENSNVIT00000013987,1692,1519.33,1025,8.96,35.91
ENSNVIG00000009412,ENSNVIT00000013935,1728,1555.33,5,0.04,0.17
ENSNVIG00000009413,ENSNVIT00000013927,1140,967.33,13,0.18,0.72
ENSNVIG00000009414,ENSNVIT00000013932,774,601.33,4,0.09,0.35
ENSNVIG00000009415,ENSNVIT00000013939,405,232.74,57,3.25,13.04
ENSNVIG00000009416,ENSNVIT00000014048,2463,2290.33,167,0.97,3.88
ENSNVIG00000009417,ENSNVIT00000013947,4032,3859.33,18,0.06,0.25
ENSNVIG00000009418,ENSNVIT00000013933,564,391.35,0,0,0
ENSNVIG00000009419,ENSNVIT00000013942,417,244.66,0,0,0
ENSNVIG00000009420,ENSNVIT00000013959,1395,1222.33,0,0,0
ENSNVIG00000009421,ENSNVIT00000013966,1089,916.33,82,1.19,4.76
ENSNVIG00000009422,ENSNVIT00000013954,1434,1261.33,71,0.75,3
ENSNVIG00000009423,ENSNVIT00000013955,507,334.39,4.22,0.17,0.67
ENSNVIG00000009424,ENSNVIT00000013950,1222,1049.33,7,0.09,0.36
ENSNVIG00000009425,ENSNVIT00000013961,1479,1306.33,4,0.04,0.16
ENSNVIG00000009426,ENSNVIT00000013960,375,203.06,0,0,0
